United Airlines_unscaled,United Airlines_monthly,isPartial,scale,United Airlines
100,100,,1,100
98,100,,1,98
86,100,,1,86
95,100,,1,95
91,78,FALSE,0.78,70.98
87,78,,0.78,67.86
80,78,,0.78,62.400000000000006
92,78,,0.78,71.76
96,78,,0.78,74.88
88,78,,0.78,68.64
73,78,,0.78,56.940000000000005
88,83,FALSE,0.83,73.03999999999999
93,83,,0.83,77.19
100,83,,0.83,83
92,83,,0.83,76.36
97,83,,0.83,80.50999999999999
85,83,,0.83,70.55
81,83,,0.83,67.22999999999999
83,80,FALSE,0.8,66.4
95,80,,0.8,76
98,80,,0.8,78.4
88,80,,0.8,70.4
84,80,,0.8,67.2
76,80,,0.8,60.800000000000004
70,80,,0.8,56
76,70,FALSE,0.7,53.199999999999996
80,70,,0.7,56
84,70,,0.7,58.8
88,70,,0.7,61.599999999999994
79,70,,0.7,55.3
74,70,,0.7,51.8
80,70,,0.7,56
75,67,FALSE,0.67,50.25
81,67,,0.67,54.27
87,67,,0.67,58.290000000000006
77,67,,0.67,51.59
100,67,,0.67,67
79,67,,0.67,52.93
65,67,,0.67,43.550000000000004
74,68,FALSE,0.68,50.32
87,68,,0.68,59.160000000000004
89,68,,0.68,60.52
81,68,,0.68,55.080000000000005
79,68,,0.68,53.720000000000006
75,68,,0.68,51.00000000000001
69,68,,0.68,46.92
71,63,FALSE,0.63,44.73
80,63,,0.63,50.4
80,63,,0.63,50.4
78,63,,0.63,49.14
74,63,,0.63,46.62
74,63,,0.63,46.62
67,63,,0.63,42.21
80,59,FALSE,0.59,47.199999999999996
72,59,,0.59,42.48
71,59,,0.59,41.89
70,59,,0.59,41.3
69,59,,0.59,40.71
66,59,,0.59,38.94
60,59,,0.59,35.4
65,59,FALSE,0.59,38.35
72,59,,0.59,42.48
72,59,,0.59,42.48
73,59,,0.59,43.07
72,59,,0.59,42.48
47,59,,0.59,27.729999999999997
43,59,,0.59,25.369999999999997
44,64,FALSE,0.64,28.16
51,64,,0.64,32.64
100,64,,0.64,64
70,64,,0.64,44.800000000000004
50,64,,0.64,32
53,64,,0.64,33.92
48,64,,0.64,30.72
52,59,FALSE,0.59,30.68
54,59,,0.59,31.86
51,59,,0.59,30.09
52,59,,0.59,30.68
49,59,,0.59,28.91
48,59,,0.59,28.32
44,59,,0.59,25.959999999999997
50,58,FALSE,0.58,28.999999999999996
50,58,,0.58,28.999999999999996
52,58,,0.58,30.159999999999997
50,58,,0.58,28.999999999999996
49,58,,0.58,28.419999999999998
48,58,,0.58,27.839999999999996
48,58,,0.58,27.839999999999996
47,58,FALSE,0.58,27.259999999999998
51,58,,0.58,29.58
50,58,,0.58,28.999999999999996
50,58,,0.58,28.999999999999996
50,58,,0.58,28.999999999999996
48,58,,0.58,27.839999999999996
43,58,,0.58,24.939999999999998
83,58,FALSE,0.58,48.13999999999999
97,58,,0.58,56.26
99,58,,0.58,57.419999999999995
95,58,,0.58,55.099999999999994
100,58,,0.58,57.99999999999999
81,58,,0.58,46.98
86,58,,0.58,49.879999999999995
94,56,FALSE,0.56,52.64000000000001
98,56,,0.56,54.88
94,56,,0.56,52.64000000000001
91,56,,0.56,50.96000000000001
89,56,,0.56,49.84
82,56,,0.56,45.92
82,56,,0.56,45.92
86,58,FALSE,0.58,49.879999999999995
94,58,,0.58,54.519999999999996
97,58,,0.58,56.26
90,58,,0.58,52.199999999999996
89,58,,0.58,51.62
89,58,,0.58,51.62
80,58,,0.58,46.4
88,52,FALSE,0.52,45.760000000000005
90,52,,0.52,46.800000000000004
93,52,,0.52,48.36
88,52,,0.52,45.760000000000005
91,52,,0.52,47.32
87,52,,0.52,45.24
79,52,,0.52,41.08
80,53,FALSE,0.53,42.400000000000006
90,53,,0.53,47.7
86,53,,0.53,45.580000000000005
76,53,,0.53,40.28
74,53,,0.53,39.22
71,53,,0.53,37.63
66,53,,0.53,34.980000000000004
73,53,FALSE,0.53,38.690000000000005
77,53,,0.53,40.81
80,53,,0.53,42.400000000000006
73,53,,0.53,38.690000000000005
77,53,,0.53,40.81
69,53,,0.53,36.57
67,53,,0.53,35.510000000000005
68,52,FALSE,0.52,35.36
74,52,,0.52,38.480000000000004
77,52,,0.52,40.04
73,52,,0.52,37.96
68,52,,0.52,35.36
66,52,,0.52,34.32
70,52,,0.52,36.4
70,52,FALSE,0.52,36.4
78,52,,0.52,40.56
80,52,,0.52,41.6
79,52,,0.52,41.08
58,52,,0.52,30.16
67,52,,0.52,34.84
66,52,,0.52,34.32
73,57,FALSE,0.57,41.61
81,57,,0.57,46.169999999999995
100,57,,0.57,56.99999999999999
85,57,,0.57,48.449999999999996
72,57,,0.57,41.04
82,57,,0.57,46.739999999999995
79,57,,0.57,45.029999999999994
84,51,FALSE,0.51,42.84
92,51,,0.51,46.92
91,51,,0.51,46.410000000000004
89,51,,0.51,45.39
88,51,,0.51,44.88
83,51,,0.51,42.33
80,51,,0.51,40.8
90,51,FALSE,0.51,45.9
85,51,,0.51,43.35
93,51,,0.51,47.43
88,51,,0.51,44.88
88,51,,0.51,44.88
84,51,,0.51,42.84
87,51,,0.51,44.37
93,53,FALSE,0.53,49.29
88,53,,0.53,46.64
86,53,,0.53,45.580000000000005
97,53,,0.53,51.410000000000004
87,53,,0.53,46.11
84,53,,0.53,44.52
82,53,,0.53,43.46
77,52,FALSE,0.52,40.04
71,52,,0.52,36.92
89,52,,0.52,46.28
100,52,,0.52,52
97,52,,0.52,50.440000000000005
97,52,,0.52,50.440000000000005
86,52,,0.52,44.72
84,64,FALSE,0.64,53.76
55,64,,0.64,35.2
67,64,,0.64,42.88
73,64,,0.64,46.72
72,64,,0.64,46.08
66,64,,0.64,42.24
67,64,,0.64,42.88
70,71,FALSE,0.71,49.699999999999996
82,71,,0.71,58.22
84,71,,0.71,59.64
77,71,,0.71,54.669999999999995
79,71,,0.71,56.089999999999996
77,71,,0.71,54.669999999999995
71,71,,0.71,50.41
65,74,FALSE,0.74,48.1
79,74,,0.74,58.46
80,74,,0.74,59.2
75,74,,0.74,55.5
75,74,,0.74,55.5
87,74,,0.74,64.38
100,74,,0.74,74
90,68,FALSE,0.68,61.2
92,68,,0.68,62.56
82,68,,0.68,55.760000000000005
76,68,,0.68,51.68000000000001
66,68,,0.68,44.88
59,68,,0.68,40.120000000000005
55,68,,0.68,37.400000000000006
61,57,FALSE,0.57,34.769999999999996
62,57,,0.57,35.339999999999996
64,57,,0.57,36.48
61,57,,0.57,34.769999999999996
93,57,,0.57,53.01
85,57,,0.57,48.449999999999996
100,57,,0.57,56.99999999999999
90,59,FALSE,0.59,53.099999999999994
90,59,,0.59,53.099999999999994
91,59,,0.59,53.69
91,59,,0.59,53.69
88,59,,0.59,51.919999999999995
89,59,,0.59,52.51
84,59,,0.59,49.559999999999995
82,56,FALSE,0.56,45.92
81,56,,0.56,45.36000000000001
95,56,,0.56,53.2
85,56,,0.56,47.6
85,56,,0.56,47.6
88,56,,0.56,49.28
86,56,,0.56,48.160000000000004
91,61,FALSE,0.61,55.51
100,61,,0.61,61
93,61,,0.61,56.73
96,61,,0.61,58.56
91,61,,0.61,55.51
87,61,,0.61,53.07
89,61,,0.61,54.29
88,57,FALSE,0.57,50.16
90,57,,0.57,51.3
97,57,,0.57,55.28999999999999
95,57,,0.57,54.15
92,57,,0.57,52.44
66,57,,0.57,37.62
65,57,,0.57,37.05
72,66,FALSE,0.66,47.52
72,66,,0.66,47.52
74,66,,0.66,48.84
73,66,,0.66,48.18
76,66,,0.66,50.160000000000004
86,66,,0.66,56.760000000000005
91,66,,0.66,60.06
84,68,FALSE,0.68,57.120000000000005
81,68,,0.68,55.080000000000005
78,68,,0.68,53.040000000000006
79,68,,0.68,53.720000000000006
77,68,,0.68,52.36000000000001
71,68,,0.68,48.28
79,68,,0.68,53.720000000000006
74,73,FALSE,0.73,54.019999999999996
88,73,,0.73,64.24
100,73,,0.73,73
84,73,,0.73,61.32
74,73,,0.73,54.019999999999996
69,73,,0.73,50.37
67,73,,0.73,48.91
78,63,FALSE,0.63,49.14
92,63,,0.63,57.96
74,63,,0.63,46.62
76,63,,0.63,47.88
69,63,,0.63,43.47
62,63,,0.63,39.06
79,63,,0.63,49.77
95,62,FALSE,0.62,58.9
100,62,,0.62,62
79,62,,0.62,48.98
85,62,,0.62,52.7
79,62,,0.62,48.98
79,62,,0.62,48.98
74,62,,0.62,45.88
74,55,FALSE,0.55,40.7
80,55,,0.55,44
81,55,,0.55,44.550000000000004
85,55,,0.55,46.75000000000001
76,55,,0.55,41.800000000000004
81,55,,0.55,44.550000000000004
70,55,,0.55,38.5
82,58,FALSE,0.58,47.559999999999995
79,58,,0.58,45.82
81,58,,0.58,46.98
87,58,,0.58,50.459999999999994
84,58,,0.58,48.72
74,58,,0.58,42.919999999999995
77,58,,0.58,44.66
81,63,FALSE,0.63,51.03
100,63,,0.63,63
89,63,,0.63,56.07
83,63,,0.63,52.29
77,63,,0.63,48.51
74,63,,0.63,46.62
72,63,,0.63,45.36
72,55,FALSE,0.55,39.6
73,55,,0.55,40.150000000000006
82,55,,0.55,45.1
77,55,,0.55,42.35
73,55,,0.55,40.150000000000006
75,55,,0.55,41.25
67,55,,0.55,36.85
72,63,FALSE,0.63,45.36
83,63,,0.63,52.29
75,63,,0.63,47.25
75,63,,0.63,47.25
78,63,,0.63,49.14
84,63,,0.63,52.92
84,63,,0.63,52.92
71,63,FALSE,0.63,44.73
81,63,,0.63,51.03
82,63,,0.63,51.660000000000004
87,63,,0.63,54.81
81,63,,0.63,51.03
77,63,,0.63,48.51
71,63,,0.63,44.73
76,64,FALSE,0.64,48.64
81,64,,0.64,51.84
83,64,,0.64,53.120000000000005
77,64,,0.64,49.28
80,64,,0.64,51.2
80,64,,0.64,51.2
72,64,,0.64,46.08
72,66,FALSE,0.66,47.52
82,66,,0.66,54.120000000000005
94,66,,0.66,62.040000000000006
100,66,,0.66,66
84,66,,0.66,55.440000000000005
75,66,,0.66,49.5
61,66,,0.66,40.260000000000005
61,76,FALSE,0.76,46.36
78,76,,0.76,59.28
99,76,,0.76,75.24
100,76,,0.76,76
70,76,,0.76,53.2
59,76,,0.76,44.84
55,76,,0.76,41.8
60,66,FALSE,0.66,39.6
61,66,,0.66,40.260000000000005
63,66,,0.66,41.580000000000005
68,66,,0.66,44.88
64,66,,0.66,42.24
62,66,,0.66,40.92
59,66,,0.66,38.940000000000005
58,60,FALSE,0.6,34.8
68,60,,0.6,40.8
65,60,,0.6,39
66,60,,0.6,39.6
64,60,,0.6,38.4
60,60,,0.6,36
63,60,,0.6,37.8
67,66,FALSE,0.66,44.22
62,66,,0.66,40.92
65,66,,0.66,42.9
63,66,,0.66,41.580000000000005
62,66,,0.66,40.92
63,66,,0.66,41.580000000000005
66,66,,0.66,43.56
63,62,FALSE,0.62,39.06
51,62,,0.62,31.62
50,62,,0.62,31
47,62,,0.62,29.14
42,62,,0.62,26.04
42,62,,0.62,26.04
43,62,,0.62,26.66
50,70,FALSE,0.7,35
54,70,,0.7,37.8
57,70,,0.7,39.9
62,70,,0.7,43.4
51,70,,0.7,35.699999999999996
50,70,,0.7,35
44,70,,0.7,30.799999999999997
43,78,FALSE,0.78,33.54
48,78,,0.78,37.44
52,78,,0.78,40.56
61,78,,0.78,47.58
54,78,,0.78,42.120000000000005
100,78,,0.78,78
62,78,,0.78,48.36
53,66,FALSE,0.66,34.980000000000004
57,66,,0.66,37.620000000000005
56,66,,0.66,36.96
49,66,,0.66,32.34
47,66,,0.66,31.020000000000003
44,66,,0.66,29.040000000000003
37,66,,0.66,24.42
41,64,FALSE,0.64,26.240000000000002
50,64,,0.64,32
49,64,,0.64,31.36
45,64,,0.64,28.8
79,64,,0.64,50.56
89,64,,0.64,56.96
89,64,,0.64,56.96
100,63,FALSE,0.63,63
84,63,,0.63,52.92
84,63,,0.63,52.92
85,63,,0.63,53.55
76,63,,0.63,47.88
77,63,,0.63,48.51
65,63,,0.63,40.95
69,56,FALSE,0.56,38.64
79,56,,0.56,44.24
78,56,,0.56,43.68000000000001
82,56,,0.56,45.92
73,56,,0.56,40.88
74,56,,0.56,41.440000000000005
71,56,,0.56,39.760000000000005
80,62,FALSE,0.62,49.6
84,62,,0.62,52.08
85,62,,0.62,52.7
78,62,,0.62,48.36
76,62,,0.62,47.12
71,62,,0.62,44.02
66,62,,0.62,40.92
75,60,FALSE,0.6,45
76,60,,0.6,45.6
80,60,,0.6,48
80,60,,0.6,48
77,60,,0.6,46.199999999999996
80,60,,0.6,48
67,60,,0.6,40.199999999999996
91,52,FALSE,0.52,47.32
94,52,,0.52,48.88
93,52,,0.52,48.36
97,52,,0.52,50.440000000000005
96,52,,0.52,49.92
88,52,,0.52,45.760000000000005
81,52,,0.52,42.120000000000005
90,53,FALSE,0.53,47.7
95,53,,0.53,50.35
92,53,,0.53,48.760000000000005
87,53,,0.53,46.11
88,53,,0.53,46.64
88,53,,0.53,46.64
85,53,,0.53,45.050000000000004
80,53,FALSE,0.53,42.400000000000006
90,53,,0.53,47.7
97,53,,0.53,51.410000000000004
97,53,,0.53,51.410000000000004
93,53,,0.53,49.29
91,53,,0.53,48.230000000000004
81,53,,0.53,42.93
84,53,FALSE,0.53,44.52
97,53,,0.53,51.410000000000004
100,53,,0.53,53
97,53,,0.53,51.410000000000004
97,53,,0.53,51.410000000000004
94,53,,0.53,49.82
81,53,,0.53,42.93
86,50,FALSE,0.5,43
84,50,,0.5,42
88,50,,0.5,44
93,50,,0.5,46.5
89,50,,0.5,44.5
90,50,,0.5,45
84,50,,0.5,42
99,48,FALSE,0.48,47.519999999999996
99,48,,0.48,47.519999999999996
91,48,,0.48,43.68
88,48,,0.48,42.239999999999995
87,48,,0.48,41.76
94,48,,0.48,45.12
92,48,,0.48,44.16
84,50,FALSE,0.5,42
97,50,,0.5,48.5
93,50,,0.5,46.5
99,50,,0.5,49.5
96,50,,0.5,48
95,50,,0.5,47.5
85,50,,0.5,42.5
80,48,FALSE,0.48,38.4
100,48,,0.48,48
94,48,,0.48,45.12
92,48,,0.48,44.16
90,48,,0.48,43.199999999999996
91,48,,0.48,43.68
75,48,,0.48,36
83,46,FALSE,0.46,38.18
91,46,,0.46,41.86
97,46,,0.46,44.620000000000005
97,46,,0.46,44.620000000000005
90,46,,0.46,41.4
82,46,,0.46,37.72
77,46,,0.46,35.42
85,45,FALSE,0.45,38.25
87,45,,0.45,39.15
87,45,,0.45,39.15
62,45,,0.45,27.900000000000002
86,45,,0.45,38.7
90,45,,0.45,40.5
84,45,,0.45,37.800000000000004
79,48,FALSE,0.48,37.92
100,48,,0.48,48
87,48,,0.48,41.76
85,48,,0.48,40.8
84,48,,0.48,40.32
86,48,,0.48,41.28
75,48,,0.48,36
93,50,FALSE,0.5,46.5
88,50,,0.5,44
87,50,,0.5,43.5
87,50,,0.5,43.5
90,50,,0.5,45
90,50,,0.5,45
90,50,,0.5,45
85,48,FALSE,0.48,40.8
92,48,,0.48,44.16
94,48,,0.48,45.12
88,48,,0.48,42.239999999999995
70,48,,0.48,33.6
84,48,,0.48,40.32
87,48,,0.48,41.76
77,56,FALSE,0.56,43.120000000000005
82,56,,0.56,45.92
100,56,,0.56,56.00000000000001
82,56,,0.56,45.92
72,56,,0.56,40.32000000000001
66,56,,0.56,36.96
66,56,,0.56,36.96
68,46,FALSE,0.46,31.28
74,46,,0.46,34.04
71,46,,0.46,32.660000000000004
71,46,,0.46,32.660000000000004
73,46,,0.46,33.58
69,46,,0.46,31.740000000000002
72,46,,0.46,33.120000000000005
70,52,FALSE,0.52,36.4
77,52,,0.52,40.04
76,52,,0.52,39.52
75,52,,0.52,39
77,52,,0.52,40.04
80,52,,0.52,41.6
75,52,,0.52,39
74,53,FALSE,0.53,39.22
77,53,,0.53,40.81
75,53,,0.53,39.75
68,53,,0.53,36.04
97,53,,0.53,51.410000000000004
84,53,,0.53,44.52
78,53,,0.53,41.34
89,56,FALSE,0.56,49.84
84,56,,0.56,47.040000000000006
79,56,,0.56,44.24
73,56,,0.56,40.88
82,56,,0.56,45.92
85,56,,0.56,47.6
79,56,,0.56,44.24
81,67,FALSE,0.67,54.27
91,67,,0.67,60.970000000000006
89,67,,0.67,59.63
79,67,,0.67,52.93
79,67,,0.67,52.93
83,67,,0.67,55.61000000000001
82,67,,0.67,54.940000000000005
77,56,FALSE,0.56,43.120000000000005
80,56,,0.56,44.800000000000004
78,56,,0.56,43.68000000000001
81,56,,0.56,45.36000000000001
80,56,,0.56,44.800000000000004
73,56,,0.56,40.88
64,56,,0.56,35.84
70,56,FALSE,0.56,39.2
79,56,,0.56,44.24
74,56,,0.56,41.440000000000005
86,56,,0.56,48.160000000000004
74,56,,0.56,41.440000000000005
68,56,,0.56,38.080000000000005
100,56,,0.56,56.00000000000001
96,56,FALSE,0.56,53.760000000000005
74,56,,0.56,41.440000000000005
74,56,,0.56,41.440000000000005
72,56,,0.56,40.32000000000001
79,56,,0.56,44.24
71,56,,0.56,39.760000000000005
66,56,,0.56,36.96
93,56,FALSE,0.56,52.080000000000005
100,56,,0.56,56.00000000000001
83,56,,0.56,46.480000000000004
72,56,,0.56,40.32000000000001
78,56,,0.56,43.68000000000001
75,56,,0.56,42.00000000000001
74,56,,0.56,41.440000000000005
70,55,FALSE,0.55,38.5
68,55,,0.55,37.400000000000006
77,55,,0.55,42.35
76,55,,0.55,41.800000000000004
82,55,,0.55,45.1
76,55,,0.55,41.800000000000004
77,55,,0.55,42.35
89,55,FALSE,0.55,48.95
86,55,,0.55,47.300000000000004
87,55,,0.55,47.85
80,55,,0.55,44
80,55,,0.55,44
75,55,,0.55,41.25
64,55,,0.55,35.2
71,53,FALSE,0.53,37.63
74,53,,0.53,39.22
81,53,,0.53,42.93
81,53,,0.53,42.93
73,53,,0.53,38.690000000000005
70,53,,0.53,37.1
75,53,,0.53,39.75
81,55,FALSE,0.55,44.550000000000004
96,55,,0.55,52.800000000000004
85,55,,0.55,46.75000000000001
90,55,,0.55,49.50000000000001
87,55,,0.55,47.85
81,55,,0.55,44.550000000000004
79,55,,0.55,43.45
82,55,FALSE,0.55,45.1
85,55,,0.55,46.75000000000001
95,55,,0.55,52.25000000000001
92,55,,0.55,50.6
94,55,,0.55,51.7
81,55,,0.55,44.550000000000004
87,55,,0.55,47.85
100,57,FALSE,0.57,56.99999999999999
91,57,,0.57,51.87
85,57,,0.57,48.449999999999996
95,57,,0.57,54.15
95,57,,0.57,54.15
88,57,,0.57,50.16
77,57,,0.57,43.88999999999999
98,59,FALSE,0.59,57.82
90,59,,0.59,53.099999999999994
91,59,,0.59,53.69
88,59,,0.59,51.919999999999995
86,59,,0.59,50.739999999999995
87,59,,0.59,51.33
76,59,,0.59,44.839999999999996
86,54,FALSE,0.54,46.440000000000005
90,54,,0.54,48.6
100,54,,0.54,54
96,54,,0.54,51.84
97,54,,0.54,52.38
93,54,,0.54,50.220000000000006
84,54,,0.54,45.36
90,51,FALSE,0.51,45.9
88,51,,0.51,44.88
91,51,,0.51,46.410000000000004
100,51,,0.51,51
91,51,,0.51,46.410000000000004
94,51,,0.51,47.94
82,51,,0.51,41.82
82,51,FALSE,0.51,41.82
84,51,,0.51,42.84
100,51,,0.51,51
99,51,,0.51,50.49
95,51,,0.51,48.45
94,51,,0.51,47.94
77,51,,0.51,39.27
80,52,FALSE,0.52,41.6
99,52,,0.52,51.480000000000004
94,52,,0.52,48.88
91,52,,0.52,47.32
97,52,,0.52,50.440000000000005
86,52,,0.52,44.72
80,52,,0.52,41.6
90,53,FALSE,0.53,47.7
100,53,,0.53,53
97,53,,0.53,51.410000000000004
92,53,,0.53,48.760000000000005
