Date,Golden State Warriors_unscaled,Golden State Warriors_monthly,isPartial,scale,Golden State Warriors,GoldenStateWarriors_adjusted
2025-03-19,61,21.0,,0.21,12.81,6.3
2025-03-20,30,21.0,,0.21,6.3,11.34
2025-03-21,54,21.0,,0.21,11.34,7.56
2025-03-22,36,21.0,,0.21,7.56,5.46
2025-03-23,42,13.0,False,0.13,5.46,2.8600000000000003
2025-03-24,22,13.0,,0.13,2.8600000000000003,4.29
2025-03-25,33,13.0,,0.13,4.29,5.98
2025-03-26,46,13.0,,0.13,5.98,2.6
2025-03-27,20,13.0,,0.13,2.6,2.99
2025-03-28,23,13.0,,0.13,2.99,6.11
2025-03-29,47,13.0,,0.13,6.11,7.36
2025-03-30,32,23.0,False,0.23,7.36,8.74
2025-03-31,38,23.0,,0.23,8.74,4.140000000000001
2025-04-01,18,23.0,,0.23,4.140000000000001,10.12
2025-04-02,44,23.0,,0.23,10.12,4.37
2025-04-03,19,23.0,,0.23,4.37,15.41
2025-04-04,67,23.0,,0.23,15.41,14.72
2025-04-05,64,23.0,,0.23,14.72,7.800000000000001
2025-04-06,30,26.0,False,0.26,7.800000000000001,13.52
2025-04-07,52,26.0,,0.26,13.52,4.94
2025-04-08,19,26.0,,0.26,4.94,11.7
2025-04-09,45,26.0,,0.26,11.7,12.48
2025-04-10,48,26.0,,0.26,12.48,7.28
2025-04-11,28,26.0,,0.26,7.28,15.86
2025-04-12,61,26.0,,0.26,15.86,18.0
2025-04-13,75,24.0,False,0.24,18.0,
