Date,Kaiser Permanente_unscaled,Kaiser Permanente_monthly,isPartial,scale,Kaiser Permanente
2024-07-09,100,58,,0.58,57.99999999999999
2024-07-10,93,58,,0.58,53.94
2024-07-11,87,58,,0.58,50.459999999999994
2024-07-12,94,58,,0.58,54.519999999999996
2024-07-13,54,58,,0.58,31.319999999999997
2024-07-14,45,56,FALSE,0.56,25.200000000000003
2024-07-15,87,56,,0.56,48.720000000000006
2024-07-16,94,56,,0.56,52.64000000000001
2024-07-17,99,56,,0.56,55.440000000000005
2024-07-18,87,56,,0.56,48.720000000000006
2024-07-19,87,56,,0.56,48.720000000000006
2024-07-20,53,56,,0.56,29.680000000000003
2024-07-21,50,57,FALSE,0.57,28.499999999999996
2024-07-22,92,57,,0.57,52.44
2024-07-23,99,57,,0.57,56.42999999999999
2024-07-24,99,57,,0.57,56.42999999999999
2024-07-25,91,57,,0.57,51.87
2024-07-26,87,57,,0.57,49.589999999999996
2024-07-27,51,57,,0.57,29.069999999999997
2024-07-28,48,62,FALSE,0.62,29.759999999999998
2024-07-29,95,62,,0.62,58.9
2024-07-30,100,62,,0.62,62
2024-07-31,96,62,,0.62,59.519999999999996
2024-08-01,77,62,,0.62,47.74
2024-08-02,76,62,,0.62,47.12
2024-08-03,47,62,,0.62,29.14
2024-08-04,43,57,FALSE,0.57,24.509999999999998
2024-08-05,79,57,,0.57,45.029999999999994
2024-08-06,72,57,,0.57,41.04
2024-08-07,75,57,,0.57,42.74999999999999
2024-08-08,70,57,,0.57,39.9
2024-08-09,71,57,,0.57,40.47
2024-08-10,43,57,,0.57,24.509999999999998
2024-08-11,35,57,FALSE,0.57,19.95
2024-08-12,81,57,,0.57,46.169999999999995
2024-08-13,83,57,,0.57,47.309999999999995
2024-08-14,78,57,,0.57,44.459999999999994
2024-08-15,72,57,,0.57,41.04
2024-08-16,70,57,,0.57,39.9
2024-08-17,43,57,,0.57,24.509999999999998
2024-08-18,37,63,FALSE,0.63,23.31
2024-08-19,79,63,,0.63,49.77
2024-08-20,100,63,,0.63,63
2024-08-21,85,63,,0.63,53.55
2024-08-22,71,63,,0.63,44.73
2024-08-23,73,63,,0.63,45.99
2024-08-24,44,63,,0.63,27.72
2024-08-25,41,60,FALSE,0.6,24.599999999999998
2024-08-26,78,60,,0.6,46.8
2024-08-27,77,60,,0.6,46.199999999999996
2024-08-28,77,60,,0.6,46.199999999999996
2024-08-29,77,60,,0.6,46.199999999999996
2024-08-30,76,60,,0.6,45.6
2024-08-31,45,60,,0.6,27
2024-09-01,45,55,FALSE,0.55,24.750000000000004
2024-09-02,56,55,,0.55,30.800000000000004
2024-09-03,100,55,,0.55,55.00000000000001
2024-09-04,96,55,,0.55,52.800000000000004
2024-09-05,91,55,,0.55,50.050000000000004
2024-09-06,83,55,,0.55,45.650000000000006
2024-09-07,52,55,,0.55,28.6
2024-09-08,47,59,FALSE,0.59,27.729999999999997
2024-09-09,98,59,,0.59,57.82
2024-09-10,86,59,,0.59,50.739999999999995
2024-09-11,93,59,,0.59,54.87
2024-09-12,92,59,,0.59,54.279999999999994
2024-09-13,92,59,,0.59,54.279999999999994
2024-09-14,59,59,,0.59,34.809999999999995
2024-09-15,42,57,FALSE,0.57,23.939999999999998
2024-09-16,95,57,,0.57,54.15
2024-09-17,97,57,,0.57,55.28999999999999
2024-09-18,96,57,,0.57,54.72
2024-09-19,85,57,,0.57,48.449999999999996
2024-09-20,84,57,,0.57,47.879999999999995
2024-09-21,50,57,,0.57,28.499999999999996
2024-09-22,46,52,FALSE,0.52,23.92
2024-09-23,93,52,,0.52,48.36
2024-09-24,92,52,,0.52,47.84
2024-09-25,97,52,,0.52,50.440000000000005
2024-09-26,81,52,,0.52,42.120000000000005
2024-09-27,76,52,,0.52,39.52
2024-09-28,50,52,,0.52,26
2024-09-29,45,58,FALSE,0.58,26.099999999999998
2024-09-30,91,58,,0.58,52.779999999999994
2024-10-01,93,58,,0.58,53.94
2024-10-02,99,58,,0.58,57.419999999999995
2024-10-03,100,58,,0.58,57.99999999999999
2024-10-04,90,58,,0.58,52.199999999999996
2024-10-05,60,58,,0.58,34.8
2024-10-06,49,55,FALSE,0.55,26.950000000000003
2024-10-07,87,55,,0.55,47.85
2024-10-08,95,55,,0.55,52.25000000000001
2024-10-09,88,55,,0.55,48.400000000000006
2024-10-10,89,55,,0.55,48.95
2024-10-11,86,55,,0.55,47.300000000000004
2024-10-12,56,55,,0.55,30.800000000000004
2024-10-13,44,55,FALSE,0.55,24.200000000000003
2024-10-14,94,55,,0.55,51.7
2024-10-15,99,55,,0.55,54.45
2024-10-16,93,55,,0.55,51.150000000000006
2024-10-17,91,55,,0.55,50.050000000000004
2024-10-18,83,55,,0.55,45.650000000000006
2024-10-19,57,55,,0.55,31.35
2024-10-20,47,53,FALSE,0.53,24.91
2024-10-21,90,53,,0.53,47.7
2024-10-22,96,53,,0.53,50.88
2024-10-23,88,53,,0.53,46.64
2024-10-24,82,53,,0.53,43.46
2024-10-25,83,53,,0.53,43.99
2024-10-26,49,53,,0.53,25.970000000000002
2024-10-27,46,53,FALSE,0.53,24.380000000000003
2024-10-28,90,53,,0.53,47.7
2024-10-29,87,53,,0.53,46.11
2024-10-30,88,53,,0.53,46.64
2024-10-31,81,53,,0.53,42.93
2024-11-01,90,53,,0.53,47.7
2024-11-02,60,53,,0.53,31.8
2024-11-03,53,51,FALSE,0.51,27.03
2024-11-04,100,51,,0.51,51
2024-11-05,91,51,,0.51,46.410000000000004
2024-11-06,68,51,,0.51,34.68
2024-11-07,93,51,,0.51,47.43
2024-11-08,93,51,,0.51,47.43
2024-11-09,60,51,,0.51,30.6
2024-11-10,47,51,FALSE,0.51,23.97
2024-11-11,93,51,,0.51,47.43
2024-11-12,97,51,,0.51,49.47
2024-11-13,96,51,,0.51,48.96
2024-11-14,90,51,,0.51,45.9
2024-11-15,90,51,,0.51,45.9
2024-11-16,54,51,,0.51,27.54
2024-11-17,54,54,FALSE,0.54,29.160000000000004
2024-11-18,91,54,,0.54,49.14
2024-11-19,95,54,,0.54,51.300000000000004
2024-11-20,93,54,,0.54,50.220000000000006
2024-11-21,90,54,,0.54,48.6
2024-11-22,86,54,,0.54,46.440000000000005
2024-11-23,55,54,,0.54,29.700000000000003
2024-11-24,45,38,FALSE,0.38,17.1
2024-11-25,88,38,,0.38,33.44
2024-11-26,86,38,,0.38,32.68
2024-11-27,78,38,,0.38,29.64
2024-11-28,47,38,,0.38,17.86
2024-11-29,59,38,,0.38,22.42
2024-11-30,50,38,,0.38,19
2024-12-01,46,56,FALSE,0.56,25.76
2024-12-02,87,56,,0.56,48.720000000000006
2024-12-03,100,56,,0.56,56.00000000000001
2024-12-04,98,56,,0.56,54.88
2024-12-05,95,56,,0.56,53.2
2024-12-06,92,56,,0.56,51.52
2024-12-07,62,56,,0.56,34.720000000000006
2024-12-08,46,53,FALSE,0.53,24.380000000000003
2024-12-09,87,53,,0.53,46.11
2024-12-10,89,53,,0.53,47.17
2024-12-11,89,53,,0.53,47.17
2024-12-12,88,53,,0.53,46.64
2024-12-13,87,53,,0.53,46.11
2024-12-14,58,53,,0.53,30.740000000000002
2024-12-15,48,53,FALSE,0.53,25.44
2024-12-16,83,53,,0.53,43.99
2024-12-17,92,53,,0.53,48.760000000000005
2024-12-18,87,53,,0.53,46.11
2024-12-19,88,53,,0.53,46.64
2024-12-20,85,53,,0.53,45.050000000000004
2024-12-21,52,53,,0.53,27.560000000000002
2024-12-22,44,37,FALSE,0.37,16.28
2024-12-23,80,37,,0.37,29.6
2024-12-24,72,37,,0.37,26.64
2024-12-25,40,37,,0.37,14.8
2024-12-26,73,37,,0.37,27.009999999999998
2024-12-27,84,37,,0.37,31.08
2024-12-28,60,37,,0.37,22.2
2024-12-29,57,55,FALSE,0.55,31.35
2024-12-30,91,55,,0.55,50.050000000000004
2024-12-31,92,55,,0.55,50.6
2025-01-01,57,55,,0.55,31.35
2025-01-02,92,55,,0.55,50.6
2025-01-03,94,55,,0.55,51.7
2025-01-04,63,55,,0.55,34.650000000000006
2025-01-05,47,59,FALSE,0.59,27.729999999999997
2025-01-06,98,59,,0.59,57.82
2025-01-07,94,59,,0.59,55.459999999999994
2025-01-08,93,59,,0.59,54.87
2025-01-09,80,59,,0.59,47.199999999999996
2025-01-10,79,59,,0.59,46.61
2025-01-11,55,59,,0.59,32.449999999999996
2025-01-12,49,56,FALSE,0.56,27.44
2025-01-13,91,56,,0.56,50.96000000000001
2025-01-14,100,56,,0.56,56.00000000000001
2025-01-15,95,56,,0.56,53.2
2025-01-16,87,56,,0.56,48.720000000000006
2025-01-17,82,56,,0.56,45.92
2025-01-18,55,56,,0.56,30.800000000000004
2025-01-19,43,51,FALSE,0.51,21.93
2025-01-20,59,51,,0.51,30.09
2025-01-21,84,51,,0.51,42.84
2025-01-22,89,51,,0.51,45.39
2025-01-23,88,51,,0.51,44.88
2025-01-24,78,51,,0.51,39.78
2025-01-25,54,51,,0.51,27.54
2025-01-26,45,54,FALSE,0.54,24.3
2025-01-27,79,54,,0.54,42.660000000000004
2025-01-28,93,54,,0.54,50.220000000000006
2025-01-29,84,54,,0.54,45.36
2025-01-30,81,54,,0.54,43.74
2025-01-31,85,54,,0.54,45.900000000000006
2025-02-01,57,54,,0.54,30.78
2025-02-02,52,56,FALSE,0.56,29.120000000000005
2025-02-03,94,56,,0.56,52.64000000000001
2025-02-04,92,56,,0.56,51.52
2025-02-05,88,56,,0.56,49.28
2025-02-06,86,56,,0.56,48.160000000000004
2025-02-07,81,56,,0.56,45.36000000000001
2025-02-08,58,56,,0.56,32.480000000000004
2025-02-09,42,51,FALSE,0.51,21.42
2025-02-10,81,51,,0.51,41.31
2025-02-11,83,51,,0.51,42.33
2025-02-12,88,51,,0.51,44.88
2025-02-13,82,51,,0.51,41.82
2025-02-14,76,51,,0.51,38.76
2025-02-15,56,51,,0.51,28.560000000000002
2025-02-16,49,55,FALSE,0.55,26.950000000000003
2025-02-17,82,55,,0.55,45.1
2025-02-18,100,55,,0.55,55.00000000000001
2025-02-19,90,55,,0.55,49.50000000000001
2025-02-20,86,55,,0.55,47.300000000000004
2025-02-21,91,55,,0.55,50.050000000000004
2025-02-22,57,55,,0.55,31.35
2025-02-23,48,53,FALSE,0.53,25.44
2025-02-24,88,53,,0.53,46.64
2025-02-25,87,53,,0.53,46.11
2025-02-26,89,53,,0.53,47.17
2025-02-27,88,53,,0.53,46.64
2025-02-28,80,53,,0.53,42.400000000000006
2025-03-01,59,53,,0.53,31.270000000000003
2025-03-02,53,53,FALSE,0.53,28.09
2025-03-03,91,53,,0.53,48.230000000000004
2025-03-04,93,53,,0.53,49.29
2025-03-05,87,53,,0.53,46.11
2025-03-06,94,53,,0.53,49.82
2025-03-07,86,53,,0.53,45.580000000000005
2025-03-08,56,53,,0.53,29.68
2025-03-09,50,55,FALSE,0.55,27.500000000000004
2025-03-10,92,55,,0.55,50.6
2025-03-11,97,55,,0.55,53.35
2025-03-12,95,55,,0.55,52.25000000000001
2025-03-13,90,55,,0.55,49.50000000000001
2025-03-14,88,55,,0.55,48.400000000000006
2025-03-15,62,55,,0.55,34.1
2025-03-16,50,55,FALSE,0.55,27.500000000000004
2025-03-17,94,55,,0.55,51.7
2025-03-18,98,55,,0.55,53.900000000000006
2025-03-19,98,55,,0.55,53.900000000000006
2025-03-20,95,55,,0.55,52.25000000000001
2025-03-21,84,55,,0.55,46.2
2025-03-22,56,55,,0.55,30.800000000000004
2025-03-23,52,54,FALSE,0.54,28.080000000000002
2025-03-24,94,54,,0.54,50.760000000000005
2025-03-25,100,54,,0.54,54
2025-03-26,94,54,,0.54,50.760000000000005
2025-03-27,90,54,,0.54,48.6
2025-03-28,86,54,,0.54,46.440000000000005
2025-03-29,56,54,,0.54,30.240000000000002
2025-03-30,50,53,FALSE,0.53,26.5
2025-03-31,91,53,,0.53,48.230000000000004
2025-04-01,100,53,,0.53,53
2025-04-02,90,53,,0.53,47.7
2025-04-03,86,53,,0.53,45.580000000000005
2025-04-04,80,53,,0.53,42.400000000000006
2025-04-05,54,53,,0.53,28.62
2025-04-06,48,52,FALSE,0.52,24.96
2025-04-07,87,52,,0.52,45.24
2025-04-08,87,52,,0.52,45.24
2025-04-09,84,52,,0.52,43.68
2025-04-10,83,52,,0.52,43.160000000000004
2025-04-11,82,52,,0.52,42.64
2025-04-12,54,52,,0.52,28.080000000000002
2025-04-13,50,51,FALSE,0.51,25.5
