Date,Kaiser Permanente_unscaled,Kaiser Permanente_monthly,isPartial,scale,Kaiser Permanente
2022-10-15,48,64,,0.64,30.72
2022-10-16,42,64,FALSE,0.64,26.88
2022-10-17,94,64,,0.64,60.160000000000004
2022-10-18,100,64,,0.64,64
2022-10-19,91,64,,0.64,58.24
2022-10-20,87,64,,0.64,55.68
2022-10-21,85,64,,0.64,54.4
2022-10-22,50,64,,0.64,32
2022-10-23,42,64,FALSE,0.64,26.88
2022-10-24,90,64,,0.64,57.6
2022-10-25,98,64,,0.64,62.72
2022-10-26,93,64,,0.64,59.52
2022-10-27,89,64,,0.64,56.96
2022-10-28,83,64,,0.64,53.120000000000005
2022-10-29,51,64,,0.64,32.64
2022-10-30,39,61,FALSE,0.61,23.79
2022-10-31,86,61,,0.61,52.46
2022-11-01,94,61,,0.61,57.339999999999996
2022-11-02,100,61,,0.61,61
2022-11-03,94,61,,0.61,57.339999999999996
2022-11-04,89,61,,0.61,54.29
2022-11-05,53,61,,0.61,32.33
2022-11-06,41,60,FALSE,0.6,24.599999999999998
2022-11-07,95,60,,0.6,57
2022-11-08,95,60,,0.6,57
2022-11-09,84,60,,0.6,50.4
2022-11-10,92,60,,0.6,55.199999999999996
2022-11-11,84,60,,0.6,50.4
2022-11-12,56,60,,0.6,33.6
2022-11-13,42,62,FALSE,0.62,26.04
2022-11-14,97,62,,0.62,60.14
2022-11-15,96,62,,0.62,59.519999999999996
2022-11-16,99,62,,0.62,61.38
2022-11-17,96,62,,0.62,59.519999999999996
2022-11-18,88,62,,0.62,54.56
2022-11-19,57,62,,0.62,35.339999999999996
2022-11-20,45,50,FALSE,0.5,22.5
2022-11-21,87,50,,0.5,43.5
2022-11-22,93,50,,0.5,46.5
2022-11-23,86,50,,0.5,43
2022-11-24,44,50,,0.5,22
2022-11-25,52,50,,0.5,26
2022-11-26,46,50,,0.5,23
2022-11-27,48,61,FALSE,0.61,29.28
2022-11-28,93,61,,0.61,56.73
2022-11-29,96,61,,0.61,58.56
2022-11-30,97,61,,0.61,59.17
2022-12-01,100,61,,0.61,61
2022-12-02,89,61,,0.61,54.29
2022-12-03,54,61,,0.61,32.94
2022-12-04,47,61,FALSE,0.61,28.669999999999998
2022-12-05,91,61,,0.61,55.51
2022-12-06,95,61,,0.61,57.949999999999996
2022-12-07,94,61,,0.61,57.339999999999996
2022-12-08,90,61,,0.61,54.9
2022-12-09,86,61,,0.61,52.46
2022-12-10,55,61,,0.61,33.55
2022-12-11,46,58,FALSE,0.58,26.68
2022-12-12,89,58,,0.58,51.62
2022-12-13,95,58,,0.58,55.099999999999994
2022-12-14,88,58,,0.58,51.04
2022-12-15,86,58,,0.58,49.879999999999995
2022-12-16,87,58,,0.58,50.459999999999994
2022-12-17,53,58,,0.58,30.74
2022-12-18,41,53,FALSE,0.53,21.73
2022-12-19,85,53,,0.53,45.050000000000004
2022-12-20,89,53,,0.53,47.17
2022-12-21,80,53,,0.53,42.400000000000006
2022-12-22,82,53,,0.53,43.46
2022-12-23,68,53,,0.53,36.04
2022-12-24,38,53,,0.53,20.14
2022-12-25,29,54,FALSE,0.54,15.66
2022-12-26,56,54,,0.54,30.240000000000002
2022-12-27,87,54,,0.54,46.980000000000004
2022-12-28,92,54,,0.54,49.68000000000001
2022-12-29,93,54,,0.54,50.220000000000006
2022-12-30,78,54,,0.54,42.120000000000005
2022-12-31,52,54,,0.54,28.080000000000002
2023-01-01,41,63,FALSE,0.63,25.830000000000002
2023-01-02,71,63,,0.63,44.73
2023-01-03,100,63,,0.63,63
2023-01-04,95,63,,0.63,59.85
2023-01-05,92,63,,0.63,57.96
2023-01-06,83,63,,0.63,52.29
2023-01-07,51,63,,0.63,32.13
2023-01-08,44,61,FALSE,0.61,26.84
2023-01-09,86,61,,0.61,52.46
2023-01-10,93,61,,0.61,56.73
2023-01-11,84,61,,0.61,51.24
2023-01-12,79,61,,0.61,48.19
2023-01-13,81,61,,0.61,49.41
2023-01-14,54,61,,0.61,32.94
2023-01-15,42,60,FALSE,0.6,25.2
2023-01-16,64,60,,0.6,38.4
2023-01-17,88,60,,0.6,52.8
2023-01-18,87,60,,0.6,52.199999999999996
2023-01-19,86,60,,0.6,51.6
2023-01-20,80,60,,0.6,48
2023-01-21,50,60,,0.6,30
2023-01-22,39,59,FALSE,0.59,23.009999999999998
2023-01-23,78,59,,0.59,46.019999999999996
2023-01-24,87,59,,0.59,51.33
2023-01-25,88,59,,0.59,51.919999999999995
2023-01-26,81,59,,0.59,47.79
2023-01-27,78,59,,0.59,46.019999999999996
2023-01-28,46,59,,0.59,27.139999999999997
2023-01-29,36,61,FALSE,0.61,21.96
2023-01-30,84,61,,0.61,51.24
2023-01-31,84,61,,0.61,51.24
2023-02-01,98,61,,0.61,59.78
2023-02-02,91,61,,0.61,55.51
2023-02-03,86,61,,0.61,52.46
2023-02-04,61,61,,0.61,37.21
2023-02-05,52,59,FALSE,0.59,30.68
2023-02-06,95,59,,0.59,56.05
2023-02-07,96,59,,0.59,56.64
2023-02-08,93,59,,0.59,54.87
2023-02-09,86,59,,0.59,50.739999999999995
2023-02-10,82,59,,0.59,48.379999999999995
2023-02-11,57,59,,0.59,33.629999999999995
2023-02-12,43,63,FALSE,0.63,27.09
2023-02-13,85,63,,0.63,53.55
2023-02-14,90,63,,0.63,56.7
2023-02-15,95,63,,0.63,59.85
2023-02-16,100,63,,0.63,63
2023-02-17,91,63,,0.63,57.33
2023-02-18,57,63,,0.63,35.910000000000004
2023-02-19,47,57,FALSE,0.57,26.79
2023-02-20,78,57,,0.57,44.459999999999994
2023-02-21,95,57,,0.57,54.15
2023-02-22,89,57,,0.57,50.73
2023-02-23,90,57,,0.57,51.3
2023-02-24,87,57,,0.57,49.589999999999996
2023-02-25,53,57,,0.57,30.209999999999997
2023-02-26,47,59,FALSE,0.59,27.729999999999997
2023-02-27,96,59,,0.59,56.64
2023-02-28,96,59,,0.59,56.64
2023-03-01,95,59,,0.59,56.05
2023-03-02,87,59,,0.59,51.33
2023-03-03,81,59,,0.59,47.79
2023-03-04,55,59,,0.59,32.449999999999996
2023-03-05,46,61,FALSE,0.61,28.06
2023-03-06,91,61,,0.61,55.51
2023-03-07,100,61,,0.61,61
2023-03-08,90,61,,0.61,54.9
2023-03-09,91,61,,0.61,55.51
2023-03-10,83,61,,0.61,50.629999999999995
2023-03-11,54,61,,0.61,32.94
2023-03-12,46,58,FALSE,0.58,26.68
2023-03-13,85,58,,0.58,49.3
2023-03-14,92,58,,0.58,53.36
2023-03-15,92,58,,0.58,53.36
2023-03-16,96,58,,0.58,55.67999999999999
2023-03-17,85,58,,0.58,49.3
2023-03-18,50,58,,0.58,28.999999999999996
2023-03-19,45,59,FALSE,0.59,26.549999999999997
2023-03-20,93,59,,0.59,54.87
2023-03-21,93,59,,0.59,54.87
2023-03-22,87,59,,0.59,51.33
2023-03-23,89,59,,0.59,52.51
2023-03-24,81,59,,0.59,47.79
2023-03-25,49,59,,0.59,28.91
2023-03-26,45,59,FALSE,0.59,26.549999999999997
2023-03-27,91,59,,0.59,53.69
2023-03-28,92,59,,0.59,54.279999999999994
2023-03-29,93,59,,0.59,54.87
2023-03-30,88,59,,0.59,51.919999999999995
2023-03-31,80,59,,0.59,47.199999999999996
2023-04-01,49,59,,0.59,28.91
2023-04-02,45,62,FALSE,0.62,27.9
2023-04-03,87,62,,0.62,53.94
2023-04-04,91,62,,0.62,56.42
2023-04-05,85,62,,0.62,52.7
2023-04-06,85,62,,0.62,52.7
2023-04-07,79,62,,0.62,48.98
2023-04-08,50,62,,0.62,31
2023-04-09,40,59,FALSE,0.59,23.599999999999998
2023-04-10,85,59,,0.59,50.15
2023-04-11,84,59,,0.59,49.559999999999995
2023-04-12,84,59,,0.59,49.559999999999995
2023-04-13,83,59,,0.59,48.97
2023-04-14,80,59,,0.59,47.199999999999996
2023-04-15,46,59,,0.59,27.139999999999997
2023-04-16,41,57,FALSE,0.57,23.369999999999997
2023-04-17,84,57,,0.57,47.879999999999995
2023-04-18,87,57,,0.57,49.589999999999996
2023-04-19,86,57,,0.57,49.019999999999996
2023-04-20,86,57,,0.57,49.019999999999996
2023-04-21,78,57,,0.57,44.459999999999994
2023-04-22,47,57,,0.57,26.79
2023-04-23,37,59,FALSE,0.59,21.83
2023-04-24,77,59,,0.59,45.43
2023-04-25,82,59,,0.59,48.379999999999995
2023-04-26,100,59,,0.59,59
2023-04-27,87,59,,0.59,51.33
2023-04-28,79,59,,0.59,46.61
2023-04-29,44,59,,0.59,25.959999999999997
2023-04-30,40,57,FALSE,0.57,22.799999999999997
2023-05-01,95,57,,0.57,54.15
2023-05-02,100,57,,0.57,56.99999999999999
2023-05-03,95,57,,0.57,54.15
2023-05-04,89,57,,0.57,50.73
2023-05-05,78,57,,0.57,44.459999999999994
2023-05-06,52,57,,0.57,29.639999999999997
2023-05-07,44,56,FALSE,0.56,24.64
2023-05-08,95,56,,0.56,53.2
2023-05-09,92,56,,0.56,51.52
2023-05-10,90,56,,0.56,50.400000000000006
2023-05-11,87,56,,0.56,48.720000000000006
2023-05-12,78,56,,0.56,43.68000000000001
2023-05-13,51,56,,0.56,28.560000000000002
2023-05-14,41,59,FALSE,0.59,24.189999999999998
2023-05-15,94,59,,0.59,55.459999999999994
2023-05-16,99,59,,0.59,58.41
2023-05-17,97,59,,0.59,57.23
2023-05-18,96,59,,0.59,56.64
2023-05-19,87,59,,0.59,51.33
2023-05-20,52,59,,0.59,30.68
2023-05-21,47,62,FALSE,0.62,29.14
2023-05-22,94,62,,0.62,58.28
2023-05-23,98,62,,0.62,60.76
2023-05-24,92,62,,0.62,57.04
2023-05-25,93,62,,0.62,57.66
2023-05-26,81,62,,0.62,50.22
2023-05-27,53,62,,0.62,32.86
2023-05-28,42,54,FALSE,0.54,22.68
2023-05-29,52,54,,0.54,28.080000000000002
2023-05-30,95,54,,0.54,51.300000000000004
2023-05-31,94,54,,0.54,50.760000000000005
2023-06-01,92,54,,0.54,49.68000000000001
2023-06-02,87,54,,0.54,46.980000000000004
2023-06-03,51,54,,0.54,27.540000000000003
2023-06-04,48,59,FALSE,0.59,28.32
2023-06-05,96,59,,0.59,56.64
2023-06-06,100,59,,0.59,59
2023-06-07,93,59,,0.59,54.87
2023-06-08,89,59,,0.59,52.51
2023-06-09,88,59,,0.59,51.919999999999995
2023-06-10,54,59,,0.59,31.86
2023-06-11,42,56,FALSE,0.56,23.520000000000003
2023-06-12,95,56,,0.56,53.2
2023-06-13,92,56,,0.56,51.52
2023-06-14,91,56,,0.56,50.96000000000001
2023-06-15,88,56,,0.56,49.28
2023-06-16,79,56,,0.56,44.24
2023-06-17,52,56,,0.56,29.120000000000005
2023-06-18,46,56,FALSE,0.56,25.76
2023-06-19,91,56,,0.56,50.96000000000001
2023-06-20,91,56,,0.56,50.96000000000001
2023-06-21,91,56,,0.56,50.96000000000001
2023-06-22,87,56,,0.56,48.720000000000006
2023-06-23,86,56,,0.56,48.160000000000004
2023-06-24,50,56,,0.56,28.000000000000004
2023-06-25,46,56,FALSE,0.56,25.76
2023-06-26,89,56,,0.56,49.84
2023-06-27,95,56,,0.56,53.2
2023-06-28,89,56,,0.56,49.84
2023-06-29,85,56,,0.56,47.6
2023-06-30,88,56,,0.56,49.28
2023-07-01,48,56,,0.56,26.880000000000003
2023-07-02,41,53,FALSE,0.53,21.73
2023-07-03,77,53,,0.53,40.81
2023-07-04,50,53,,0.53,26.5
2023-07-05,79,53,,0.53,41.870000000000005
2023-07-06,90,53,,0.53,47.7
2023-07-07,92,53,,0.53,48.760000000000005
2023-07-08,53,53,,0.53,28.09
2023-07-09,42,63,FALSE,0.63,26.46
2023-07-10,95,63,,0.63,59.85
2023-07-11,100,63,,0.63,63
2023-07-12,94,63,,0.63,59.22
2023-07-13,89,63,,0.63,56.07
2023-07-14,84,63,,0.63,52.92
2023-07-15,53,63,,0.63,33.39
2023-07-16,47,59,FALSE,0.59,27.729999999999997
2023-07-17,92,59,,0.59,54.279999999999994
2023-07-18,98,59,,0.59,57.82
2023-07-19,96,59,,0.59,56.64
2023-07-20,86,59,,0.59,50.739999999999995
2023-07-21,83,59,,0.59,48.97
2023-07-22,49,59,,0.59,28.91
2023-07-23,40,60,FALSE,0.6,24
2023-07-24,93,60,,0.6,55.8
2023-07-25,97,60,,0.6,58.199999999999996
2023-07-26,95,60,,0.6,57
2023-07-27,92,60,,0.6,55.199999999999996
2023-07-28,81,60,,0.6,48.6
2023-07-29,52,60,,0.6,31.2
2023-07-30,42,59,FALSE,0.59,24.779999999999998
2023-07-31,91,59,,0.59,53.69
2023-08-01,90,59,,0.59,53.099999999999994
2023-08-02,87,59,,0.59,51.33
2023-08-03,86,59,,0.59,50.739999999999995
2023-08-04,81,59,,0.59,47.79
2023-08-05,51,59,,0.59,30.09
2023-08-06,43,61,FALSE,0.61,26.23
2023-08-07,89,61,,0.61,54.29
2023-08-08,100,61,,0.61,61
2023-08-09,98,61,,0.61,59.78
2023-08-10,93,61,,0.61,56.73
2023-08-11,83,61,,0.61,50.629999999999995
2023-08-12,50,61,,0.61,30.5
2023-08-13,44,61,FALSE,0.61,26.84
2023-08-14,91,61,,0.61,55.51
2023-08-15,92,61,,0.61,56.12
2023-08-16,95,61,,0.61,57.949999999999996
2023-08-17,86,61,,0.61,52.46
2023-08-18,77,61,,0.61,46.97
2023-08-19,52,61,,0.61,31.72
2023-08-20,42,58,FALSE,0.58,24.36
2023-08-21,88,58,,0.58,51.04
2023-08-22,88,58,,0.58,51.04
2023-08-23,94,58,,0.58,54.519999999999996
2023-08-24,86,58,,0.58,49.879999999999995
2023-08-25,81,58,,0.58,46.98
2023-08-26,46,58,,0.58,26.68
2023-08-27,44,56,FALSE,0.56,24.64
2023-08-28,84,56,,0.56,47.040000000000006
2023-08-29,87,56,,0.56,48.720000000000006
2023-08-30,91,56,,0.56,50.96000000000001
2023-08-31,85,56,,0.56,47.6
2023-09-01,80,56,,0.56,44.800000000000004
2023-09-02,55,56,,0.56,30.800000000000004
2023-09-03,43,58,FALSE,0.58,24.939999999999998
2023-09-04,56,58,,0.58,32.48
2023-09-05,96,58,,0.58,55.67999999999999
2023-09-06,95,58,,0.58,55.099999999999994
2023-09-07,92,58,,0.58,53.36
2023-09-08,85,58,,0.58,49.3
2023-09-09,53,58,,0.58,30.74
2023-09-10,43,60,FALSE,0.6,25.8
2023-09-11,92,60,,0.6,55.199999999999996
2023-09-12,93,60,,0.6,55.8
2023-09-13,99,60,,0.6,59.4
2023-09-14,96,60,,0.6,57.599999999999994
2023-09-15,85,60,,0.6,51
2023-09-16,56,60,,0.6,33.6
2023-09-17,42,62,FALSE,0.62,26.04
2023-09-18,88,62,,0.62,54.56
2023-09-19,100,62,,0.62,62
2023-09-20,97,62,,0.62,60.14
2023-09-21,92,62,,0.62,57.04
2023-09-22,86,62,,0.62,53.32
2023-09-23,58,62,,0.62,35.96
2023-09-24,43,62,FALSE,0.62,26.66
2023-09-25,94,62,,0.62,58.28
2023-09-26,95,62,,0.62,58.9
2023-09-27,96,62,,0.62,59.519999999999996
2023-09-28,97,62,,0.62,60.14
2023-09-29,93,62,,0.62,57.66
2023-09-30,63,62,,0.62,39.06
2023-10-01,33,90,FALSE,0.9,29.7
2023-10-02,69,90,,0.9,62.1
2023-10-03,65,90,,0.9,58.5
2023-10-04,100,90,,0.9,90
2023-10-05,85,90,,0.9,76.5
2023-10-06,65,90,,0.9,58.5
2023-10-07,33,90,,0.9,29.7
2023-10-08,27,66,FALSE,0.66,17.82
2023-10-09,56,66,,0.66,36.96
2023-10-10,55,66,,0.66,36.300000000000004
2023-10-11,53,66,,0.66,34.980000000000004
2023-10-12,52,66,,0.66,34.32
2023-10-13,52,66,,0.66,34.32
2023-10-14,33,66,,0.66,21.78
2023-10-15,26,60,FALSE,0.6,15.6
2023-10-16,51,60,,0.6,30.599999999999998
2023-10-17,53,60,,0.6,31.799999999999997
2023-10-18,50,60,,0.6,30
2023-10-19,47,60,,0.6,28.2
2023-10-20,44,60,,0.6,26.4
2023-10-21,29,60,,0.6,17.4
2023-10-22,24,57,FALSE,0.57,13.68
2023-10-23,49,57,,0.57,27.929999999999996
2023-10-24,49,57,,0.57,27.929999999999996
2023-10-25,48,57,,0.57,27.36
2023-10-26,47,57,,0.57,26.79
2023-10-27,43,57,,0.57,24.509999999999998
2023-10-28,25,57,,0.57,14.249999999999998
2023-10-29,21,61,FALSE,0.61,12.81
2023-10-30,46,61,,0.61,28.06
2023-10-31,49,61,,0.61,29.89
2023-11-01,88,61,,0.61,53.68
2023-11-02,90,61,,0.61,54.9
2023-11-03,95,61,,0.61,57.949999999999996
2023-11-04,57,61,,0.61,34.769999999999996
2023-11-05,49,60,FALSE,0.6,29.4
2023-11-06,95,60,,0.6,57
2023-11-07,100,60,,0.6,60
2023-11-08,83,60,,0.6,49.8
2023-11-09,89,60,,0.6,53.4
2023-11-10,88,60,,0.6,52.8
2023-11-11,51,60,,0.6,30.599999999999998
2023-11-12,43,56,FALSE,0.56,24.080000000000002
2023-11-13,81,56,,0.56,45.36000000000001
2023-11-14,96,56,,0.56,53.760000000000005
2023-11-15,87,56,,0.56,48.720000000000006
2023-11-16,87,56,,0.56,48.720000000000006
2023-11-17,73,56,,0.56,40.88
2023-11-18,51,56,,0.56,28.560000000000002
2023-11-19,43,43,FALSE,0.43,18.49
2023-11-20,79,43,,0.43,33.97
2023-11-21,78,43,,0.43,33.54
2023-11-22,78,43,,0.43,33.54
2023-11-23,43,43,,0.43,18.49
2023-11-24,53,43,,0.43,22.79
2023-11-25,42,43,,0.43,18.06
2023-11-26,41,54,FALSE,0.54,22.14
2023-11-27,86,54,,0.54,46.440000000000005
2023-11-28,91,54,,0.54,49.14
2023-11-29,92,54,,0.54,49.68000000000001
2023-11-30,86,54,,0.54,46.440000000000005
2023-12-01,95,54,,0.54,51.300000000000004
2023-12-02,57,54,,0.54,30.78
2023-12-03,49,57,FALSE,0.57,27.929999999999996
2023-12-04,99,57,,0.57,56.42999999999999
2023-12-05,100,57,,0.57,56.99999999999999
2023-12-06,100,57,,0.57,56.99999999999999
2023-12-07,97,57,,0.57,55.28999999999999
2023-12-08,87,57,,0.57,49.589999999999996
2023-12-09,58,57,,0.57,33.059999999999995
2023-12-10,49,54,FALSE,0.54,26.46
2023-12-11,88,54,,0.54,47.52
2023-12-12,93,54,,0.54,50.220000000000006
2023-12-13,96,54,,0.54,51.84
2023-12-14,95,54,,0.54,51.300000000000004
2023-12-15,93,54,,0.54,50.220000000000006
2023-12-16,59,54,,0.54,31.860000000000003
2023-12-17,45,51,FALSE,0.51,22.95
2023-12-18,85,51,,0.51,43.35
2023-12-19,98,51,,0.51,49.980000000000004
2023-12-20,91,51,,0.51,46.410000000000004
2023-12-21,87,51,,0.51,44.37
2023-12-22,87,51,,0.51,44.37
2023-12-23,51,51,,0.51,26.01
2023-12-24,37,48,FALSE,0.48,17.759999999999998
2023-12-25,35,48,,0.48,16.8
2023-12-26,84,48,,0.48,40.32
2023-12-27,96,48,,0.48,46.08
2023-12-28,100,48,,0.48,48
2023-12-29,94,48,,0.48,45.12
2023-12-30,64,48,,0.48,30.72
2023-12-31,48,59,FALSE,0.59,28.32
2024-01-01,47,59,,0.59,27.729999999999997
2024-01-02,95,59,,0.59,56.05
2024-01-03,100,59,,0.59,59
2024-01-04,99,59,,0.59,58.41
2024-01-05,85,59,,0.59,50.15
2024-01-06,53,59,,0.59,31.27
2024-01-07,41,60,FALSE,0.6,24.599999999999998
2024-01-08,87,60,,0.6,52.199999999999996
2024-01-09,88,60,,0.6,52.8
2024-01-10,87,60,,0.6,52.199999999999996
2024-01-11,83,60,,0.6,49.8
2024-01-12,78,60,,0.6,46.8
2024-01-13,49,60,,0.6,29.4
2024-01-14,38,55,FALSE,0.55,20.900000000000002
2024-01-15,58,55,,0.55,31.900000000000002
2024-01-16,85,55,,0.55,46.75000000000001
2024-01-17,86,55,,0.55,47.300000000000004
2024-01-18,86,55,,0.55,47.300000000000004
2024-01-19,75,55,,0.55,41.25
2024-01-20,56,55,,0.55,30.800000000000004
2024-01-21,41,58,FALSE,0.58,23.779999999999998
2024-01-22,81,58,,0.58,46.98
2024-01-23,87,58,,0.58,50.459999999999994
2024-01-24,86,58,,0.58,49.879999999999995
2024-01-25,82,58,,0.58,47.559999999999995
2024-01-26,76,58,,0.58,44.08
2024-01-27,51,58,,0.58,29.58
2024-01-28,40,59,FALSE,0.59,23.599999999999998
2024-01-29,79,59,,0.59,46.61
2024-01-30,91,59,,0.59,53.69
2024-01-31,87,59,,0.59,51.33
2024-02-01,93,59,,0.59,54.87
2024-02-02,86,59,,0.59,50.739999999999995
2024-02-03,66,59,,0.59,38.94
2024-02-04,51,56,FALSE,0.56,28.560000000000002
2024-02-05,90,56,,0.56,50.400000000000006
2024-02-06,100,56,,0.56,56.00000000000001
2024-02-07,85,56,,0.56,47.6
2024-02-08,84,56,,0.56,47.040000000000006
2024-02-09,84,56,,0.56,47.040000000000006
2024-02-10,55,56,,0.56,30.800000000000004
2024-02-11,43,53,FALSE,0.53,22.790000000000003
2024-02-12,78,53,,0.53,41.34
2024-02-13,86,53,,0.53,45.580000000000005
2024-02-14,84,53,,0.53,44.52
2024-02-15,85,53,,0.53,45.050000000000004
2024-02-16,86,53,,0.53,45.580000000000005
2024-02-17,61,53,,0.53,32.33
2024-02-18,45,54,FALSE,0.54,24.3
2024-02-19,73,54,,0.54,39.42
2024-02-20,88,54,,0.54,47.52
2024-02-21,97,54,,0.54,52.38
2024-02-22,88,54,,0.54,47.52
2024-02-23,89,54,,0.54,48.06
2024-02-24,56,54,,0.54,30.240000000000002
2024-02-25,44,58,FALSE,0.58,25.52
2024-02-26,91,58,,0.58,52.779999999999994
2024-02-27,96,58,,0.58,55.67999999999999
2024-02-28,98,58,,0.58,56.839999999999996
2024-02-29,92,58,,0.58,53.36
2024-03-01,90,58,,0.58,52.199999999999996
2024-03-02,55,58,,0.58,31.9
2024-03-03,51,56,FALSE,0.56,28.560000000000002
2024-03-04,91,56,,0.56,50.96000000000001
2024-03-05,100,56,,0.56,56.00000000000001
2024-03-06,96,56,,0.56,53.760000000000005
2024-03-07,89,56,,0.56,49.84
2024-03-08,86,56,,0.56,48.160000000000004
2024-03-09,57,56,,0.56,31.92
2024-03-10,48,52,FALSE,0.52,24.96
2024-03-11,92,52,,0.52,47.84
2024-03-12,96,52,,0.52,49.92
2024-03-13,96,52,,0.52,49.92
2024-03-14,85,52,,0.52,44.2
2024-03-15,82,52,,0.52,42.64
2024-03-16,61,52,,0.52,31.720000000000002
2024-03-17,45,53,FALSE,0.53,23.85
2024-03-18,93,53,,0.53,49.29
2024-03-19,95,53,,0.53,50.35
2024-03-20,96,53,,0.53,50.88
2024-03-21,89,53,,0.53,47.17
2024-03-22,81,53,,0.53,42.93
2024-03-23,55,53,,0.53,29.150000000000002
2024-03-24,49,53,FALSE,0.53,25.970000000000002
2024-03-25,89,53,,0.53,47.17
2024-03-26,93,53,,0.53,49.29
2024-03-27,90,53,,0.53,47.7
2024-03-28,90,53,,0.53,47.7
2024-03-29,78,53,,0.53,41.34
2024-03-30,55,53,,0.53,29.150000000000002
2024-03-31,43,55,FALSE,0.55,23.650000000000002
2024-04-01,91,55,,0.55,50.050000000000004
2024-04-02,85,55,,0.55,46.75000000000001
2024-04-03,93,55,,0.55,51.150000000000006
2024-04-04,86,55,,0.55,47.300000000000004
2024-04-05,83,55,,0.55,45.650000000000006
2024-04-06,53,55,,0.55,29.150000000000002
2024-04-07,46,53,FALSE,0.53,24.380000000000003
2024-04-08,81,53,,0.53,42.93
2024-04-09,88,53,,0.53,46.64
2024-04-10,89,53,,0.53,47.17
2024-04-11,85,53,,0.53,45.050000000000004
2024-04-12,79,53,,0.53,41.870000000000005
2024-04-13,50,53,,0.53,26.5
2024-04-14,45,54,FALSE,0.54,24.3
2024-04-15,83,54,,0.54,44.82
2024-04-16,92,54,,0.54,49.68000000000001
2024-04-17,85,54,,0.54,45.900000000000006
2024-04-18,86,54,,0.54,46.440000000000005
2024-04-19,79,54,,0.54,42.660000000000004
2024-04-20,51,54,,0.54,27.540000000000003
2024-04-21,43,55,FALSE,0.55,23.650000000000002
2024-04-22,88,55,,0.55,48.400000000000006
2024-04-23,100,55,,0.55,55.00000000000001
2024-04-24,85,55,,0.55,46.75000000000001
2024-04-25,84,55,,0.55,46.2
2024-04-26,77,55,,0.55,42.35
2024-04-27,55,55,,0.55,30.250000000000004
2024-04-28,46,55,FALSE,0.55,25.3
2024-04-29,86,55,,0.55,47.300000000000004
2024-04-30,99,55,,0.55,54.45
2024-05-01,99,55,,0.55,54.45
2024-05-02,88,55,,0.55,48.400000000000006
2024-05-03,84,55,,0.55,46.2
2024-05-04,54,55,,0.55,29.700000000000003
2024-05-05,45,53,FALSE,0.53,23.85
2024-05-06,82,53,,0.53,43.46
2024-05-07,86,53,,0.53,45.580000000000005
2024-05-08,94,53,,0.53,49.82
2024-05-09,82,53,,0.53,43.46
2024-05-10,77,53,,0.53,40.81
2024-05-11,50,53,,0.53,26.5
2024-05-12,42,54,FALSE,0.54,22.68
2024-05-13,88,54,,0.54,47.52
2024-05-14,92,54,,0.54,49.68000000000001
2024-05-15,86,54,,0.54,46.440000000000005
2024-05-16,84,54,,0.54,45.36
2024-05-17,83,54,,0.54,44.82
2024-05-18,54,54,,0.54,29.160000000000004
2024-05-19,48,56,FALSE,0.56,26.880000000000003
2024-05-20,91,56,,0.56,50.96000000000001
2024-05-21,93,56,,0.56,52.080000000000005
2024-05-22,87,56,,0.56,48.720000000000006
2024-05-23,90,56,,0.56,50.400000000000006
2024-05-24,88,56,,0.56,49.28
2024-05-25,59,56,,0.56,33.040000000000006
2024-05-26,47,56,FALSE,0.56,26.320000000000004
2024-05-27,54,56,,0.56,30.240000000000002
2024-05-28,95,56,,0.56,53.2
2024-05-29,100,56,,0.56,56.00000000000001
2024-05-30,93,56,,0.56,52.080000000000005
2024-05-31,84,56,,0.56,47.040000000000006
2024-06-01,54,56,,0.56,30.240000000000002
2024-06-02,43,57,FALSE,0.57,24.509999999999998
2024-06-03,100,57,,0.57,56.99999999999999
2024-06-04,86,57,,0.57,49.019999999999996
2024-06-05,86,57,,0.57,49.019999999999996
2024-06-06,83,57,,0.57,47.309999999999995
2024-06-07,82,57,,0.57,46.739999999999995
2024-06-08,47,57,,0.57,26.79
2024-06-09,42,55,FALSE,0.55,23.1
2024-06-10,85,55,,0.55,46.75000000000001
2024-06-11,87,55,,0.55,47.85
2024-06-12,82,55,,0.55,45.1
2024-06-13,83,55,,0.55,45.650000000000006
2024-06-14,74,55,,0.55,40.7
2024-06-15,46,55,,0.55,25.3
2024-06-16,42,55,FALSE,0.55,23.1
2024-06-17,87,55,,0.55,47.85
2024-06-18,83,55,,0.55,45.650000000000006
2024-06-19,83,55,,0.55,45.650000000000006
2024-06-20,78,55,,0.55,42.900000000000006
2024-06-21,76,55,,0.55,41.800000000000004
2024-06-22,47,55,,0.55,25.85
2024-06-23,41,59,FALSE,0.59,24.189999999999998
2024-06-24,87,59,,0.59,51.33
2024-06-25,86,59,,0.59,50.739999999999995
2024-06-26,86,59,,0.59,50.739999999999995
2024-06-27,80,59,,0.59,47.199999999999996
2024-06-28,85,59,,0.59,50.15
2024-06-29,51,59,,0.59,30.09
2024-06-30,43,52,FALSE,0.52,22.36
2024-07-01,92,52,,0.52,47.84
2024-07-02,92,52,,0.52,47.84
2024-07-03,88,52,,0.52,45.760000000000005
2024-07-04,53,52,,0.52,27.560000000000002
2024-07-05,76,52,,0.52,39.52
2024-07-06,52,52,,0.52,27.04
2024-07-07,46,58,FALSE,0.58,26.68
2024-07-08,97,58,,0.58,56.26
