Date,Golden State Warriors,Rakuten,United Airlines,JPMorgan Chase,GoldenStateWarriors_adjusted,Rakuten_adjusted,UnitedAirlines_adjusted,JPMorganChase_adjusted
2023-08-06,1.56,24.25,50.32,12.6,1.41,21,59.16,29.049999999999997
2023-08-07,1.41,21,59.16,29.049999999999997,1.47,22.75,60.52,30.1
2023-08-08,1.47,22.75,60.52,30.1,1.44,20.25,55.080000000000005,29.049999999999997
2023-08-09,1.44,20.25,55.080000000000005,29.049999999999997,1.47,22.5,53.720000000000006,26.95
2023-08-10,1.47,22.5,53.720000000000006,26.95,1.44,22,51.00000000000001,30.799999999999997
2023-08-11,1.44,22,51.00000000000001,30.799999999999997,1.92,19.75,46.92,15.4
2023-08-12,1.92,19.75,46.92,15.4,2.4000000000000004,22.8,44.73,15.48
2023-08-13,2.4000000000000004,22.8,44.73,15.48,2.45,23.04,50.4,29.16
2023-08-14,2.45,23.04,50.4,29.16,2.5,24,50.4,36
2023-08-15,2.5,24,50.4,36,3.1500000000000004,22.32,49.14,30.24
2023-08-16,3.1500000000000004,22.32,49.14,30.24,5,21.36,46.62,33.48
2023-08-17,5,21.36,46.62,33.48,3.8,20.64,46.62,28.08
2023-08-18,3.8,20.64,46.62,28.08,3.9,19.68,42.21,17.64
2023-08-19,3.9,19.68,42.21,17.64,2.32,18.04,47.2,13.65
2023-08-20,2.32,18.04,47.2,13.65,1.84,18.26,42.48,23.799999999999997
2023-08-21,1.84,18.26,42.48,23.799999999999997,2.8000000000000003,18.26,41.89,28.35
2023-08-22,2.8000000000000003,18.26,41.89,28.35,2.28,19.36,41.3,32.9
2023-08-23,2.28,19.36,41.3,32.9,2.28,20.24,40.71,28
2023-08-24,2.28,20.24,40.71,28,1.88,20.46,38.94,27.65
2023-08-25,1.88,20.46,38.94,27.65,2,18.04,35.4,17.849999999999998
2023-08-26,2,18.04,35.4,17.849999999999998,2.32,22.31,38.35,13.32
2023-08-27,2.32,22.31,38.35,13.32,1.96,19.78,42.48,29.52
2023-08-28,1.96,19.78,42.48,29.52,1.76,22.31,42.48,36
2023-08-29,1.76,22.31,42.48,36,1.96,21.62,43.07,30.6
2023-08-30,1.96,21.62,43.07,30.6,1.64,18.86,42.48,31.32
2023-08-31,1.64,18.86,42.48,31.32,2.92,15.87,27.729999999999997,9
2023-09-01,2.92,15.87,27.729999999999997,9,3.28,16.330000000000002,25.369999999999997,6.12
2023-09-02,3.28,16.330000000000002,25.369999999999997,6.12,2,19.68,28.16,3.3000000000000003
2023-09-03,2,19.68,28.16,3.3000000000000003,2.28,24,32.64,5.61
2023-09-04,2.28,24,32.64,5.61,2.08,18.24,64,10.23
2023-09-05,2.08,18.24,64,10.23,2.56,15.12,44.8,7.92
2023-09-06,2.56,15.12,44.8,7.92,2.88,14.16,32,9.9
2023-09-07,2.88,14.16,32,9.9,2.88,13.44,33.92,8.58
2023-09-08,2.88,13.44,33.92,8.58,2.44,11.76,30.72,6.2700000000000005
2023-09-09,2.44,11.76,30.72,6.2700000000000005,2.36,13.02,30.68,4.29
2023-09-10,2.36,13.02,30.68,4.29,2.28,13.02,31.86,8.58
2023-09-11,2.28,13.02,31.86,8.58,2.04,13.65,30.09,9.24
2023-09-12,2.04,13.65,30.09,9.24,2.12,13.02,30.68,7.92
2023-09-13,2.12,13.02,30.68,7.92,2.36,14.07,28.91,7.590000000000001
2023-09-14,2.36,14.07,28.91,7.590000000000001,4,12.81,28.32,8.91
2023-09-15,4,12.81,28.32,8.91,3.04,12.81,25.959999999999997,5.94
2023-09-16,3.04,12.81,25.959999999999997,5.94,2.88,14.96,28.999999999999996,5.18
2023-09-17,2.88,14.96,28.999999999999996,5.18,2.44,15.18,28.999999999999996,10.36
2023-09-18,2.44,15.18,28.999999999999996,10.36,2.16,13.86,30.159999999999997,12.95
2023-09-19,2.16,13.86,30.159999999999997,12.95,2.6,14.52,28.999999999999996,11.47
2023-09-20,2.6,14.52,28.999999999999996,11.47,3.12,13.2,28.42,11.1
2023-09-21,3.12,13.2,28.42,11.1,3.2,14.96,27.839999999999996,7.77
2023-09-22,3.2,14.96,27.839999999999996,7.77,2.68,14.74,27.839999999999996,3.7
2023-09-23,2.68,14.74,27.839999999999996,3.7,2.64,14.96,27.26,7.93
2023-09-24,2.64,14.96,27.26,7.93,2.4,13.64,29.58,15.25
2023-09-25,2.4,13.64,29.58,15.25,2.64,13.86,28.999999999999996,25.01
2023-09-26,2.64,13.86,28.999999999999996,25.01,3.4,14.52,28.999999999999996,61
2023-09-27,3.4,14.52,28.999999999999996,61,3.12,12.76,28.999999999999996,37.21
2023-09-28,3.12,12.76,28.999999999999996,37.21,3.16,14.52,27.839999999999996,18.3
2023-09-29,3.16,14.52,27.839999999999996,18.3,3.3200000000000003,13.2,24.94,8.54
2023-09-30,3.3200000000000003,13.2,24.94,8.54,0.7000000000000001,16.38,48.13999999999999,5.92
2023-10-01,0.7000000000000001,16.38,48.13999999999999,5.92,0.9,16.169999999999998,56.26,16.28
2023-10-02,0.9,16.169999999999998,56.26,16.28,0.65,16.169999999999998,57.419999999999995,15.17
2023-10-03,0.65,16.169999999999998,57.419999999999995,15.17,0.65,15.96,55.099999999999994,15.91
2023-10-04,0.65,15.96,55.099999999999994,15.91,0.95,15.75,57.99999999999999,11.84
2023-10-05,0.95,15.75,57.99999999999999,11.84,0.75,16.38,46.98,16.65
2023-10-06,0.75,16.38,46.98,16.65,0.95,16.8,49.879999999999995,7.4
2023-10-07,0.95,16.8,49.879999999999995,7.4,4.5,20.01,52.64000000000001,11
2023-10-08,4.5,20.01,52.64000000000001,11,1.62,21.62,54.88,14.52
2023-10-09,1.62,21.62,54.88,14.52,1.7999999999999998,23,52.64000000000001,15.4
2023-10-10,1.7999999999999998,23,52.64000000000001,15.4,1.62,21.62,50.96000000000001,14.96
2023-10-11,1.62,21.62,50.96000000000001,14.96,1.26,18.630000000000003,49.84,16.72
2023-10-12,1.26,18.630000000000003,49.84,16.72,1.53,18.630000000000003,45.92,16.72
2023-10-13,1.53,18.630000000000003,45.92,16.72,4.2299999999999995,17.25,45.92,44
2023-10-14,4.2299999999999995,17.25,45.92,44,2.1,18.7,49.879999999999995,36.52
2023-10-15,2.1,18.7,49.879999999999995,36.52,3.4000000000000004,18.48,54.52,19.8
2023-10-16,3.4000000000000004,18.48,54.52,19.8,2,17.6,56.26,15.4
2023-10-17,2,17.6,56.26,15.4,1.9,18.26,52.2,17.6
2023-10-18,1.9,18.26,52.2,17.6,4.2,16.94,51.62,14.96
2023-10-19,4.2,16.94,51.62,14.96,2.1,14.3,51.62,17.6
2023-10-20,2.1,14.3,51.62,17.6,4.4,16.94,46.4,9.68
2023-10-21,4.4,16.94,46.4,9.68,3.52,18.04,45.760000000000005,6.460000000000001
2023-10-22,3.52,18.04,45.760000000000005,6.460000000000001,3.04,16.72,46.8,13.260000000000002
2023-10-23,3.04,16.72,46.8,13.260000000000002,5.12,18.04,48.36,13.94
2023-10-24,5.12,18.04,48.36,13.94,16,17.6,45.760000000000005,13.260000000000002
2023-10-25,16,17.6,45.760000000000005,13.260000000000002,3.68,15.62,47.32,10.54
2023-10-26,3.68,15.62,47.32,10.54,4.64,16.28,45.24,13.6
2023-10-27,4.64,16.28,45.24,13.6,10.56,16.06,41.08,6.800000000000001
2023-10-28,10.56,16.06,41.08,6.800000000000001,7.22,19.92,42.400000000000006,6.66
2023-10-29,7.22,19.92,42.400000000000006,6.66,10.64,22.08,47.7,15.17
2023-10-30,10.64,22.08,47.7,15.17,11.02,20.64,45.580000000000005,15.91
2023-10-31,11.02,20.64,45.580000000000005,15.91,6.84,3.12,40.28,34.78
2023-11-01,6.84,3.12,40.28,34.78,15.58,3.5999999999999996,39.22,30.71
2023-11-02,15.58,3.5999999999999996,39.22,30.71,7.79,3.5999999999999996,37.63,32.19
2023-11-03,7.79,3.5999999999999996,37.63,32.19,19,3.5999999999999996,34.980000000000004,23.31
2023-11-04,19,3.5999999999999996,34.980000000000004,23.31,9.69,4.64,38.690000000000005,18.72
2023-11-05,9.69,4.64,38.690000000000005,18.72,10.54,4.64,40.81,33.839999999999996
2023-11-06,10.54,4.64,40.81,33.839999999999996,10.54,4.35,42.400000000000006,29.88
2023-11-07,10.54,4.35,42.400000000000006,29.88,5.95,4.64,38.690000000000005,30.959999999999997
2023-11-08,5.95,4.64,38.690000000000005,30.959999999999997,12.58,4.64,40.81,32.04
2023-11-09,12.58,4.64,40.81,32.04,5.61,5.22,36.57,32.04
2023-11-10,5.61,5.22,36.57,32.04,8.84,6.67,35.510000000000005,21.24
2023-11-11,8.84,6.67,35.510000000000005,21.24,16.400000000000002,7.699999999999999,35.36,11.16
2023-11-12,16.400000000000002,7.699999999999999,35.36,11.16,12.4,6.3,38.48,29.52
2023-11-13,12.4,6.3,38.48,29.52,6.6000000000000005,6.3,40.04,35.64
2023-11-14,6.6000000000000005,6.3,40.04,35.64,19.200000000000003,6.6499999999999995,37.96,30.24
2023-11-15,19.200000000000003,6.6499999999999995,37.96,30.24,9,6.3,35.36,36
2023-11-16,9,6.3,35.36,36,13.2,7.699999999999999,34.32,24.84
2023-11-17,13.2,7.699999999999999,34.32,24.84,7.800000000000001,8.399999999999999,36.4,15.48
2023-11-18,7.800000000000001,8.399999999999999,36.4,15.48,13.43,21.12,36.4,7.68
2023-11-19,13.43,21.12,36.4,7.68,4.930000000000001,22.88,40.56,19.68
2023-11-20,4.930000000000001,22.88,40.56,19.68,10.37,26.4,41.6,13.92
2023-11-21,10.37,26.4,41.6,13.92,4.760000000000001,32.56,41.08,15.36
2023-11-22,4.760000000000001,32.56,41.08,15.36,13.260000000000002,51.04,30.16,0
2023-11-23,13.260000000000002,51.04,30.16,0,4.760000000000001,88,34.84,10.32
2023-11-24,4.760000000000001,88,34.84,10.32,12.750000000000002,70.4,34.32,7.44
2023-11-25,12.750000000000002,70.4,34.32,7.44,3.5000000000000004,45.82,41.61,8.58
2023-11-26,3.5000000000000004,45.82,41.61,8.58,3.3600000000000003,64.78,46.169999999999995,26.73
2023-11-27,3.3600000000000003,64.78,46.169999999999995,26.73,4.2,53.72,56.99999999999999,28.71
2023-11-28,4.2,53.72,56.99999999999999,28.71,11.340000000000002,26.07,48.45,26.07
2023-11-29,11.340000000000002,26.07,48.45,26.07,3.78,22.91,41.04,23.1
2023-11-30,3.78,22.91,41.04,23.1,8.540000000000001,79,46.739999999999995,27.72
2023-12-01,8.540000000000001,79,46.739999999999995,27.72,8.680000000000001,70.31,45.029999999999994,19.14
2023-12-02,8.680000000000001,70.31,45.029999999999994,19.14,4.18,41.58,42.84,12.54
2023-12-03,4.18,41.58,42.84,12.54,2.53,39.48,46.92,23.1
2023-12-04,2.53,39.48,46.92,23.1,2.97,39.9,46.41,30.03
2023-12-05,2.97,39.9,46.41,30.03,2.97,33.6,45.39,22.11
2023-12-06,2.97,33.6,45.39,22.11,6.2700000000000005,34.019999999999996,44.88,26.4
2023-12-07,6.2700000000000005,34.019999999999996,44.88,26.4,3.19,31.08,42.33,29.37
2023-12-08,3.19,31.08,42.33,29.37,7.37,32.76,40.8,17.82
2023-12-09,7.37,32.76,40.8,17.82,3.36,30.6,45.9,13.3
2023-12-10,3.36,30.6,45.9,13.3,2.52,32.76,43.35,35
2023-12-11,2.52,32.76,43.35,35,3.36,31.32,47.43,28.35
2023-12-12,3.36,31.32,47.43,28.35,9.12,26.28,44.88,30.1
2023-12-13,9.12,26.28,44.88,30.1,4.68,27.36,44.88,24.85
2023-12-14,4.68,27.36,44.88,24.85,7.08,26.28,42.84,25.2
2023-12-15,7.08,26.28,42.84,25.2,3.72,25.2,44.37,17.5
2023-12-16,3.72,25.2,44.37,17.5,10.37,20.44,49.29,5.58
2023-12-17,10.37,20.44,49.29,5.58,9.69,18.48,46.64,23.25
2023-12-18,9.69,18.48,46.64,23.25,5.1000000000000005,17.64,45.580000000000005,27.59
2023-12-19,5.1000000000000005,17.64,45.580000000000005,27.59,15.81,16.8,51.41,23.56
2023-12-20,15.81,16.8,51.41,23.56,5.44,15.96,46.11,22.63
2023-12-21,5.44,15.96,46.11,22.63,6.800000000000001,14.28,44.52,19.22
2023-12-22,6.800000000000001,14.28,44.52,19.22,16.66,14.28,43.46,16.74
2023-12-23,16.66,14.28,43.46,16.74,10.35,11.76,40.04,8.4
2023-12-24,10.35,11.76,40.04,8.4,15,10.8,36.92,7.199999999999999
2023-12-25,15,10.8,36.92,7.199999999999999,5.1,14.16,46.28,16.8
2023-12-26,5.1,14.16,46.28,16.8,4.35,14.64,52,23.1
2023-12-27,4.35,14.64,52,23.1,4.5,12.96,50.440000000000005,25.5
2023-12-28,4.5,12.96,50.440000000000005,25.5,9.9,12.96,50.440000000000005,29.1
2023-12-29,9.9,12.96,50.440000000000005,29.1,4.95,12.24,44.72,14.4
2023-12-30,4.95,12.24,44.72,14.4,7.949999999999999,11.04,53.76,9.3
2023-12-31,7.949999999999999,11.04,53.76,9.3,3.4499999999999997,21.16,35.2,4.2
2024-01-01,3.4499999999999997,21.16,35.2,4.2,4.35,18.86,42.88,22.2
2024-01-02,4.35,18.86,42.88,22.2,9,23,46.72,24.9
2024-01-03,9,23,46.72,24.9,4.5,20.01,46.08,25.2
2024-01-04,4.5,20.01,46.08,25.2,12.15,19.55,42.24,19.8
2024-01-05,12.15,19.55,42.24,19.8,9.75,17.25,42.88,11.1
2024-01-06,9.75,17.25,42.88,11.1,3.5999999999999996,20.24,49.7,10.54
2024-01-07,3.5999999999999996,20.24,49.7,10.54,5.76,18.86,58.22,28.9
2024-01-08,5.76,18.86,58.22,28.9,2.88,17.71,59.64,26.520000000000003
2024-01-09,2.88,17.71,59.64,26.520000000000003,3.48,20.24,54.669999999999995,23.46
2024-01-10,3.48,20.24,54.669999999999995,23.46,7.92,19.32,56.09,28.9
2024-01-11,7.92,19.32,56.09,28.9,4.2,17.94,54.669999999999995,29.92
2024-01-12,4.2,17.94,54.669999999999995,29.92,7.319999999999999,17.25,50.41,11.22
2024-01-13,7.319999999999999,17.25,50.41,11.22,7.000000000000001,20.24,48.1,14.06
2024-01-14,7.000000000000001,20.24,48.1,14.06,4.2,17.82,58.46,22.04
2024-01-15,4.2,17.82,58.46,22.04,6.300000000000001,17.38,59.2,31.16
2024-01-16,6.300000000000001,17.38,59.2,31.16,7.840000000000001,16.94,55.5,38
2024-01-17,7.840000000000001,16.94,55.5,38,8.82,17.82,55.5,27.74
2024-01-18,8.82,17.82,55.5,27.74,5.040000000000001,17.82,64.38,30.4
2024-01-19,5.040000000000001,17.82,64.38,30.4,4.9,16.72,74,19.76
2024-01-20,4.9,16.72,74,19.76,3.12,19.11,61.2,15.17
2024-01-21,3.12,19.11,61.2,15.17,3,18.69,62.56,33.21
2024-01-22,3,18.69,62.56,33.21,3.24,17.009999999999998,55.760000000000005,38.129999999999995
2024-01-23,3.24,17.009999999999998,55.760000000000005,38.129999999999995,3.5999999999999996,14.7,51.68000000000001,41
2024-01-24,3.5999999999999996,14.7,51.68000000000001,41,8.16,17.009999999999998,44.88,36.08
2024-01-25,8.16,17.009999999999998,44.88,36.08,8.28,16.59,40.120000000000005,31.569999999999997
2024-01-26,8.28,16.59,40.120000000000005,31.569999999999997,3.96,15.96,37.400000000000006,21.73
2024-01-27,3.96,15.96,37.400000000000006,21.73,14.000000000000002,17.16,34.769999999999996,17.02
2024-01-28,14.000000000000002,17.16,34.769999999999996,17.02,3.08,18.7,35.339999999999996,31.82
2024-01-29,3.08,18.7,35.339999999999996,31.82,3.640000000000001,17.16,36.48,29.23
2024-01-30,3.640000000000001,17.16,36.48,29.23,8.82,16.94,34.769999999999996,29.23
2024-01-31,8.82,16.94,34.769999999999996,29.23,3.5000000000000004,13.86,53.01,28.49
2024-02-01,3.5000000000000004,13.86,53.01,28.49,3.3600000000000003,13.42,48.45,22.57
2024-02-02,3.3600000000000003,13.42,48.45,22.57,8.260000000000002,14.3,56.99999999999999,19.24
2024-02-03,8.260000000000002,14.3,56.99999999999999,19.24,12.32,12.4,53.099999999999994,16.77
2024-02-04,12.32,12.4,53.099999999999994,16.77,4.16,13.2,53.099999999999994,24.57
2024-02-05,4.16,13.2,53.099999999999994,24.57,7.68,11.4,53.69,35.49
2024-02-06,7.68,11.4,53.69,35.49,5.12,14.2,53.69,33.54
2024-02-07,5.12,14.2,53.69,33.54,12.16,13,51.919999999999995,31.200000000000003
2024-02-08,12.16,13,51.919999999999995,31.200000000000003,10.72,13.2,52.51,30.03
2024-02-09,10.72,13.2,52.51,30.03,5.92,12.2,49.559999999999995,20.28
2024-02-10,5.92,12.2,49.559999999999995,20.28,21,15.87,45.92,14.43
2024-02-11,21,15.87,45.92,14.43,6.09,16.1,45.36000000000001,22.94
2024-02-12,6.09,16.1,45.36000000000001,22.94,14.28,17.25,53.2,28.49
2024-02-13,14.28,17.25,53.2,28.49,7.77,15.41,47.6,33.3
2024-02-14,7.77,15.41,47.6,33.3,18.69,17.94,47.6,31.08
2024-02-15,18.69,17.94,47.6,31.08,19.11,17.94,49.28,26.64
2024-02-16,19.11,17.94,49.28,26.64,5.46,18.630000000000003,48.16,14.06
2024-02-17,5.46,18.630000000000003,48.16,14.06,2.52,22,55.51,9.99
2024-02-18,2.52,22,55.51,9.99,2.4,25,61,18.87
2024-02-19,2.4,25,61,18.87,2.04,22.5,56.73,31.45
2024-02-20,2.04,22.5,56.73,31.45,2.52,17.5,58.56,28.49
2024-02-21,2.52,17.5,58.56,28.49,3,17.75,55.51,37
2024-02-22,3,17.75,55.51,37,8.76,17.5,53.07,28.12
2024-02-23,8.76,17.5,53.07,28.12,9.72,18.5,54.29,18.5
2024-02-24,9.72,18.5,54.29,18.5,8.28,15.4,50.16,14.43
2024-02-25,8.28,15.4,50.16,14.43,12.06,16.5,51.3,27.38
2024-02-26,12.06,16.5,51.3,27.38,5.22,16.94,55.28999999999999,32.56
2024-02-27,5.22,16.94,55.28999999999999,32.56,10.08,14.52,54.15,28.12
2024-02-28,10.08,14.52,54.15,28.12,6.66,16.28,52.44,24.05
2024-02-29,6.66,16.28,52.44,24.05,11.88,16.06,37.62,24.42
2024-03-01,11.88,16.06,37.62,24.42,11.52,17.16,37.05,19.61
2024-03-02,11.52,17.16,37.05,19.61,17.67,19.32,47.52,16.28
2024-03-03,17.67,19.32,47.52,16.28,9.5,17.94,47.52,31.82
2024-03-04,9.5,17.94,47.52,31.82,4.5600000000000005,19.09,48.84,32.56
2024-03-05,4.5600000000000005,19.09,48.84,32.56,5.13,17.94,48.18,34.04
2024-03-06,5.13,17.94,48.18,34.04,13.3,17.71,50.16,29.6
2024-03-07,13.3,17.71,50.16,29.6,11.59,17.25,56.760000000000005,26.27
2024-03-08,11.59,17.25,56.760000000000005,26.27,6.08,19.09,60.06,16.65
2024-03-09,6.08,19.09,60.06,16.65,8.96,20.93,57.120000000000005,12.92
2024-03-10,8.96,20.93,57.120000000000005,12.92,3.92,16.1,55.080000000000005,31.54
2024-03-11,3.92,16.1,55.080000000000005,31.54,7.280000000000001,17.25,53.040000000000006,38
2024-03-12,7.280000000000001,17.25,53.040000000000006,38,4.0600000000000005,18.17,53.720000000000006,34.58
2024-03-13,4.0600000000000005,18.17,53.720000000000006,34.58,6.86,17.94,52.36000000000001,29.26
2024-03-14,6.86,17.94,52.36000000000001,29.26,2.66,18.17,48.28,30.78
2024-03-15,2.66,18.17,48.28,30.78,3.92,17.25,53.720000000000006,15.2
2024-03-16,3.92,17.25,53.720000000000006,15.2,18,25,54.02,9.72
2024-03-17,18,25,54.02,9.72,5.22,22.75,64.24,30.24
2024-03-18,5.22,22.75,64.24,30.24,11.16,20.5,73,35.28
2024-03-19,11.16,20.5,73,35.28,4.14,20.75,61.32,29.88
2024-03-20,4.14,20.75,61.32,29.88,9.36,19.5,54.02,27
2024-03-21,9.36,19.5,54.02,27,4.5,19.75,50.37,24.48
2024-03-22,4.5,19.75,50.37,24.48,10.26,18.5,48.91,18.72
2024-03-23,10.26,18.5,48.91,18.72,6.3,19.14,49.14,19.6
2024-03-24,6.3,19.14,49.14,19.6,8.1,16.5,57.96,24.85
2024-03-25,8.1,16.5,57.96,24.85,5.58,16.72,46.62,23.799999999999997
2024-03-26,5.58,16.72,46.62,23.799999999999997,11.52,15.84,47.88,27.299999999999997
2024-03-27,11.52,15.84,47.88,27.299999999999997,13.14,16.72,43.47,29.049999999999997
2024-03-28,13.14,16.72,43.47,29.049999999999997,6.3,16.06,39.06,21.7
2024-03-29,6.3,16.06,39.06,21.7,9.54,17.38,49.77,20.65
2024-03-30,9.54,17.38,49.77,20.65,6.66,17.94,58.9,9.72
2024-03-31,6.66,17.94,58.9,9.72,5.58,22.77,62,7.199999999999999
2024-04-01,5.58,22.77,62,7.199999999999999,3.24,21.16,48.98,7.56
2024-04-02,3.24,21.16,48.98,7.56,6.84,21.39,52.7,7.199999999999999
2024-04-03,6.84,21.39,52.7,7.199999999999999,3.5999999999999996,19.55,48.98,7.92
2024-04-04,3.5999999999999996,19.55,48.98,7.92,7.199999999999999,22.08,48.98,6.84
2024-04-05,7.199999999999999,22.08,48.98,6.84,7.02,22.31,45.88,2.88
2024-04-06,7.02,22.31,45.88,2.88,4.84,20.46,40.7,6.72
2024-04-07,4.84,20.46,40.7,6.72,7.48,16.5,44,16.8
2024-04-08,7.48,16.5,44,16.8,3.74,19.58,44.55,84
2024-04-09,3.74,19.58,44.55,84,11,18.92,46.75000000000001,58.8
2024-04-10,11,18.92,46.75000000000001,58.8,4.84,22,41.8,24.36
2024-04-11,4.84,22,41.8,24.36,10.34,19.8,44.55,22.68
2024-04-12,10.34,19.8,44.55,22.68,11.66,20.68,38.5,10.08
2024-04-13,11.66,20.68,38.5,10.08,8.61,19.53,47.559999999999995,3.69
2024-04-14,8.61,19.53,47.559999999999995,3.69,4.41,20.16,45.82,9.43
2024-04-15,4.41,20.16,45.82,9.43,4.62,20.37,46.98,10.66
2024-04-16,4.62,20.37,46.98,10.66,21,17.009999999999998,50.459999999999994,8.2
2024-04-17,21,17.009999999999998,50.459999999999994,8.2,3.99,15.12,48.72,10.25
2024-04-18,3.99,15.12,48.72,10.25,2.31,16.8,42.919999999999995,7.789999999999999
2024-04-19,2.31,16.8,42.919999999999995,7.789999999999999,2.52,18.48,44.66,4.1
2024-04-20,2.52,18.48,44.66,4.1,0.5,19.32,51.03,2.88
2024-04-21,0.5,19.32,51.03,2.88,0.4,19.11,63,7.199999999999999
2024-04-22,0.4,19.11,63,7.199999999999999,0.45,18.69,56.07,5.3999999999999995
2024-04-23,0.45,18.69,56.07,5.3999999999999995,0.35,17.43,52.29,9
2024-04-24,0.35,17.43,52.29,9,0.35,18.48,48.51,8.28
2024-04-25,0.35,18.48,48.51,8.28,0.35,17.64,46.62,5.04
2024-04-26,0.35,17.64,46.62,5.04,0.35,18.9,45.36,4.68
2024-04-27,0.35,18.9,45.36,4.68,0.36,21.36,39.6,3.24
2024-04-28,0.36,21.36,39.6,3.24,0.32,22.8,40.150000000000006,6.84
2024-04-29,0.32,22.8,40.150000000000006,6.84,0.36,22.8,45.1,7.56
2024-04-30,0.36,22.8,45.1,7.56,3.6,10.08,42.35,22.32
2024-05-01,3.6,10.08,42.35,22.32,3.64,9.84,40.150000000000006,22.32
2024-05-02,3.64,9.84,40.150000000000006,22.32,3.52,9.36,41.25,27.72
2024-05-03,3.52,9.36,41.25,27.72,3.72,9.12,36.85,16.2
2024-05-04,3.72,9.12,36.85,16.2,2.82,14.7,45.36,16.799999999999997
2024-05-05,2.82,14.7,45.36,16.799999999999997,2.34,19.6,52.29,21.35
2024-05-06,2.34,19.6,52.29,21.35,2.61,35,47.25,21.7
2024-05-07,2.61,35,47.25,21.7,3,21,47.25,19.6
2024-05-08,3,21,47.25,19.6,2.4299999999999997,16.099999999999998,49.14,23.1
2024-05-09,2.4299999999999997,16.099999999999998,49.14,23.1,2.13,15.4,52.92,28.7
2024-05-10,2.13,15.4,52.92,28.7,2.55,15.4,52.92,14
2024-05-11,2.55,15.4,52.92,14,2.46,13.5,44.73,11.16
2024-05-12,2.46,13.5,44.73,11.16,2.76,14.31,51.03,28.08
2024-05-13,2.76,14.31,51.03,28.08,2.67,12.96,51.66,28.44
2024-05-14,2.67,12.96,51.66,28.44,2.58,12.69,54.81,25.92
2024-05-15,2.58,12.69,54.81,25.92,2.31,9.99,51.03,20.52
2024-05-16,2.31,9.99,51.03,20.52,2.19,9.45,48.51,22.68
2024-05-17,2.19,9.45,48.51,22.68,1.98,9.99,44.73,14.04
2024-05-18,1.98,9.99,44.73,14.04,2.76,11.07,48.64,9.72
2024-05-19,2.76,11.07,48.64,9.72,2.6999999999999997,10.53,51.84,28.08
2024-05-20,2.6999999999999997,10.53,51.84,28.08,2.34,11.88,53.120000000000005,25.56
2024-05-21,2.34,11.88,53.120000000000005,25.56,1.98,11.61,49.28,28.08
2024-05-22,1.98,11.61,49.28,28.08,2.1,10.8,51.2,22.68
2024-05-23,2.1,10.8,51.2,22.68,1.92,12.15,51.2,23.76
2024-05-24,1.92,12.15,51.2,23.76,2.31,13.23,46.08,14.04
2024-05-25,2.31,13.23,46.08,14.04,2.37,13,47.52,0
2024-05-26,2.37,13,47.52,0,2.58,14.3,54.120000000000005,14
2024-05-27,2.58,14.3,54.120000000000005,14,2.52,11.96,62.040000000000006,35.6
2024-05-28,2.52,11.96,62.040000000000006,35.6,2.58,9.1,66,40
2024-05-29,2.58,9.1,66,40,1.95,9.62,55.440000000000005,35.2
2024-05-30,1.95,9.62,55.440000000000005,35.2,2.22,8.84,49.5,37.2
2024-05-31,2.22,8.84,49.5,37.2,0.72,23.14,40.260000000000005,20.8
2024-06-01,0.72,23.14,40.260000000000005,20.8,0.6599999999999999,22.31,46.36,13.53
2024-06-02,0.6599999999999999,22.31,46.36,13.53,0.63,21.85,59.28,41
2024-06-03,0.63,21.85,59.28,41,0.6599999999999999,22.08,75.24,35.26
2024-06-04,0.6599999999999999,22.08,75.24,35.26,0.6,22.08,76,39.77
2024-06-05,0.6,22.08,76,39.77,0.75,21.16,53.2,34.03
2024-06-06,0.75,21.16,53.2,34.03,0.69,20.24,44.84,31.569999999999997
2024-06-07,0.69,20.24,44.84,31.569999999999997,0.57,22.540000000000003,41.8,16.81
2024-06-08,0.57,22.540000000000003,41.8,16.81,0.75,24,39.6,15.2
2024-06-09,0.75,24,39.6,15.2,0.75,23.76,40.260000000000005,27.6
2024-06-10,0.75,23.76,40.260000000000005,27.6,0.57,24,41.580000000000005,32.800000000000004
2024-06-11,0.57,24,41.580000000000005,32.800000000000004,0.6599999999999999,22.32,44.88,36.8
2024-06-12,0.6599999999999999,22.32,44.88,36.8,0.75,23.04,42.24,30.8
2024-06-13,0.75,23.04,42.24,30.8,0.63,19.92,40.92,33.2
2024-06-14,0.63,19.92,40.92,33.2,0.8099999999999999,21.36,38.940000000000005,20
2024-06-15,0.8099999999999999,21.36,38.940000000000005,20,0.6,20.93,34.8,18.62
2024-06-16,0.6,20.93,34.8,18.62,0.69,21.16,40.8,35.72
2024-06-17,0.69,21.16,40.8,35.72,1.08,21.39,39,32.68
2024-06-18,1.08,21.39,39,32.68,0.75,20.7,39.6,30.78
2024-06-19,0.75,20.7,39.6,30.78,0.78,18.4,38.4,28.5
2024-06-20,0.78,18.4,38.4,28.5,0.8099999999999999,21.85,36,23.56
2024-06-21,0.8099999999999999,21.85,36,23.56,0.87,20.24,37.8,20.52
2024-06-22,0.87,20.24,37.8,20.52,2.03,22.31,44.22,15.21
2024-06-23,2.03,22.31,44.22,15.21,2.03,20.7,40.92,28.86
2024-06-24,2.03,20.7,40.92,28.86,2.24,22.08,42.9,35.1
2024-06-25,2.24,22.08,42.9,35.1,3.01,20.01,41.580000000000005,32.370000000000005
