Date,Golden State Warriors,Rakuten,United Airlines,JPMorgan Chase,GoldenStateWarriors_adjusted,Rakuten_adjusted,UnitedAirlines_adjusted,JPMorganChase_adjusted
2024-06-26,3.01,20.01,41.580000000000005,32.370000000000005,7.000000000000001,20.24,40.92,30.03
2024-06-27,7.000000000000001,20.24,40.92,30.03,4.62,19.55,41.580000000000005,36.66
2024-06-28,4.62,19.55,41.580000000000005,36.66,4.340000000000001,21.62,43.56,15.6
2024-06-29,4.340000000000001,21.62,43.56,15.6,10.32,25,39.06,13.3
2024-06-30,10.32,25,39.06,13.3,12,18,31.62,32.68
2024-07-01,12,18,31.62,32.68,9.84,20.25,31,23.94
2024-07-02,9.84,20.25,31,23.94,9.24,19.5,29.14,38
2024-07-03,9.24,19.5,29.14,38,8.04,19.5,26.04,14.44
2024-07-04,8.04,19.5,26.04,14.44,7.319999999999999,19.5,26.04,24.7
2024-07-05,7.319999999999999,19.5,26.04,24.7,7.56,18.5,26.66,20.52
2024-07-06,7.56,18.5,26.66,20.52,3.36,18.86,35,20.91
2024-07-07,3.36,18.86,35,20.91,2.52,17.02,37.8,33.62
2024-07-08,2.52,17.02,37.8,33.62,2.22,16.79,39.9,29.93
2024-07-09,2.22,16.79,39.9,29.93,2.16,19.09,43.4,29.93
2024-07-10,2.16,19.09,43.4,29.93,2.22,16.79,35.699999999999996,33.21
2024-07-11,2.22,16.79,35.699999999999996,33.21,1.7999999999999998,17.94,35,29.11
2024-07-12,1.7999999999999998,17.94,35,29.11,1.74,16.330000000000002,30.799999999999997,20.91
2024-07-13,1.74,16.330000000000002,30.799999999999997,20.91,1.3,14.88,33.54,12.47
2024-07-14,1.3,14.88,33.54,12.47,1.4500000000000002,20.88,37.44,39.56
2024-07-15,1.4500000000000002,20.88,37.44,39.56,1.6,24,40.56,42.57
2024-07-16,1.6,24,40.56,42.57,1.7000000000000002,23.04,47.58,36.98
2024-07-17,1.7000000000000002,23.04,47.58,36.98,1.35,19.68,42.120000000000005,33.54
2024-07-18,1.35,19.68,42.120000000000005,33.54,1.4500000000000002,16.8,78,30.96
2024-07-19,1.4500000000000002,16.8,78,30.96,1.6,19.2,48.36,19.35
2024-07-20,1.6,19.2,48.36,19.35,1.16,17.48,34.980000000000004,15.21
2024-07-21,1.16,17.48,34.980000000000004,15.21,1.04,15.64,37.620000000000005,31.98
2024-07-22,1.04,15.64,37.620000000000005,31.98,0.96,16.79,36.96,28.86
2024-07-23,0.96,16.79,36.96,28.86,0.92,17.48,32.34,29.64
2024-07-24,0.92,17.48,32.34,29.64,0.8,17.02,31.020000000000003,36.27
2024-07-25,0.8,17.02,31.020000000000003,36.27,0.84,15.18,29.040000000000003,24.96
2024-07-26,0.84,15.18,29.040000000000003,24.96,0.84,14.95,24.42,12.87
2024-07-27,0.84,14.95,24.42,12.87,0.6599999999999999,16.79,26.24,16.81
2024-07-28,0.6599999999999999,16.79,26.24,16.81,0.54,17.02,32,35.669999999999995
2024-07-29,0.54,17.02,32,35.669999999999995,0.69,18.86,31.36,31.569999999999997
2024-07-30,0.69,18.86,31.36,31.569999999999997,0.57,16.330000000000002,28.8,31.979999999999997
2024-07-31,0.57,16.330000000000002,28.8,31.979999999999997,1.5,18.4,50.56,35.26
2024-08-01,1.5,18.4,50.56,35.26,1.65,18.17,56.96,31.159999999999997
2024-08-02,1.65,18.17,56.96,31.159999999999997,1.62,16.330000000000002,56.96,18.45
2024-08-03,1.62,16.330000000000002,56.96,18.45,1.68,20.5,63,12.87
2024-08-04,1.68,20.5,63,12.87,1.5,20.5,52.92,34.32
2024-08-05,1.5,20.5,52.92,34.32,1.44,21.5,52.92,30.81
2024-08-06,1.44,21.5,52.92,30.81,1.65,19,53.55,31.200000000000003
2024-08-07,1.65,19,53.55,31.200000000000003,1.83,20.25,47.88,32.76
2024-08-08,1.83,20.25,47.88,32.76,1.65,22.75,48.51,29.64
2024-08-09,1.65,22.75,48.51,29.64,3,22,40.95,14.04
2024-08-10,3,22,40.95,14.04,3.6,23.25,38.64,13.32
2024-08-11,3.6,23.25,38.64,13.32,2.32,25,44.24,21.96
2024-08-12,2.32,25,44.24,21.96,2.68,23.75,43.68000000000001,26.64
2024-08-13,2.68,23.75,43.68000000000001,26.64,2.36,22.75,45.92,24.48
2024-08-14,2.36,22.75,45.92,24.48,2.68,24,40.88,29.52
2024-08-15,2.68,24,40.88,29.52,3.16,21.25,41.440000000000005,23.76
2024-08-16,3.16,21.25,41.440000000000005,23.76,2.68,20.25,39.760000000000005,12.6
2024-08-17,2.68,20.25,39.760000000000005,12.6,3.36,18.72,49.6,19.11
2024-08-18,3.36,18.72,49.6,19.11,2.68,20.16,52.08,27.3
2024-08-19,2.68,20.16,52.08,27.3,3.28,20.4,52.7,30.42
2024-08-20,3.28,20.4,52.7,30.42,2.76,18.72,48.36,31.98
2024-08-21,2.76,18.72,48.36,31.98,2.56,21.36,47.12,27.69
2024-08-22,2.56,21.36,47.12,27.69,2.16,19.44,44.02,30.42
2024-08-23,2.16,19.44,44.02,30.42,2.8000000000000003,21.119999999999997,40.92,15.99
2024-08-24,2.8000000000000003,21.119999999999997,40.92,15.99,1.83,22.8,45,15.17
2024-08-25,1.83,22.8,45,15.17,1.71,20.88,45.6,27.06
2024-08-26,1.71,20.88,45.6,27.06,1.74,21.119999999999997,48,41
2024-08-27,1.74,21.119999999999997,48,41,1.59,20.16,48,32.39
2024-08-28,1.59,20.16,48,32.39,1.92,21.119999999999997,46.2,31.569999999999997
2024-08-29,1.92,21.119999999999997,46.2,31.569999999999997,1.74,22.08,48,29.52
2024-08-30,1.74,22.08,48,29.52,1.47,22.32,40.2,23.78
2024-08-31,1.47,22.32,40.2,23.78,1.02,20.75,47.32,15.989999999999998
2024-09-01,1.02,20.75,47.32,15.989999999999998,0.8999999999999999,25,48.88,24.6
2024-09-02,0.8999999999999999,25,48.88,24.6,1.11,19.75,48.36,39.36
2024-09-03,1.11,19.75,48.36,39.36,0.87,17,50.440000000000005,36.489999999999995
2024-09-04,0.87,17,50.440000000000005,36.489999999999995,1.02,13.75,49.92,39.36
2024-09-05,1.02,13.75,49.92,39.36,0.8999999999999999,15.5,45.760000000000005,30.749999999999996
2024-09-06,0.8999999999999999,15.5,45.760000000000005,30.749999999999996,1.11,15.25,42.120000000000005,20.5
2024-09-07,1.11,15.25,42.120000000000005,20.5,0.58,15.25,47.7,13.65
2024-09-08,0.58,15.25,47.7,13.65,0.58,13.5,50.35,35.1
2024-09-09,0.58,13.5,50.35,35.1,0.6,14.25,48.760000000000005,35.49
2024-09-10,0.6,14.25,48.760000000000005,35.49,0.58,13.5,46.11,30.42
2024-09-11,0.58,13.5,46.11,30.42,0.54,15.5,46.64,37.05
2024-09-12,0.54,15.5,46.64,37.05,0.58,16,46.64,26.91
2024-09-13,0.58,16,46.64,26.91,0.68,16.5,45.05,19.5
2024-09-14,0.68,16.5,45.05,19.5,1.08,13.23,42.400000000000006,13.2
2024-09-15,1.08,13.23,42.400000000000006,13.2,1.05,14.07,47.7,33.6
2024-09-16,1.05,14.07,47.7,33.6,0.93,14.49,51.41,35.2
2024-09-17,0.93,14.49,51.41,35.2,0.93,13.44,51.41,40
2024-09-18,0.93,13.44,51.41,40,1.14,12.39,49.29,34.800000000000004
2024-09-19,1.14,12.39,49.29,34.800000000000004,0.93,12.81,48.23,26.4
2024-09-20,0.93,12.81,48.23,26.4,0.93,12.81,42.93,23.200000000000003
2024-09-21,0.93,12.81,42.93,23.200000000000003,1.04,14.28,44.52,15.2
2024-09-22,1.04,14.28,44.52,15.2,1.04,13.65,51.41,37.2
2024-09-23,1.04,13.65,51.41,37.2,1.12,12.81,53,32.4
2024-09-24,1.12,12.81,53,32.4,1.52,12.6,51.41,34.4
2024-09-25,1.52,12.6,51.41,34.4,1.48,11.76,51.41,34
2024-09-26,1.48,11.76,51.41,34,4,11.34,49.82,35.2
2024-09-27,4,11.34,49.82,35.2,2.52,11.76,42.93,22
2024-09-28,2.52,11.76,42.93,22,1.88,13,43,18.48
2024-09-29,1.88,13,43,18.48,1.48,10.8,42,34.44
2024-09-30,1.48,10.8,42,34.44,0.64,13.2,44,30.24
2024-10-01,0.64,13.2,44,30.24,0.6,14.6,46.5,28.98
2024-10-02,0.6,14.6,46.5,28.98,0.56,15.2,44.5,42
2024-10-03,0.56,15.2,44.5,42,0.64,16,45,36.96
2024-10-04,0.64,16,45,36.96,1.12,14.4,42,20.58
2024-10-05,1.12,14.4,42,20.58,3.1500000000000004,18.96,47.52,11.47
2024-10-06,3.1500000000000004,18.96,47.52,11.47,1.2600000000000002,23.52,47.52,23.68
2024-10-07,1.2600000000000002,23.52,47.52,23.68,1.12,22.08,43.68,28.49
2024-10-08,1.12,22.08,43.68,28.49,1.2600000000000002,24,42.239999999999995,25.16
2024-10-09,1.2600000000000002,24,42.239999999999995,25.16,3.22,21.84,41.76,20.35
2024-10-10,3.22,21.84,41.76,20.35,1.7500000000000002,18.24,45.12,25.9
2024-10-11,1.7500000000000002,18.24,45.12,25.9,3.71,17.04,44.16,13.32
2024-10-12,3.71,17.04,44.16,13.32,2.16,15.8,42,11.31
2024-10-13,2.16,15.8,42,11.31,2.88,16.2,48.5,24.96
2024-10-14,2.88,16.2,48.5,24.96,1.92,16.400000000000002,46.5,31.98
2024-10-15,1.92,16.400000000000002,46.5,31.98,5.6000000000000005,15,49.5,30.81
2024-10-16,5.6000000000000005,15,49.5,30.81,1.92,14,48,27.69
2024-10-17,1.92,14,48,27.69,1.92,12.8,47.5,26.91
2024-10-18,1.92,12.8,47.5,26.91,3.84,13.4,42.5,17.94
2024-10-19,3.84,13.4,42.5,17.94,2.31,15.96,38.4,12.95
2024-10-20,2.31,15.96,38.4,12.95,2.75,15.54,48,24.05
2024-10-21,2.75,15.54,48,24.05,2.64,15.54,45.12,27.01
2024-10-22,2.64,15.54,45.12,27.01,3.85,16.38,44.16,26.64
2024-10-23,3.85,16.38,44.16,26.64,11,14.49,43.2,25.16
2024-10-24,11,14.49,43.2,25.16,4.18,16.169999999999998,43.68,24.05
2024-10-25,4.18,16.169999999999998,43.68,24.05,9.13,15.75,36,12.95
2024-10-26,9.13,15.75,36,12.95,6.580000000000001,16.6,38.18,13.94
2024-10-27,6.580000000000001,16.6,38.18,13.94,11.2,14.6,41.86,27.88
2024-10-28,11.2,14.6,41.86,27.88,5.32,15.8,44.620000000000005,37.72
2024-10-29,5.32,15.8,44.620000000000005,37.72,12.6,14,44.620000000000005,36.489999999999995
2024-10-30,12.6,14,44.620000000000005,36.489999999999995,10.64,14.4,41.4,29.52
2024-10-31,10.64,14.4,41.4,29.52,2.9400000000000004,2.6,37.72,33.62
2024-11-01,2.9400000000000004,2.6,37.72,33.62,3.640000000000001,2.8000000000000003,35.42,20.5
2024-11-02,3.640000000000001,2.8000000000000003,35.42,20.5,8.32,3.36,38.25,17.28
2024-11-03,8.32,3.36,38.25,17.28,3.52,3.12,39.15,29.52
2024-11-04,3.52,3.12,39.15,29.52,6.08,3.36,39.15,19.08
2024-11-05,6.08,3.36,39.15,19.08,2.72,2.4,27.9,25.2
2024-11-06,2.72,2.4,27.9,25.2,10.88,3.5999999999999996,38.7,27.72
2024-11-07,10.88,3.5999999999999996,38.7,27.72,4.48,3.5999999999999996,40.5,27.72
2024-11-08,4.48,3.5999999999999996,40.5,27.72,9.76,4.32,37.8,14.76
2024-11-09,9.76,4.32,37.8,14.76,3.78,5.89,37.92,12.21
2024-11-10,3.78,5.89,37.92,12.21,8.1,6.82,48,23.31
2024-11-11,8.1,6.82,48,23.31,4.859999999999999,6.82,41.76,29.6
2024-11-12,4.859999999999999,6.82,41.76,29.6,18,5.89,40.8,31.45
2024-11-13,18,5.89,40.8,31.45,4.859999999999999,6.2,40.32,29.23
2024-11-14,4.859999999999999,6.2,40.32,29.23,3.78,5.89,41.28,26.64
2024-11-15,3.78,5.89,41.28,26.64,10.62,5.58,36,13.32
2024-11-16,10.62,5.58,36,13.32,3.5000000000000004,9.2,46.5,11.48
2024-11-17,3.5000000000000004,9.2,46.5,11.48,3.3600000000000003,8.4,44,34.85
2024-11-18,3.3600000000000003,8.4,44,34.85,6.580000000000001,8.4,43.5,41
2024-11-19,6.580000000000001,8.4,43.5,41,3.22,8.8,43.5,30.34
2024-11-20,3.22,8.8,43.5,30.34,6.580000000000001,9.6,45,30.34
2024-11-21,6.580000000000001,9.6,45,30.34,3.3600000000000003,10.4,45,38.54
2024-11-22,3.3600000000000003,10.4,45,38.54,7.840000000000001,11.2,45,20.09
2024-11-23,7.840000000000001,11.2,45,20.09,5.52,26.35,40.8,11.22
2024-11-24,5.52,26.35,40.8,11.22,2.04,27.2,44.16,24.82
2024-11-25,2.04,27.2,44.16,24.82,4.8,29.75,45.12,25.500000000000004
2024-11-26,4.8,29.75,45.12,25.500000000000004,2.52,30.6,42.239999999999995,28.56
2024-11-27,2.52,30.6,42.239999999999995,28.56,5.76,43.35,33.6,13.260000000000002
2024-11-28,5.76,43.35,33.6,13.260000000000002,1.7999999999999998,85,40.32,19.72
2024-11-29,1.7999999999999998,85,40.32,19.72,2.4,65.45,41.76,22.78
2024-11-30,2.4,65.45,41.76,22.78,6.5,50.32,43.120000000000005,20.7
2024-12-01,6.5,50.32,43.120000000000005,20.7,2.8600000000000003,68,45.92,44.620000000000005
2024-12-02,2.8600000000000003,68,45.92,44.620000000000005,3.12,57.8,56.00000000000001,46
2024-12-03,3.12,57.8,56.00000000000001,46,6.76,28.56,45.92,35.88
2024-12-04,6.76,28.56,45.92,35.88,2.47,21.08,40.32000000000001,32.2
2024-12-05,2.47,21.08,40.32000000000001,32.2,6.63,21.08,36.96,21.62
2024-12-06,6.63,21.08,36.96,21.62,8.19,23.8,36.96,17.94
2024-12-07,8.19,23.8,36.96,17.94,2.53,11.22,31.28,11.78
2024-12-08,2.53,11.22,31.28,11.78,5.06,10.89,34.04,20.52
2024-12-09,5.06,10.89,34.04,20.52,2.53,10.56,32.660000000000004,22.8
2024-12-10,2.53,10.56,32.660000000000004,22.8,3.19,9.57,32.660000000000004,23.94
2024-12-11,3.19,9.57,32.660000000000004,23.94,9.02,9.9,33.58,25.08
2024-12-12,9.02,9.9,33.58,25.08,2.2,9.57,31.74,25.08
2024-12-13,2.2,9.57,31.74,25.08,2.86,9.9,33.120000000000005,14.44
2024-12-14,2.86,9.9,33.120000000000005,14.44,3.63,8.4,36.4,12.87
2024-12-15,3.63,8.4,36.4,12.87,6.05,8.120000000000001,40.04,23.79
2024-12-16,6.05,8.120000000000001,40.04,23.79,2.42,7.56,39.52,25.35
2024-12-17,2.42,7.56,39.52,25.35,2.31,7.000000000000001,39,27.69
2024-12-18,2.31,7.000000000000001,39,27.69,2.64,7.000000000000001,40.04,21.84
2024-12-19,2.64,7.000000000000001,40.04,21.84,6.82,5.6000000000000005,41.6,24.96
2024-12-20,6.82,5.6000000000000005,41.6,24.96,2.86,6.16,39,14.04
2024-12-21,2.86,6.16,39,14.04,7.65,5.04,39.22,10.2
2024-12-22,7.65,5.04,39.22,10.2,3.15,5.279999999999999,40.81,26.520000000000003
2024-12-23,3.15,5.279999999999999,40.81,26.520000000000003,6.6,4.56,39.75,16.32
2024-12-24,6.6,4.56,39.75,16.32,5.1,3.84,36.04,9.52
2024-12-25,5.1,3.84,36.04,9.52,15,6.24,51.41,18.360000000000003
2024-12-26,15,6.24,51.41,18.360000000000003,3.4499999999999997,5.76,44.52,23.12
2024-12-27,3.4499999999999997,5.76,44.52,23.12,7.199999999999999,4.56,41.34,11.22
2024-12-28,7.199999999999999,4.56,41.34,11.22,5.28,4.83,49.84,10.08
2024-12-29,5.28,4.83,49.84,10.08,2.53,4.83,47.040000000000006,20.88
2024-12-30,2.53,4.83,47.040000000000006,20.88,5.06,4.6000000000000005,44.24,18.36
2024-12-31,5.06,4.6000000000000005,44.24,18.36,3.41,19.78,40.88,3.96
2025-01-01,3.41,19.78,40.88,3.96,4.18,22.31,45.92,8.28
2025-01-02,4.18,22.31,45.92,8.28,8.14,22.540000000000003,47.6,7.199999999999999
2025-01-03,8.14,22.540000000000003,47.6,7.199999999999999,5.06,19.55,44.24,5.76
2025-01-04,5.06,19.55,44.24,5.76,8.69,21,54.27,10.12
2025-01-05,8.69,21,54.27,10.12,6.49,20.16,60.970000000000006,18.4
2025-01-06,6.49,20.16,60.970000000000006,18.4,3.52,17.849999999999998,59.63,79.12
2025-01-07,3.52,17.849999999999998,59.63,79.12,6.6,17.22,52.93,92
2025-01-08,6.6,17.22,52.93,92,4.18,17.64,52.93,24.84
2025-01-09,4.18,17.64,52.93,24.84,6.49,17.64,55.61000000000001,31.28
2025-01-10,6.49,17.64,55.61000000000001,31.28,5.72,18.48,54.940000000000005,21.16
2025-01-11,5.72,18.48,54.940000000000005,21.16,2.32,18.2,43.120000000000005,12.1
2025-01-12,2.32,18.2,43.120000000000005,12.1,2.32,17.400000000000002,44.8,17.05
2025-01-13,2.32,17.400000000000002,44.8,17.05,3.92,16.6,43.68000000000001,18.700000000000003
2025-01-14,3.92,16.6,43.68000000000001,18.700000000000003,2.32,17.8,45.36000000000001,15.95
2025-01-15,2.32,17.8,45.36000000000001,15.95,5.92,16,44.8,15.400000000000002
2025-01-16,5.92,16,44.8,15.400000000000002,2.64,17,40.88,14.3
2025-01-17,2.64,17,40.88,14.3,3.28,16.8,35.84,9.9
2025-01-18,3.28,16.8,35.84,9.9,6.4,18,39.2,6.3
2025-01-19,6.4,18,39.2,6.3,5,19.6,44.24,6.75
2025-01-20,5,19.6,44.24,6.75,3.9,18.2,41.440000000000005,12.15
2025-01-21,3.9,18.2,41.440000000000005,12.15,3,15.4,48.16,13.5
2025-01-22,3,15.4,48.16,13.5,6.800000000000001,17,41.440000000000005,13.95
2025-01-23,6.800000000000001,17,41.440000000000005,13.95,5.4,15.4,38.080000000000005,13.95
2025-01-24,5.4,15.4,38.080000000000005,13.95,4.1000000000000005,14.8,56.00000000000001,7.2
2025-01-25,4.1000000000000005,14.8,56.00000000000001,7.2,13,17.1,53.760000000000005,4.5
2025-01-26,13,17.1,53.760000000000005,4.5,4.29,15.2,41.440000000000005,12.6
2025-01-27,4.29,15.2,41.440000000000005,12.6,4.8100000000000005,14.25,41.440000000000005,12.15
2025-01-28,4.8100000000000005,14.25,41.440000000000005,12.15,8.32,14.44,40.32000000000001,9.9
2025-01-29,8.32,14.44,40.32000000000001,9.9,10.92,14.25,44.24,11.25
2025-01-30,10.92,14.25,44.24,11.25,5.33,15.01,39.760000000000005,11.25
2025-01-31,5.33,15.01,39.760000000000005,11.25,6.24,12.35,36.96,15.3
2025-02-01,6.24,12.35,36.96,15.3,6.2700000000000005,13.11,52.080000000000005,21.15
2025-02-02,6.2700000000000005,13.11,52.080000000000005,21.15,6.65,12.73,56.00000000000001,28.67
2025-02-03,6.65,12.73,56.00000000000001,28.67,10.45,12.92,46.48,36.19
2025-02-04,10.45,12.92,46.48,36.19,8.55,12.73,40.32000000000001,37.129999999999995
2025-02-05,8.55,12.73,40.32000000000001,37.129999999999995,19,14.25,43.68000000000001,34.78
2025-02-06,19,14.25,43.68000000000001,34.78,14.25,13.49,42.00000000000001,36.19
2025-02-07,14.25,13.49,42.00000000000001,36.19,7.03,12.35,41.440000000000005,23.5
2025-02-08,7.03,12.35,41.440000000000005,23.5,16.56,14.4,38.5,14.56
2025-02-09,16.56,14.4,38.5,14.56,5.3999999999999995,14,37.400000000000006,36.4
2025-02-10,5.3999999999999995,14,37.400000000000006,36.4,11.88,15.2,42.35,41.6
2025-02-11,11.88,15.2,42.35,41.6,5.58,13,41.8,46.28
2025-02-12,5.58,13,41.8,46.28,14.22,14,45.1,52
2025-02-13,14.22,14,45.1,52,10.8,15.2,41.8,40.56
2025-02-14,10.8,15.2,41.8,40.56,3.78,20,42.35,35.88
2025-02-15,3.78,20,42.35,35.88,1.52,21.34,48.95,28.56
2025-02-16,1.52,21.34,48.95,28.56,1.6,20.02,47.3,31.11
2025-02-17,1.6,20.02,47.3,31.11,1.36,19.8,47.85,43.35
2025-02-18,1.36,19.8,47.85,43.35,1.36,17.16,44,38.25
2025-02-19,1.36,17.16,44,38.25,1.68,15.84,44,45.9
2025-02-20,1.68,15.84,44,45.9,2.16,15.84,41.25,37.74
2025-02-21,2.16,15.84,41.25,37.74,4.96,16.06,35.2,27.54
2025-02-22,4.96,16.06,35.2,27.54,11.9,18.2,37.63,19.89
2025-02-23,11.9,18.2,37.63,19.89,6.800000000000001,16.2,39.22,46.41
2025-02-24,6.800000000000001,16.2,39.22,46.41,5.2700000000000005,14.8,42.93,39.78
2025-02-25,5.2700000000000005,14.8,42.93,39.78,9.69,15.2,42.93,39.78
2025-02-26,9.69,15.2,42.93,39.78,5.61,13.4,38.690000000000005,35.7
2025-02-27,5.61,13.4,38.690000000000005,35.7,15.47,14,37.1,33.660000000000004
2025-02-28,15.47,14,37.1,33.660000000000004,6.12,16.2,39.75,30.09
2025-03-01,6.12,16.2,39.75,30.09,13.6,17,44.55,19.32
2025-03-02,13.6,17,44.55,19.32,4.6000000000000005,14.4,52.8,34.96
2025-03-03,4.6000000000000005,14.4,52.8,34.96,10.2,13.8,46.75000000000001,40.940000000000005
2025-03-04,10.2,13.8,46.75000000000001,40.940000000000005,11.4,15,49.50000000000001,42.78
2025-03-05,11.4,15,49.50000000000001,42.78,5.6000000000000005,14.4,47.85,33.58
2025-03-06,5.6000000000000005,14.4,47.85,33.58,13.8,14.6,44.55,42.32
2025-03-07,13.8,14.6,44.55,42.32,6.4,16.2,43.45,24.380000000000003
2025-03-08,6.4,16.2,43.45,24.380000000000003,14.4,18.2,45.1,20.7
2025-03-09,14.4,18.2,45.1,20.7,4.859999999999999,14.2,46.75000000000001,39.6
2025-03-10,4.859999999999999,14.2,46.75000000000001,39.6,9.72,14.6,52.25000000000001,45
2025-03-11,9.72,14.6,52.25000000000001,45,3.96,14.8,50.6,38.25
2025-03-12,3.96,14.8,50.6,38.25,5.58,14.4,51.7,36.9
2025-03-13,5.58,14.4,51.7,36.9,12.06,13.4,44.55,36
2025-03-14,12.06,13.4,44.55,36,6.12,13.6,47.85,23.85
2025-03-15,6.12,13.6,47.85,23.85,21,22,56.99999999999999,22.88
2025-03-16,21,22,56.99999999999999,22.88,6.51,17.16,51.87,36.08
2025-03-17,6.51,17.16,51.87,36.08,12.81,18.48,48.45,36.96
2025-03-18,12.81,18.48,48.45,36.96,12.18,18.04,54.15,44
2025-03-19,12.18,18.04,54.15,44,6.3,17.16,54.15,34.76
2025-03-20,6.3,17.16,54.15,34.76,10.92,16.06,50.16,34.32
2025-03-21,10.92,16.06,50.16,34.32,7.35,15.18,43.88999999999999,23.76
2025-03-22,7.35,15.18,43.88999999999999,23.76,5.33,16.6,57.82,18.48
2025-03-23,5.33,16.6,57.82,18.48,2.73,16.8,53.099999999999994,32.76
2025-03-24,2.73,16.8,53.099999999999994,32.76,4.03,13.8,53.69,29.82
2025-03-25,4.03,13.8,53.69,29.82,5.720000000000001,13.8,51.919999999999995,38.22
2025-03-26,5.720000000000001,13.8,51.919999999999995,38.22,2.47,14.2,50.739999999999995,36.54
2025-03-27,2.47,14.2,50.739999999999995,36.54,2.99,15.8,51.33,36.54
2025-03-28,2.99,15.8,51.33,36.54,5.720000000000001,13.2,44.84,16.8
2025-03-29,5.720000000000001,13.2,44.84,16.8,7.13,16,46.440000000000005,27.56
2025-03-30,7.13,16,46.440000000000005,27.56,8.51,14.8,48.6,37.44
2025-03-31,8.51,14.8,48.6,37.44,3.91,18,54,43.16
2025-04-01,3.91,18,54,43.16,9.43,17.6,51.84,47.32
2025-04-02,9.43,17.6,51.84,47.32,3.91,17,52.38,42.64
2025-04-03,3.91,17,52.38,42.64,13.57,17.2,50.220000000000006,47.84
2025-04-04,13.57,17.2,50.220000000000006,47.84,13.11,16.6,45.36,23.92
2025-04-05,13.11,16.6,45.36,23.92,6.75,19.11,45.9,24.84
2025-04-06,6.75,19.11,45.9,24.84,11.5,18.9,44.88,35.42
2025-04-07,11.5,18.9,44.88,35.42,4.25,20.37,46.41,37.260000000000005
2025-04-08,4.25,20.37,46.41,37.260000000000005,10.5,15.96,51,34.96
2025-04-09,10.5,15.96,51,34.96,11,15.96,46.41,33.120000000000005
2025-04-10,11,15.96,46.41,33.120000000000005,6.75,18.06,47.94,46
2025-04-11,6.75,18.06,47.94,46,13.25,18.69,41.82,19.78
2025-04-12,13.25,18.69,41.82,19.78,16.32,15.8,41.82,19.36
2025-04-13,16.32,15.8,41.82,19.36,5.76,16,42.84,35.2
