Date,Golden State Warriors,GoldenStateWarriors_adjusted,Rakuten,Rakuten_adjusted,United Airlines,UnitedAirlines_adjusted,JPMorgan Chase,JPMorganChase_adjusted,Article_Count,Rakuten_Count,UnitedAirlines_Count,Chase_Count,Win,Abs_Point_Difference,Hi_Points_Player,Hi_Points_Value,Hi_Rebounds_Player,Hi_Rebounds_Value,Hi_Assists_Player,Hi_Assists_Value,Curry_Hi_Points,Curry_Hi_Points_Value
2021-11-12,8.879999999999999,24.0,6.8999999999999995,6.3,43.2,36.96,24.15,11.55,0.0,0.0,0.0,0.0,1.0,26.0,Curry,40.0,Looney,10.0,Green,7.0,1.0,40.0
2021-11-13,24.0,11.0,6.3,7.44,36.96,38.71,11.55,12.58,0.0,0.0,0.0,0.0,,,,,,,,,,
2021-11-14,11.0,15.75,7.44,8.06,38.71,42.63,12.58,37.0,0.0,0.0,0.0,0.0,0.0,4.0,Wiggins,28.0,Looney,8.0,Curry,10.0,0.0,
2021-11-15,15.75,8.5,8.06,7.13,42.63,44.1,37.0,30.71,1.0,0.0,0.0,0.0,,,,,,,,,,
2021-11-16,8.5,24.25,7.13,8.06,44.1,42.63,30.71,27.75,0.0,0.0,0.0,0.0,1.0,18.0,Curry,37.0,Curry,7.0,Green,8.0,1.0,37.0
2021-11-17,24.25,11.25,8.06,7.44,42.63,43.61,27.75,29.6,0.0,0.0,0.0,0.0,,,,,,,,,,
2021-11-18,11.25,22.0,7.44,7.44,43.61,39.69,29.6,25.9,0.0,0.0,0.0,0.0,1.0,15.0,Curry,40.0,Lee,6.0,Green,14.0,1.0,40.0
2021-11-19,22.0,20.75,7.44,8.37,39.69,37.73,25.9,13.69,0.0,0.0,0.0,0.0,1.0,3.0,Poole,32.0,Looney,12.0,Toscano-Anderson,9.0,0.0,
2021-11-20,20.75,11.27,8.37,22.08,37.73,36.0,13.69,8.4,0.0,0.0,0.0,0.0,,,,,,,,,,
2021-11-21,11.27,15.41,22.08,20.7,36.0,39.15,8.4,19.6,0.0,0.0,0.0,0.0,1.0,15.0,Poole,33.0,Green,14.0,Curry,8.0,0.0,
2021-11-22,15.41,7.590000000000001,20.7,23.459999999999997,39.15,38.25,19.6,20.72,0.0,0.0,0.0,0.0,,,,,,,,,,
2021-11-23,7.590000000000001,8.74,23.459999999999997,23.459999999999997,38.25,36.45,20.72,19.040000000000003,1.0,0.0,0.0,0.0,,,,,,,,,,
2021-11-24,8.74,22.77,23.459999999999997,38.64,36.45,29.7,19.040000000000003,10.080000000000002,0.0,0.0,0.0,0.0,1.0,20.0,Curry,25.0,Green,9.0,Curry,10.0,1.0,25.0
2021-11-25,22.77,8.280000000000001,38.64,69.0,29.7,33.75,10.080000000000002,15.96,0.0,0.0,0.0,0.0,,,,,,,,,,
2021-11-26,8.280000000000001,22.08,69.0,51.74999999999999,33.75,34.2,15.96,10.64,1.0,0.0,0.0,0.0,1.0,15.0,Curry,32.0,Green,8.0,Green,12.0,1.0,32.0
2021-11-27,22.08,18.96,51.74999999999999,36.4,34.2,42.72,10.64,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,
2021-11-28,18.96,12.0,36.4,54.6,42.72,42.239999999999995,0.0,30.799999999999997,2.0,0.0,0.0,0.0,1.0,15.0,Curry,33.0,Porter Jr.,10.0,Green,7.0,1.0,33.0
2021-11-29,12.0,9.84,54.6,46.15,42.239999999999995,42.239999999999995,30.799999999999997,30.1,0.0,0.0,0.0,0.0,,,,,,,,,,
2021-11-30,9.84,21.119999999999997,46.15,65.0,42.239999999999995,24.96,30.1,33.949999999999996,2.0,0.0,0.0,0.0,0.0,8.0,Poole,28.0,Green,11.0,Green,5.0,0.0,
2021-12-01,21.119999999999997,6.24,65.0,52.0,24.96,26.88,33.949999999999996,24.85,2.0,0.0,0.0,0.0,,,,,,,,,,
2021-12-02,6.24,7.92,52.0,50.05,26.88,25.44,24.85,26.25,1.0,0.0,0.0,0.0,,,,,,,,,,
2021-12-03,7.92,24.0,50.05,52.65,25.44,22.56,26.25,11.9,0.0,0.0,0.0,0.0,1.0,22.0,Curry,23.0,Green,9.0,Green,9.0,1.0,23.0
2021-12-04,24.0,13.8,52.65,30.78,22.56,21.15,11.9,10.23,0.0,0.0,0.0,0.0,0.0,5.0,Curry,27.0,Curry,8.0,Green,9.0,1.0,27.0
2021-12-05,13.8,5.800000000000001,30.78,30.4,21.15,22.95,10.23,26.97,0.0,0.0,0.0,0.0,,,,,,,,,,
2021-12-06,5.800000000000001,12.2,30.4,30.78,22.95,24.3,26.97,20.46,1.0,0.0,0.0,0.0,1.0,31.0,Curry,31.0,Poole,7.0,Curry,8.0,1.0,31.0
2021-12-07,12.2,7.0,30.78,30.4,24.3,24.3,20.46,27.28,2.0,0.0,0.0,1.0,,,,,,,,,,
2021-12-08,7.0,13.8,30.4,30.78,24.3,22.95,27.28,27.28,0.0,0.0,0.0,0.0,1.0,10.0,Curry,22.0,Green,10.0,Green,8.0,1.0,22.0
2021-12-09,13.8,7.0,30.78,27.36,22.95,22.05,27.28,22.94,0.0,0.0,0.0,0.0,,,,,,,,,,
2021-12-10,7.0,8.8,27.36,26.98,22.05,21.15,22.94,9.3,0.0,0.0,0.0,0.0,,,,,,,,,,
2021-12-11,8.8,25.74,26.98,24.32,21.15,23.97,9.3,14.28,0.0,0.0,0.0,0.0,0.0,9.0,Poole,23.0,Curry,9.0,Curry,5.0,0.0,
2021-12-12,25.74,9.62,24.32,26.24,23.97,28.05,14.28,23.8,1.0,0.0,0.0,0.0,,,,,,,,,,
2021-12-13,9.62,23.66,26.24,23.04,28.05,27.54,23.8,34.0,0.0,0.0,0.0,0.0,1.0,2.0,Curry,26.0,Green,9.0,Curry,6.0,1.0,26.0
2021-12-14,23.66,24.44,23.04,22.08,27.54,28.56,34.0,27.200000000000003,1.0,0.0,0.0,0.0,1.0,9.0,Curry,22.0,Green,11.0,Green,7.0,1.0,22.0
2021-12-15,24.44,7.54,22.08,21.12,28.56,29.58,27.200000000000003,30.94,2.0,0.0,0.0,2.0,,,,,,,,,,
2021-12-16,7.54,8.32,21.12,19.84,29.58,29.07,30.94,24.14,1.0,0.0,0.0,0.0,,,,,,,,,,
2021-12-17,8.32,18.2,19.84,17.6,29.07,27.03,24.14,12.58,1.0,0.0,0.0,0.0,1.0,4.0,Curry,30.0,Looney,10.0,Green,8.0,1.0,30.0
2021-12-18,18.2,11.4,17.6,11.73,27.03,31.35,12.58,5.0,0.0,0.0,0.0,0.0,0.0,19.0,Kuminga,26.0,Toscano-Anderson,10.0,Chiozza,7.0,0.0,
2021-12-19,11.4,6.6000000000000005,11.73,12.42,31.35,33.629999999999995,5.0,17.75,0.0,0.0,0.0,0.0,,,,,,,,,,
2021-12-20,6.6000000000000005,10.0,12.42,12.42,33.629999999999995,31.92,17.75,18.25,1.0,0.0,0.0,0.0,1.0,15.0,Curry,30.0,Green,11.0,Green,10.0,1.0,30.0
2021-12-21,10.0,5.800000000000001,12.42,11.04,31.92,31.92,18.25,18.25,0.0,0.0,0.0,0.0,,,,,,,,,,
2021-12-22,5.800000000000001,6.800000000000001,11.04,10.58,31.92,29.069999999999997,18.25,14.0,0.0,0.0,0.0,0.0,,,,,,,,,,
2021-12-23,6.800000000000001,13.4,10.58,9.66,29.069999999999997,56.99999999999999,14.0,8.0,1.0,0.0,0.0,0.0,1.0,9.0,Curry,46.0,Porter Jr.,9.0,Green,9.0,1.0,46.0
2021-12-24,13.4,13.2,9.66,7.82,56.99999999999999,39.33,8.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
2021-12-25,13.2,16.2,7.82,14.5,39.33,38.43,0.0,6.24,0.0,0.0,0.0,0.0,1.0,9.0,Curry,33.0,Looney,10.0,Green,10.0,1.0,33.0
2021-12-26,16.2,6.0,14.5,14.5,38.43,49.14,6.24,15.08,0.0,0.0,0.0,0.0,,,,,,,,,,
2021-12-27,6.0,6.6000000000000005,14.5,11.0,49.14,44.1,15.08,20.8,0.0,0.0,0.0,0.0,,,,,,,,,,
2021-12-28,6.6000000000000005,13.4,11.0,12.5,44.1,39.06,20.8,14.04,0.0,0.0,0.0,0.0,0.0,3.0,Curry,23.0,Wiggins,8.0,Curry,4.0,1.0,23.0
2021-12-29,13.4,6.4,12.5,11.25,39.06,36.54,14.04,15.34,1.0,0.0,0.0,2.0,,,,,,,,,,
2021-12-30,6.4,8.6,11.25,10.75,36.54,34.02,15.34,15.86,1.0,0.0,0.0,0.0,,,,,,,,,,
2021-12-31,8.6,4.2,10.75,9.25,34.02,39.06,15.86,6.24,0.0,0.0,0.0,0.0,,,,,,,,,,
2022-01-01,4.2,8.17,9.25,12.96,39.06,47.52,6.24,8.75,0.0,0.0,0.0,0.0,1.0,7.0,Curry,28.0,Porter Jr.,7.0,Curry,9.0,1.0,28.0
2022-01-02,8.17,3.42,12.96,11.88,47.52,52.8,8.75,19.25,1.0,0.0,0.0,0.0,,,,,,,,,,
2022-01-03,3.42,8.17,11.88,14.85,52.8,66.0,19.25,27.65,2.0,0.0,0.0,0.0,1.0,7.0,Poole,32.0,Green,8.0,Green,13.0,0.0,
2022-01-04,8.17,4.37,14.85,12.420000000000002,66.0,54.78,27.65,28.7,0.0,0.0,0.0,0.0,,,,,,,,,,
2022-01-05,4.37,6.2700000000000005,12.420000000000002,10.53,54.78,42.9,28.7,18.9,0.0,0.0,0.0,0.0,0.0,17.0,Wiggins,17.0,Payton II,11.0,Curry,5.0,0.0,
2022-01-06,6.2700000000000005,6.84,10.53,12.96,42.9,46.86,18.9,18.9,0.0,0.0,0.0,0.0,0.0,5.0,Wiggins,21.0,Looney,9.0,Iguodala,7.0,0.0,
2022-01-07,6.84,3.99,12.96,11.61,46.86,42.9,18.9,11.9,1.0,0.0,0.0,0.0,,,,,,,,,,
2022-01-08,3.99,14.72,11.61,10.0,42.9,36.96,11.9,10.92,2.0,0.0,0.0,0.0,,,,,,,,,,
2022-01-09,14.72,32.0,10.0,11.75,36.96,36.400000000000006,10.92,25.35,0.0,0.0,0.0,0.0,1.0,14.0,Curry,28.0,Looney,18.0,Curry,5.0,1.0,28.0
2022-01-10,32.0,7.04,11.75,10.75,36.400000000000006,37.52,25.35,21.84,1.0,0.0,0.0,0.0,,,,,,,,,,
2022-01-11,7.04,15.04,10.75,10.0,37.52,42.00000000000001,21.84,19.89,2.0,0.0,0.0,0.0,0.0,8.0,Curry,27.0,Curry,10.0,Curry,10.0,1.0,27.0
2022-01-12,15.04,7.36,10.0,12.25,42.00000000000001,43.120000000000005,19.89,31.59,1.0,0.0,0.0,0.0,,,,,,,,,,
2022-01-13,7.36,13.76,12.25,9.0,43.120000000000005,30.800000000000004,31.59,39.0,0.0,0.0,0.0,0.0,0.0,19.0,Wiggins,16.0,Curry,8.0,Curry,4.0,0.0,
2022-01-14,13.76,14.4,9.0,10.5,30.800000000000004,36.96,39.0,13.26,0.0,0.0,0.0,0.0,1.0,42.0,Kuminga,25.0,Looney,12.0,Bjelica,7.0,0.0,
2022-01-15,14.4,4.18,10.5,8.14,36.96,26.5,13.26,8.58,0.0,0.0,0.0,0.0,,,,,,,,,,
2022-01-16,4.18,5.7,8.14,9.46,26.5,30.5,8.58,14.19,1.0,0.0,0.0,0.0,0.0,20.0,Poole,20.0,Looney,12.0,Porter Jr.,4.0,0.0,
2022-01-17,5.7,3.99,9.46,8.8,30.5,31.0,14.19,19.8,0.0,0.0,0.0,0.0,,,,,,,,,,
2022-01-18,3.99,6.2700000000000005,8.8,8.36,31.0,32.5,19.8,18.81,1.0,0.0,0.0,0.0,1.0,16.0,Thompson,21.0,Kuminga,10.0,Curry,8.0,0.0,
2022-01-19,6.2700000000000005,3.42,8.36,7.7,32.5,30.5,18.81,24.75,1.0,0.0,0.0,1.0,,,,,,,,,,
2022-01-20,3.42,8.17,7.7,8.14,30.5,31.0,24.75,18.48,0.0,0.0,0.0,0.0,0.0,4.0,Curry,39.0,Looney,15.0,Curry,8.0,1.0,39.0
2022-01-21,8.17,7.41,8.14,9.24,31.0,28.0,18.48,8.58,1.0,0.0,0.0,1.0,1.0,2.0,Curry,22.0,Looney,12.0,Curry,12.0,1.0,22.0
2022-01-22,7.41,2.56,9.24,9.89,28.0,31.92,8.58,12.21,0.0,0.0,0.0,0.0,,,,,,,,,,
2022-01-23,2.56,5.6000000000000005,9.89,10.81,31.92,40.88,12.21,28.86,0.0,0.0,0.0,0.0,1.0,2.0,Poole,20.0,Porter Jr.,8.0,Curry,6.0,0.0,
2022-01-24,5.6000000000000005,2.24,10.81,8.51,40.88,34.160000000000004,28.86,25.9,1.0,0.0,0.0,1.0,,,,,,,,,,
2022-01-25,2.24,5.6000000000000005,8.51,8.05,34.160000000000004,35.84,25.9,19.61,0.0,0.0,0.0,0.0,1.0,38.0,Kuminga,22.0,Bjelica,10.0,Curry,7.0,0.0,
2022-01-26,5.6000000000000005,2.56,8.05,8.51,35.84,39.2,19.61,23.68,0.0,0.0,0.0,0.0,,,,,,,,,,
2022-01-27,2.56,6.5600000000000005,8.51,10.35,39.2,39.760000000000005,23.68,26.64,1.0,0.0,0.0,2.0,1.0,9.0,Curry,29.0,Curry,8.0,Curry,6.0,1.0,29.0
2022-01-28,6.5600000000000005,3.68,10.35,9.89,39.760000000000005,35.84,26.64,17.39,2.0,0.0,0.0,1.0,,,,,,,,,,
2022-01-29,3.68,10.4,9.89,26.0,35.84,42.6,17.39,7.82,1.0,0.0,0.0,0.0,1.0,4.0,Wiggins,24.0,Looney,15.0,Curry,8.0,0.0,
2022-01-30,10.4,3.4000000000000004,26.0,11.44,42.6,43.2,7.82,23.12,0.0,0.0,0.0,0.0,,,,,,,,,,
2022-01-31,3.4000000000000004,17.2,11.44,11.44,43.2,44.4,23.12,29.24,1.0,0.0,0.0,0.0,1.0,14.0,Curry,40.0,Looney,14.0,Curry,9.0,1.0,40.0
2022-02-01,17.2,16.8,11.44,11.7,44.4,43.8,29.24,22.44,2.0,0.0,0.0,2.0,1.0,4.0,Poole,31.0,Looney,12.0,Toscano-Anderson,7.0,0.0,
2022-02-02,16.8,8.0,11.7,11.96,43.8,47.4,22.44,26.180000000000003,0.0,0.0,0.0,0.0,,,,,,,,,,
2022-02-03,8.0,17.400000000000002,11.96,10.66,47.4,45.6,26.180000000000003,25.500000000000004,0.0,0.0,0.0,0.0,1.0,12.0,Thompson,23.0,Kuminga,7.0,Thompson,7.0,0.0,
2022-02-04,17.400000000000002,7.6,10.66,11.18,45.6,43.8,25.500000000000004,16.66,1.0,0.0,0.0,0.0,,,,,,,,,,
2022-02-05,7.6,6.29,11.18,11.96,43.8,44.1,16.66,16.400000000000002,0.0,0.0,0.0,0.0,,,,,,,,,,
2022-02-06,6.29,6.800000000000001,11.96,11.96,44.1,46.62,16.400000000000002,33.2,0.0,0.0,0.0,0.0,,,,,,,,,,
2022-02-07,6.800000000000001,12.920000000000002,11.96,12.48,46.62,47.25,33.2,36.8,0.0,0.0,0.0,0.0,1.0,12.0,Thompson,21.0,Curry,9.0,Curry,10.0,0.0,
2022-02-08,12.920000000000002,7.99,12.48,12.48,47.25,47.88,36.8,39.6,0.0,0.0,0.0,0.0,,,,,,,,,,
2022-02-09,7.99,12.58,12.48,13.26,47.88,40.32,39.6,28.4,1.0,0.0,0.0,0.0,0.0,26.0,Poole,18.0,Curry,7.0,Wiggins,4.0,0.0,
2022-02-10,12.58,13.43,13.26,11.96,40.32,46.62,28.4,32.0,1.0,0.0,0.0,0.0,0.0,2.0,Curry,35.0,Thompson,7.0,Curry,10.0,1.0,35.0
2022-02-11,13.43,6.800000000000001,11.96,14.04,46.62,43.47,32.0,22.4,1.0,0.0,0.0,0.0,,,,,,,,,,
2022-02-12,6.800000000000001,15.0,14.04,32.0,43.47,42.16,22.4,15.2,0.0,0.0,0.0,0.0,1.0,2.0,Thompson,33.0,Looney,12.0,Curry,8.0,0.0,
2022-02-13,15.0,5.3999999999999995,32.0,21.12,42.16,46.92,15.2,25.46,0.0,0.0,0.0,0.0,,,,,,,,,,
2022-02-14,5.3999999999999995,12.3,21.12,18.56,46.92,56.440000000000005,25.46,33.82,1.0,0.0,0.0,0.0,0.0,15.0,Curry,33.0,Porter Jr.,8.0,Looney,5.0,1.0,33.0
2022-02-15,12.3,5.25,18.56,18.24,56.440000000000005,60.52,33.82,38.0,0.0,0.0,0.0,0.0,,,,,,,,,,
2022-02-16,5.25,10.5,18.24,16.96,60.52,60.52,38.0,31.16,1.0,0.0,0.0,0.0,0.0,1.0,Curry,25.0,Looney,9.0,Curry,6.0,1.0,25.0
2022-02-17,10.5,4.05,16.96,17.6,60.52,57.8,31.16,36.86,2.0,0.0,0.0,5.0,,,,,,,,,,
2022-02-18,4.05,3.75,17.6,18.24,57.8,52.36000000000001,36.86,18.24,1.0,0.0,0.0,0.0,,,,,,,,,,
2022-02-19,3.75,2.5,18.24,15.08,52.36000000000001,51.12,18.24,16.919999999999998,0.0,0.0,0.0,0.0,,,,,,,,,,
2022-02-20,2.5,2.7,15.08,16.38,51.12,57.51,16.919999999999998,22.68,0.0,0.0,0.0,0.0,,,,,,,,,,
2022-02-21,2.7,2.2,16.38,13.78,57.51,69.58,22.68,32.04,1.0,0.0,0.0,0.0,,,,,,,,,,
2022-02-22,2.2,2.7,13.78,13.26,69.58,71.0,32.04,28.799999999999997,1.0,0.0,0.0,0.0,,,,,,,,,,
2022-02-23,2.7,3.3000000000000003,13.26,12.48,71.0,63.19,28.799999999999997,27.72,0.0,0.0,0.0,0.0,,,,,,,,,,
2022-02-24,3.3000000000000003,7.1000000000000005,12.48,11.7,63.19,56.8,27.72,35.28,0.0,0.0,0.0,0.0,1.0,37.0,Curry,18.0,Kuminga,8.0,Curry,14.0,1.0,18.0
2022-02-25,7.1000000000000005,3.4000000000000004,11.7,11.96,56.8,52.54,35.28,16.919999999999998,1.0,0.0,0.0,0.0,,,,,,,,,,
2022-02-26,3.4000000000000004,7.05,11.96,16.38,52.54,51.099999999999994,16.919999999999998,13.68,1.0,0.0,0.0,0.0,,,,,,,,,,
2022-02-27,7.05,12.0,16.38,12.74,51.099999999999994,60.9,13.68,29.52,0.0,0.0,0.0,0.0,0.0,6.0,Curry,27.0,Looney,10.0,Curry,10.0,1.0,27.0
2022-02-28,12.0,5.3999999999999995,12.74,24.7,60.9,53.9,29.52,27.72,0.0,0.0,0.0,0.0,,,,,,,,,,
2022-03-01,5.3999999999999995,9.3,24.7,22.62,53.9,57.4,27.72,27.72,0.0,0.0,0.0,0.0,0.0,15.0,Curry,34.0,Wiggins,7.0,Looney,5.0,1.0,34.0
2022-03-02,9.3,5.25,22.62,21.58,57.4,57.4,27.72,24.48,0.0,0.0,0.0,0.0,,,,,,,,,,
2022-03-03,5.25,9.9,21.58,20.8,57.4,53.2,24.48,27.72,0.0,0.0,0.0,0.0,0.0,9.0,Poole,23.0,Looney,9.0,Curry,9.0,0.0,
2022-03-04,9.9,5.3999999999999995,20.8,20.02,53.2,49.0,27.72,18.72,0.0,0.0,0.0,0.0,,,,,,,,,,
2022-03-05,5.3999999999999995,17.0,20.02,21.85,49.0,57.72,18.72,16.34,0.0,0.0,0.0,0.0,0.0,8.0,Curry,30.0,Porter Jr.,10.0,Poole,5.0,1.0,30.0
2022-03-06,17.0,5.78,21.85,19.32,57.72,65.52,16.34,24.32,0.0,0.0,0.0,0.0,,,,,,,,,,
2022-03-07,5.78,11.05,19.32,19.09,65.52,71.76,24.32,30.4,1.0,0.0,0.0,3.0,0.0,7.0,Poole,32.0,Looney,11.0,Chiozza,8.0,0.0,
2022-03-08,11.05,12.07,19.09,20.47,71.76,76.44,30.4,38.0,2.0,0.0,0.0,4.0,1.0,15.0,Kuminga,21.0,Wiggins,11.0,Kuminga,6.0,0.0,
2022-03-09,12.07,6.29,20.47,18.86,76.44,78.0,38.0,25.08,0.0,0.0,0.0,0.0,,,,,,,,,,
2022-03-10,6.29,13.090000000000002,18.86,17.94,78.0,67.86,25.08,29.26,1.0,0.0,0.0,1.0,1.0,11.0,Curry,34.0,Curry,9.0,Poole,7.0,1.0,34.0
2022-03-11,13.090000000000002,6.800000000000001,17.94,19.78,67.86,67.08,29.26,19.38,1.0,0.0,0.0,0.0,,,,,,,,,,
2022-03-12,6.800000000000001,15.47,19.78,22.56,67.08,56.24,19.38,10.88,0.0,0.0,0.0,0.0,1.0,13.0,Thompson,38.0,Kuminga,11.0,Curry,8.0,0.0,
2022-03-13,15.47,6.630000000000001,22.56,21.119999999999997,56.24,63.64,10.88,20.06,0.0,0.0,0.0,0.0,,,,,,,,,,
2022-03-14,6.630000000000001,13.090000000000002,21.119999999999997,22.08,63.64,61.42,20.06,25.16,1.0,0.0,0.0,0.0,1.0,14.0,Curry,47.0,Kuminga,8.0,Curry,6.0,1.0,47.0
2022-03-15,13.090000000000002,6.800000000000001,22.08,19.92,61.42,58.46,25.16,29.58,1.0,1.0,0.0,0.0,,,,,,,,,,
2022-03-16,6.800000000000001,14.62,19.92,21.119999999999997,58.46,56.24,29.58,22.78,1.0,0.0,0.0,0.0,0.0,22.0,Poole,29.0,Looney,8.0,Looney,4.0,0.0,
2022-03-17,14.62,5.2700000000000005,21.119999999999997,20.88,56.24,51.06,22.78,22.78,0.0,0.0,0.0,0.0,,,,,,,,,,
2022-03-18,5.2700000000000005,5.44,20.88,20.64,51.06,48.1,22.78,11.22,1.0,0.0,0.0,0.0,,,,,,,,,,
2022-03-19,5.44,4.68,20.64,22.77,48.1,48.989999999999995,11.22,13.32,0.0,0.0,0.0,0.0,,,,,,,,,,
2022-03-20,4.68,7.0200000000000005,22.77,19.78,48.989999999999995,53.129999999999995,13.32,27.75,0.0,0.0,0.0,0.0,0.0,2.0,Poole,28.0,Porter Jr.,16.0,Bjelica,6.0,0.0,
2022-03-21,7.0200000000000005,5.07,19.78,20.47,53.129999999999995,58.65,27.75,28.86,1.0,0.0,0.0,2.0,,,,,,,,,,
2022-03-22,5.07,7.54,20.47,19.32,58.65,54.51,28.86,27.75,0.0,0.0,0.0,0.0,0.0,4.0,Poole,26.0,Porter Jr.,15.0,Green,7.0,0.0,
2022-03-23,7.54,6.76,19.32,19.09,54.51,51.059999999999995,27.75,29.23,0.0,0.0,0.0,0.0,1.0,14.0,Poole,30.0,Looney,16.0,Poole,9.0,0.0,
2022-03-24,6.76,5.2,19.09,18.630000000000003,51.059999999999995,43.47,29.23,27.38,0.0,0.0,0.0,0.0,,,,,,,,,,
2022-03-25,5.2,7.0200000000000005,18.630000000000003,19.55,43.47,41.4,27.38,16.65,1.0,0.0,0.0,0.0,0.0,11.0,Thompson,37.0,Looney,8.0,Poole,10.0,0.0,
2022-03-26,7.0200000000000005,5.88,19.55,24.0,41.4,47.52,16.65,11.88,0.0,0.0,0.0,0.0,,,,,,,,,,
2022-03-27,5.88,4.92,24.0,18.0,47.52,49.5,11.88,22.44,0.0,0.0,0.0,0.0,0.0,8.0,Poole,26.0,Porter Jr.,11.0,Green,6.0,0.0,
2022-03-28,4.92,5.3999999999999995,18.0,18.72,49.5,48.18,22.44,24.75,0.0,0.0,0.0,0.0,0.0,28.0,Poole,25.0,Kuminga,7.0,Kuminga,4.0,0.0,
2022-03-29,5.3999999999999995,3.5999999999999996,18.72,20.88,48.18,54.120000000000005,24.75,23.76,0.0,0.0,0.0,0.0,,,,,,,,,,
