Date,JPMorgan Chase_unscaled,JPMorgan Chase_monthly,isPartial,scale,JPMorgan Chase
2024-02-03,52,37.0,,0.37,19.24
2024-02-04,43,39.0,False,0.39,16.77
2024-02-05,63,39.0,,0.39,24.57
2024-02-06,91,39.0,,0.39,35.49
2024-02-07,86,39.0,,0.39,33.54
2024-02-08,80,39.0,,0.39,31.200000000000003
2024-02-09,77,39.0,,0.39,30.03
2024-02-10,52,39.0,,0.39,20.28
2024-02-11,39,37.0,False,0.37,14.43
2024-02-12,62,37.0,,0.37,22.94
2024-02-13,77,37.0,,0.37,28.49
2024-02-14,90,37.0,,0.37,33.3
2024-02-15,84,37.0,,0.37,31.08
2024-02-16,72,37.0,,0.37,26.64
2024-02-17,38,37.0,,0.37,14.06
2024-02-18,27,37.0,False,0.37,9.99
2024-02-19,51,37.0,,0.37,18.87
2024-02-20,85,37.0,,0.37,31.45
2024-02-21,77,37.0,,0.37,28.49
2024-02-22,100,37.0,,0.37,37.0
2024-02-23,76,37.0,,0.37,28.12
2024-02-24,50,37.0,,0.37,18.5
2024-02-25,39,37.0,False,0.37,14.43
2024-02-26,74,37.0,,0.37,27.38
2024-02-27,88,37.0,,0.37,32.56
2024-02-28,76,37.0,,0.37,28.12
2024-02-29,65,37.0,,0.37,24.05
2024-03-01,66,37.0,,0.37,24.419999999999998
2024-03-02,53,37.0,,0.37,19.61
2024-03-03,44,37.0,False,0.37,16.28
2024-03-04,86,37.0,,0.37,31.82
2024-03-05,88,37.0,,0.37,32.56
2024-03-06,92,37.0,,0.37,34.04
2024-03-07,80,37.0,,0.37,29.6
2024-03-08,71,37.0,,0.37,26.27
2024-03-09,45,37.0,,0.37,16.65
2024-03-10,34,38.0,False,0.38,12.92
2024-03-11,83,38.0,,0.38,31.54
2024-03-12,100,38.0,,0.38,38.0
2024-03-13,91,38.0,,0.38,34.58
2024-03-14,77,38.0,,0.38,29.26
2024-03-15,81,38.0,,0.38,30.78
2024-03-16,40,38.0,,0.38,15.2
2024-03-17,27,36.0,False,0.36,9.719999999999999
2024-03-18,84,36.0,,0.36,30.24
2024-03-19,98,36.0,,0.36,35.28
2024-03-20,83,36.0,,0.36,29.88
2024-03-21,75,36.0,,0.36,27.0
2024-03-22,68,36.0,,0.36,24.48
2024-03-23,52,36.0,,0.36,18.72
2024-03-24,56,35.0,False,0.35,19.599999999999998
2024-03-25,71,35.0,,0.35,24.849999999999998
2024-03-26,68,35.0,,0.35,23.799999999999997
2024-03-27,78,35.0,,0.35,27.299999999999997
2024-03-28,83,35.0,,0.35,29.049999999999997
2024-03-29,62,35.0,,0.35,21.7
2024-03-30,59,35.0,,0.35,20.65
2024-03-31,27,36.0,False,0.36,9.719999999999999
2024-04-01,20,36.0,,0.36,7.199999999999999
2024-04-02,21,36.0,,0.36,7.56
2024-04-03,20,36.0,,0.36,7.199999999999999
2024-04-04,22,36.0,,0.36,7.92
2024-04-05,19,36.0,,0.36,6.84
2024-04-06,8,36.0,,0.36,2.88
2024-04-07,8,84.0,False,0.84,6.72
2024-04-08,20,84.0,,0.84,16.8
2024-04-09,100,84.0,,0.84,84.0
2024-04-10,70,84.0,,0.84,58.8
2024-04-11,29,84.0,,0.84,24.36
2024-04-12,27,84.0,,0.84,22.68
2024-04-13,12,84.0,,0.84,10.08
2024-04-14,9,41.0,False,0.41,3.69
2024-04-15,23,41.0,,0.41,9.43
2024-04-16,26,41.0,,0.41,10.66
2024-04-17,20,41.0,,0.41,8.2
2024-04-18,25,41.0,,0.41,10.25
2024-04-19,19,41.0,,0.41,7.789999999999999
2024-04-20,10,41.0,,0.41,4.1
2024-04-21,8,36.0,False,0.36,2.88
2024-04-22,20,36.0,,0.36,7.199999999999999
2024-04-23,15,36.0,,0.36,5.3999999999999995
2024-04-24,25,36.0,,0.36,9.0
2024-04-25,23,36.0,,0.36,8.28
2024-04-26,14,36.0,,0.36,5.04
2024-04-27,13,36.0,,0.36,4.68
2024-04-28,9,36.0,False,0.36,3.2399999999999998
2024-04-29,19,36.0,,0.36,6.84
2024-04-30,21,36.0,,0.36,7.56
2024-05-01,62,36.0,,0.36,22.32
2024-05-02,62,36.0,,0.36,22.32
2024-05-03,77,36.0,,0.36,27.72
2024-05-04,45,36.0,,0.36,16.2
2024-05-05,48,35.0,False,0.35,16.799999999999997
2024-05-06,61,35.0,,0.35,21.349999999999998
2024-05-07,62,35.0,,0.35,21.7
2024-05-08,56,35.0,,0.35,19.599999999999998
2024-05-09,66,35.0,,0.35,23.099999999999998
2024-05-10,82,35.0,,0.35,28.7
2024-05-11,40,35.0,,0.35,14.0
2024-05-12,31,36.0,False,0.36,11.16
2024-05-13,78,36.0,,0.36,28.08
2024-05-14,79,36.0,,0.36,28.439999999999998
2024-05-15,72,36.0,,0.36,25.919999999999998
2024-05-16,57,36.0,,0.36,20.52
2024-05-17,63,36.0,,0.36,22.68
2024-05-18,39,36.0,,0.36,14.04
2024-05-19,27,36.0,False,0.36,9.719999999999999
2024-05-20,78,36.0,,0.36,28.08
2024-05-21,71,36.0,,0.36,25.56
2024-05-22,78,36.0,,0.36,28.08
2024-05-23,63,36.0,,0.36,22.68
2024-05-24,66,36.0,,0.36,23.759999999999998
2024-05-25,39,36.0,,0.36,14.04
2024-05-26,0,40.0,False,0.4,0.0
2024-05-27,35,40.0,,0.4,14.0
2024-05-28,89,40.0,,0.4,35.6
2024-05-29,100,40.0,,0.4,40.0
2024-05-30,88,40.0,,0.4,35.2
2024-05-31,93,40.0,,0.4,37.2
2024-06-01,52,40.0,,0.4,20.8
2024-06-02,33,41.0,False,0.41,13.53
2024-06-03,100,41.0,,0.41,41.0
2024-06-04,86,41.0,,0.41,35.26
2024-06-05,97,41.0,,0.41,39.769999999999996
2024-06-06,83,41.0,,0.41,34.03
2024-06-07,77,41.0,,0.41,31.569999999999997
2024-06-08,41,41.0,,0.41,16.81
2024-06-09,38,40.0,False,0.4,15.200000000000001
2024-06-10,69,40.0,,0.4,27.6
2024-06-11,82,40.0,,0.4,32.800000000000004
2024-06-12,92,40.0,,0.4,36.800000000000004
2024-06-13,77,40.0,,0.4,30.8
2024-06-14,83,40.0,,0.4,33.2
2024-06-15,50,40.0,,0.4,20.0
2024-06-16,49,38.0,False,0.38,18.62
2024-06-17,94,38.0,,0.38,35.72
2024-06-18,86,38.0,,0.38,32.68
2024-06-19,81,38.0,,0.38,30.78
2024-06-20,75,38.0,,0.38,28.5
2024-06-21,62,38.0,,0.38,23.56
2024-06-22,54,38.0,,0.38,20.52
2024-06-23,39,39.0,False,0.39,15.21
2024-06-24,74,39.0,,0.39,28.86
2024-06-25,90,39.0,,0.39,35.1
2024-06-26,83,39.0,,0.39,32.370000000000005
2024-06-27,77,39.0,,0.39,30.03
2024-06-28,94,39.0,,0.39,36.660000000000004
2024-06-29,40,39.0,,0.39,15.600000000000001
2024-06-30,35,38.0,False,0.38,13.3
2024-07-01,86,38.0,,0.38,32.68
2024-07-02,63,38.0,,0.38,23.94
2024-07-03,100,38.0,,0.38,38.0
2024-07-04,38,38.0,,0.38,14.44
2024-07-05,65,38.0,,0.38,24.7
2024-07-06,54,38.0,,0.38,20.52
2024-07-07,51,41.0,False,0.41,20.91
2024-07-08,82,41.0,,0.41,33.62
2024-07-09,73,41.0,,0.41,29.93
2024-07-10,73,41.0,,0.41,29.93
2024-07-11,81,41.0,,0.41,33.21
2024-07-12,71,41.0,,0.41,29.11
2024-07-13,51,41.0,,0.41,20.91
2024-07-14,29,43.0,False,0.43,12.47
2024-07-15,92,43.0,,0.43,39.56
2024-07-16,99,43.0,,0.43,42.57
2024-07-17,86,43.0,,0.43,36.98
2024-07-18,78,43.0,,0.43,33.54
2024-07-19,72,43.0,,0.43,30.96
2024-07-20,45,43.0,,0.43,19.35
2024-07-21,39,39.0,False,0.39,15.21
2024-07-22,82,39.0,,0.39,31.98
2024-07-23,74,39.0,,0.39,28.86
2024-07-24,76,39.0,,0.39,29.64
2024-07-25,93,39.0,,0.39,36.27
2024-07-26,64,39.0,,0.39,24.96
2024-07-27,33,39.0,,0.39,12.870000000000001
2024-07-28,41,41.0,False,0.41,16.81
2024-07-29,87,41.0,,0.41,35.669999999999995
2024-07-30,77,41.0,,0.41,31.569999999999997
2024-07-31,78,41.0,,0.41,31.979999999999997
2024-08-01,86,41.0,,0.41,35.26
2024-08-02,76,41.0,,0.41,31.159999999999997
2024-08-03,45,41.0,,0.41,18.45
2024-08-04,33,39.0,False,0.39,12.870000000000001
2024-08-05,88,39.0,,0.39,34.32
2024-08-06,79,39.0,,0.39,30.810000000000002
2024-08-07,80,39.0,,0.39,31.200000000000003
2024-08-08,84,39.0,,0.39,32.76
2024-08-09,76,39.0,,0.39,29.64
2024-08-10,36,39.0,,0.39,14.040000000000001
2024-08-11,37,36.0,False,0.36,13.32
2024-08-12,61,36.0,,0.36,21.96
2024-08-13,74,36.0,,0.36,26.64
2024-08-14,68,36.0,,0.36,24.48
2024-08-15,82,36.0,,0.36,29.52
2024-08-16,66,36.0,,0.36,23.759999999999998
2024-08-17,35,36.0,,0.36,12.6
2024-08-18,49,39.0,False,0.39,19.11
2024-08-19,70,39.0,,0.39,27.3
2024-08-20,78,39.0,,0.39,30.42
2024-08-21,82,39.0,,0.39,31.98
2024-08-22,71,39.0,,0.39,27.69
2024-08-23,78,39.0,,0.39,30.42
2024-08-24,41,39.0,,0.39,15.99
2024-08-25,37,41.0,False,0.41,15.17
2024-08-26,66,41.0,,0.41,27.06
2024-08-27,100,41.0,,0.41,41.0
2024-08-28,79,41.0,,0.41,32.39
2024-08-29,77,41.0,,0.41,31.569999999999997
2024-08-30,72,41.0,,0.41,29.52
2024-08-31,58,41.0,,0.41,23.779999999999998
2024-09-01,39,41.0,False,0.41,15.989999999999998
2024-09-02,60,41.0,,0.41,24.599999999999998
2024-09-03,96,41.0,,0.41,39.36
2024-09-04,89,41.0,,0.41,36.489999999999995
2024-09-05,96,41.0,,0.41,39.36
2024-09-06,75,41.0,,0.41,30.749999999999996
2024-09-07,50,41.0,,0.41,20.5
2024-09-08,35,39.0,False,0.39,13.65
2024-09-09,90,39.0,,0.39,35.1
2024-09-10,91,39.0,,0.39,35.49
2024-09-11,78,39.0,,0.39,30.42
2024-09-12,95,39.0,,0.39,37.050000000000004
2024-09-13,69,39.0,,0.39,26.91
2024-09-14,50,39.0,,0.39,19.5
2024-09-15,33,40.0,False,0.4,13.200000000000001
2024-09-16,84,40.0,,0.4,33.6
2024-09-17,88,40.0,,0.4,35.2
2024-09-18,100,40.0,,0.4,40.0
2024-09-19,87,40.0,,0.4,34.800000000000004
2024-09-20,66,40.0,,0.4,26.400000000000002
2024-09-21,58,40.0,,0.4,23.200000000000003
2024-09-22,38,40.0,False,0.4,15.200000000000001
2024-09-23,93,40.0,,0.4,37.2
2024-09-24,81,40.0,,0.4,32.4
2024-09-25,86,40.0,,0.4,34.4
2024-09-26,85,40.0,,0.4,34.0
2024-09-27,88,40.0,,0.4,35.2
2024-09-28,55,40.0,,0.4,22.0
2024-09-29,44,42.0,False,0.42,18.48
2024-09-30,82,42.0,,0.42,34.44
2024-10-01,72,42.0,,0.42,30.24
2024-10-02,69,42.0,,0.42,28.98
2024-10-03,100,42.0,,0.42,42.0
2024-10-04,88,42.0,,0.42,36.96
2024-10-05,49,42.0,,0.42,20.58
2024-10-06,31,37.0,False,0.37,11.47
2024-10-07,64,37.0,,0.37,23.68
2024-10-08,77,37.0,,0.37,28.49
2024-10-09,68,37.0,,0.37,25.16
2024-10-10,55,37.0,,0.37,20.35
2024-10-11,70,37.0,,0.37,25.9
2024-10-12,36,37.0,,0.37,13.32
2024-10-13,29,39.0,False,0.39,11.31
2024-10-14,64,39.0,,0.39,24.96
2024-10-15,82,39.0,,0.39,31.98
2024-10-16,79,39.0,,0.39,30.810000000000002
2024-10-17,71,39.0,,0.39,27.69
2024-10-18,69,39.0,,0.39,26.91
2024-10-19,46,39.0,,0.39,17.94
2024-10-20,35,37.0,False,0.37,12.95
2024-10-21,65,37.0,,0.37,24.05
2024-10-22,73,37.0,,0.37,27.009999999999998
2024-10-23,72,37.0,,0.37,26.64
2024-10-24,68,37.0,,0.37,25.16
2024-10-25,65,37.0,,0.37,24.05
2024-10-26,35,37.0,,0.37,12.95
2024-10-27,34,41.0,False,0.41,13.94
2024-10-28,68,41.0,,0.41,27.88
2024-10-29,92,41.0,,0.41,37.72
2024-10-30,89,41.0,,0.41,36.489999999999995
2024-10-31,72,41.0,,0.41,29.52
2024-11-01,82,41.0,,0.41,33.62
2024-11-02,50,41.0,,0.41,20.5
2024-11-03,48,36.0,False,0.36,17.28
2024-11-04,82,36.0,,0.36,29.52
2024-11-05,53,36.0,,0.36,19.08
2024-11-06,70,36.0,,0.36,25.2
2024-11-07,77,36.0,,0.36,27.72
2024-11-08,77,36.0,,0.36,27.72
2024-11-09,41,36.0,,0.36,14.76
2024-11-10,33,37.0,False,0.37,12.209999999999999
2024-11-11,63,37.0,,0.37,23.31
2024-11-12,80,37.0,,0.37,29.6
2024-11-13,85,37.0,,0.37,31.45
2024-11-14,79,37.0,,0.37,29.23
2024-11-15,72,37.0,,0.37,26.64
2024-11-16,36,37.0,,0.37,13.32
2024-11-17,28,41.0,False,0.41,11.479999999999999
2024-11-18,85,41.0,,0.41,34.85
2024-11-19,100,41.0,,0.41,41.0
2024-11-20,74,41.0,,0.41,30.34
2024-11-21,74,41.0,,0.41,30.34
2024-11-22,94,41.0,,0.41,38.54
2024-11-23,49,41.0,,0.41,20.09
2024-11-24,33,34.0,False,0.34,11.22
2024-11-25,73,34.0,,0.34,24.82
2024-11-26,75,34.0,,0.34,25.500000000000004
2024-11-27,84,34.0,,0.34,28.560000000000002
2024-11-28,39,34.0,,0.34,13.260000000000002
2024-11-29,58,34.0,,0.34,19.720000000000002
2024-11-30,67,34.0,,0.34,22.78
2024-12-01,45,46.0,False,0.46,20.7
2024-12-02,97,46.0,,0.46,44.620000000000005
2024-12-03,100,46.0,,0.46,46.0
2024-12-04,78,46.0,,0.46,35.88
2024-12-05,70,46.0,,0.46,32.2
2024-12-06,47,46.0,,0.46,21.62
2024-12-07,39,46.0,,0.46,17.94
2024-12-08,31,38.0,False,0.38,11.78
2024-12-09,54,38.0,,0.38,20.52
2024-12-10,60,38.0,,0.38,22.8
2024-12-11,63,38.0,,0.38,23.94
2024-12-12,66,38.0,,0.38,25.080000000000002
2024-12-13,66,38.0,,0.38,25.080000000000002
2024-12-14,38,38.0,,0.38,14.44
2024-12-15,33,39.0,False,0.39,12.870000000000001
2024-12-16,61,39.0,,0.39,23.79
2024-12-17,65,39.0,,0.39,25.35
2024-12-18,71,39.0,,0.39,27.69
2024-12-19,56,39.0,,0.39,21.84
2024-12-20,64,39.0,,0.39,24.96
2024-12-21,36,39.0,,0.39,14.040000000000001
2024-12-22,30,34.0,False,0.34,10.200000000000001
2024-12-23,78,34.0,,0.34,26.520000000000003
2024-12-24,48,34.0,,0.34,16.32
2024-12-25,28,34.0,,0.34,9.520000000000001
2024-12-26,54,34.0,,0.34,18.360000000000003
2024-12-27,68,34.0,,0.34,23.12
2024-12-28,33,34.0,,0.34,11.22
2024-12-29,28,36.0,False,0.36,10.08
2024-12-30,58,36.0,,0.36,20.88
2024-12-31,51,36.0,,0.36,18.36
2025-01-01,11,36.0,,0.36,3.96
2025-01-02,23,36.0,,0.36,8.28
2025-01-03,20,36.0,,0.36,7.199999999999999
2025-01-04,16,36.0,,0.36,5.76
2025-01-05,11,92.0,False,0.92,10.120000000000001
2025-01-06,20,92.0,,0.92,18.400000000000002
2025-01-07,86,92.0,,0.92,79.12
2025-01-08,100,92.0,,0.92,92.0
2025-01-09,27,92.0,,0.92,24.84
2025-01-10,34,92.0,,0.92,31.28
2025-01-11,23,92.0,,0.92,21.16
2025-01-12,22,55.0,False,0.55,12.100000000000001
2025-01-13,31,55.0,,0.55,17.05
2025-01-14,34,55.0,,0.55,18.700000000000003
2025-01-15,29,55.0,,0.55,15.950000000000001
2025-01-16,28,55.0,,0.55,15.400000000000002
2025-01-17,26,55.0,,0.55,14.3
2025-01-18,18,55.0,,0.55,9.9
2025-01-19,14,45.0,False,0.45,6.3
2025-01-20,15,45.0,,0.45,6.75
2025-01-21,27,45.0,,0.45,12.15
2025-01-22,30,45.0,,0.45,13.5
2025-01-23,31,45.0,,0.45,13.950000000000001
2025-01-24,31,45.0,,0.45,13.950000000000001
2025-01-25,16,45.0,,0.45,7.2
2025-01-26,10,45.0,False,0.45,4.5
2025-01-27,28,45.0,,0.45,12.6
2025-01-28,27,45.0,,0.45,12.15
2025-01-29,22,45.0,,0.45,9.9
2025-01-30,25,45.0,,0.45,11.25
2025-01-31,25,45.0,,0.45,11.25
2025-02-01,34,45.0,,0.45,15.3
2025-02-02,45,47.0,False,0.47,21.15
2025-02-03,61,47.0,,0.47,28.669999999999998
2025-02-04,77,47.0,,0.47,36.19
2025-02-05,79,47.0,,0.47,37.129999999999995
2025-02-06,74,47.0,,0.47,34.78
2025-02-07,77,47.0,,0.47,36.19
2025-02-08,50,47.0,,0.47,23.5
2025-02-09,28,52.0,False,0.52,14.56
2025-02-10,70,52.0,,0.52,36.4
2025-02-11,80,52.0,,0.52,41.6
2025-02-12,89,52.0,,0.52,46.28
2025-02-13,100,52.0,,0.52,52.0
2025-02-14,78,52.0,,0.52,40.56
2025-02-15,69,52.0,,0.52,35.88
2025-02-16,56,51.0,False,0.51,28.560000000000002
2025-02-17,61,51.0,,0.51,31.11
2025-02-18,85,51.0,,0.51,43.35
2025-02-19,75,51.0,,0.51,38.25
2025-02-20,90,51.0,,0.51,45.9
2025-02-21,74,51.0,,0.51,37.74
2025-02-22,54,51.0,,0.51,27.54
2025-02-23,39,51.0,False,0.51,19.89
2025-02-24,91,51.0,,0.51,46.410000000000004
2025-02-25,78,51.0,,0.51,39.78
2025-02-26,78,51.0,,0.51,39.78
2025-02-27,70,51.0,,0.51,35.7
2025-02-28,66,51.0,,0.51,33.660000000000004
2025-03-01,59,51.0,,0.51,30.09
2025-03-02,42,46.0,False,0.46,19.32
2025-03-03,76,46.0,,0.46,34.96
2025-03-04,89,46.0,,0.46,40.940000000000005
2025-03-05,93,46.0,,0.46,42.78
2025-03-06,73,46.0,,0.46,33.58
2025-03-07,92,46.0,,0.46,42.32
2025-03-08,53,46.0,,0.46,24.380000000000003
2025-03-09,46,45.0,False,0.45,20.7
2025-03-10,88,45.0,,0.45,39.6
2025-03-11,100,45.0,,0.45,45.0
2025-03-12,85,45.0,,0.45,38.25
2025-03-13,82,45.0,,0.45,36.9
2025-03-14,80,45.0,,0.45,36.0
2025-03-15,53,45.0,,0.45,23.85
2025-03-16,52,44.0,False,0.44,22.88
2025-03-17,82,44.0,,0.44,36.08
2025-03-18,84,44.0,,0.44,36.96
2025-03-19,100,44.0,,0.44,44.0
2025-03-20,79,44.0,,0.44,34.76
2025-03-21,78,44.0,,0.44,34.32
2025-03-22,54,44.0,,0.44,23.76
2025-03-23,44,42.0,False,0.42,18.48
2025-03-24,78,42.0,,0.42,32.76
2025-03-25,71,42.0,,0.42,29.82
2025-03-26,91,42.0,,0.42,38.22
2025-03-27,87,42.0,,0.42,36.54
2025-03-28,87,42.0,,0.42,36.54
2025-03-29,40,42.0,,0.42,16.8
2025-03-30,53,52.0,False,0.52,27.560000000000002
2025-03-31,72,52.0,,0.52,37.44
2025-04-01,83,52.0,,0.52,43.160000000000004
2025-04-02,91,52.0,,0.52,47.32
2025-04-03,82,52.0,,0.52,42.64
2025-04-04,92,52.0,,0.52,47.84
2025-04-05,46,52.0,,0.52,23.92
2025-04-06,54,46.0,False,0.46,24.84
2025-04-07,77,46.0,,0.46,35.42
2025-04-08,81,46.0,,0.46,37.260000000000005
2025-04-09,76,46.0,,0.46,34.96
2025-04-10,72,46.0,,0.46,33.120000000000005
2025-04-11,100,46.0,,0.46,46.0
2025-04-12,43,46.0,,0.46,19.78
2025-04-13,44,44.0,False,0.44,19.36
