title,date,excerpt,url,author
"Warriors Archive: Where and When to Watch 'Making of a Champion', presented by HPE",2020-05-15T23:58:00Z,"Warriors Archive: Making of a Champion, presented by Hewlett Packard Enterprise, will include 15 games from 2010-15, featuring five memorable performances from each of Stephen Curry, Klay Thompson and Draymond Green leading up to the trio winning their first title together in 2015. Each game will stream on facebook.com/warriors , available to all fans in the Bay Area.",https://www.nba.com/warriors/news-blogs/warriors-archive-making-of-a-champion-20200515,gswdgrinfelds
"Warriors Archive: Making of a Champion, Presented by Hewlett Packard Enterprise, to Premiere Monday, May 18",2020-05-13T20:11:00Z,"The Golden State Warriors have announced that Warriors Archive: Making of a Champion, presented by Hewlett Packard Enterprise, will premiere on Monday, May 18 at 7 p.m. (PDT) on facebook.com/warriors, available to all fans in the Bay Area. HPE is the official connected experiences partner of the Warriors.",https://www.nba.com/warriors/news/warriors-archive-making-of-champion-20200513,Andy Fahey
Warriors in the Community Announces COVID-19 Impact Strategy,2020-05-12T17:29:00Z,"The Golden State Warriors, Santa Cruz Warriors, Golden Guardians and the Warriors Community Foundation have announced a joint-effort COVID-19 Impact Strategy as part of the organization’s ongoing Warriors In The Community effort.",https://www.nba.com/warriors/news/warriors-covid-19-impact-strategy-20200512,Andy Fahey
Santa Cruz Warriors Release Limited Edition T-Shirt,2020-05-12T17:11:14Z,"The Santa Cruz Warriors, the official NBA G League affiliate of the Golden State Warriors, announced today that they have partnered with Something Inked to produce a limited edition t-shirt that will be sold between May 12-29, with proceeds benefiting the Community Foundation Santa Cruz County COVID-19 Local Response Fund .",https://www.nba.com/warriors/news/scw-t-shirt-20200512,gswdgrinfelds
"Warriors Community Foundation, Hewlett Packard Enterprise Announce $250,000 Contribution to Oakland and San Francisco Unified School Districts",2020-05-05T17:26:00Z,"In honor of National Teacher Appreciation Day, the Warriors Community Foundation and Hewlett Packard Enterprise (HPE) have announced a $250,000 contribution to the Oakland and San Francisco Unified School Districts to aid in COVID-19 relief efforts, which includes a $100,000 contribution from Warriors Head Coach Steve Kerr.",https://www.nba.com/warriors/news/foundation-hpe-donations-sf-oakland-school-districts-20200505,Andy Fahey
Warriors Classics: Where and When to Watch,2020-05-03T21:34:00Z,"Just because the 2019-20 NBA season is on hold doesn’t mean you have to be without Warriors basketball. Tune-in to a series of re-aired classic Warriors games to relive memorable matchups in franchise history, including some playoff games from “We Believe” season on the Warriors Facebook page every Monday, Wednesday, Friday and Saturday.",https://www.nba.com/warriors/news-blogs/warriors-classics-20200503,Golden State Warriors
Warriors Classics: Where and When to Watch,2020-04-27T16:31:00Z,"Just because the 2019-20 NBA season is on hold doesn’t mean you have to be without Warriors basketball. Tune-in to a series of re-aired classic Warriors games to relive memorable matchups in franchise history, including key games that began the “We Believe” era on the Warriors Facebook page every Monday, Wednesday, Friday and Saturday. Sunday, April 26 | 6 a.m. | NBA TV GSW vs. SAC - January 23, 2015 | Klay Thompson’s 37-Point Quarter",https://www.nba.com/warriors/news-blogs/warriors-classics-20200427,Golden State Warriors
"Northern California Sports Teams, NBC Sports Bay Area, NBC Sports California and Timbuk2 Team Up to Donate Face Masks and Bandanas Amid Covid-19 Pandemic",2020-04-24T19:08:00Z,"NBC Sports Bay Area and NBC Sports California, together with its team partners – NBA’s Golden State Warriors and Sacramento Kings, MLB’s San Francisco Giants and Oakland A’s, NHL’s San Jose Sharks, MLS’s San Jose Earthquakes and NFL’s San Francisco 49ers, along with the teams’ apparel and merchandise partner Fanatics – and San Francisco-based bag manufacturer Timbuk2 have teamed up to donate 50,000 face masks and bandanas to Northern California health care providers in response to the COVID-19 pandemic.",https://www.nba.com/warriors/news/norcal-teams-nbcsports-donate-face-masks-20200424,Andy Fahey
Warriors Archive: Where and When to Watch ‘We Believe’,2020-04-22T22:31:00Z,"The 2006-07 We Believe run is a celebrated time in Warriors franchise history, as the underrated Dubs relentlessly chased, and celebrated, playoff history. The We Believe team achieved an unimaginable run just to get to the postseason, ending a 13-year playoff drought, and they continued that journey with a 4-2 first round playoff series victory over the Dallas Mavericks, becoming the first eight-seed to defeat a one-seed in a best-of-seven playoff series.",https://www.nba.com/warriors/news-blogs/warriors-archive-we-believe-20200422,Golden State Warriors
"Warriors Archive: We Believe, Presented by Rakuten, to Stream Classic Games",2020-04-21T17:00:00Z,,https://www.nba.com/warriors/news/warriors-archive-we-believe-20200421,Andy Fahey
"Warriors Hoops for Kids, Presented by Salesforce, Donates $500,000 to Bay Area Youth",2020-04-21T16:45:00Z,"The Warriors Community Foundation, in partnership with Salesforce, Pacific Gas and Electric Company (PG&amp;E), the Koret Foundation and Taube Philanthropies, has granted a total of $500,000 to eight Bay Area non-profit organizations, equating to $62,500 each, as part of the Warriors’ Hoops For Kids Program, it was announced today.",https://www.nba.com/warriors/news/hoops-for-kids-20200421,gswdgrinfelds
Warriors Classics: Where and When to Watch,2020-04-20T16:23:00Z,"Just because the 2019-20 NBA season is on hold doesn’t mean you have to be without Warriors basketball. Tune-in to a series of re-aired classic Warriors games to relive some critical games in franchise history. Additionally this week, reflect on some key games that began the “We Believe” era as select games from the 2006-07 season are shown on Facebook.",https://www.nba.com/warriors/news-blogs/warriors-classics-20200420,Golden State Warriors
Warriors Classics: Where and When to Watch,2020-04-13T23:30:00Z,"Just because the 2019-20 NBA season is on hold doesn’t mean you have to be without Warriors basketball. Tune-in to a series of re-aired classic Warriors games to relive some of the greatest moments in franchise history. Monday, April 13 | 8 p.m. | NBC Sports Bay Area / MyTeams App 2017 NBA Finals: Game 1; Warriors Win 2017 NBA Finals Opener",https://www.nba.com/warriors/news-blogs/warriors-classics-20200413,Golden State Warriors
Warriors Classics: Where and When to Watch,2020-04-08T01:32:00Z,"Just because the 2019-20 NBA season is on hold doesn’t mean you have to be without Warriors basketball. Tune-in to a series of re-aired classic Warriors games to relive some of the greatest moments in franchise history. Tuesday, April 7 | 2 p.m. | NBA TV 2018 NBA Finals: Game 3; Warriors Take 3-0 NBA Finals Lead",https://www.nba.com/warriors/news-blogs/warriors-classics-20200407,Golden State Warriors
Warriors Classics: Where and When to Watch,2020-04-02T19:04:00Z,"Just because the 2019-20 NBA season is on hold doesn’t mean you have to be without Warriors basketball. Tune-in to a series of re-aired classic Warriors games to relive some of the greatest moments in franchise history. Thursday, April 2 | 8 p.m. | NBC Sports Bay Area / MyTeams App 2015 Western Conference Finals: Warriors vs. Rockets - 5/27/15; Warriors Advance to NBA Finals",https://www.nba.com/warriors/news/warriors-classics-20200402,Golden State Warriors
Warriors Basketball Academy and Warriors Dance Team Launch Virtual Workout Programs,2020-03-26T03:00:00Z,"The Golden State Warriors today announced Warriors Basketball Academy and the Warriors Dance Team will host virtual fitness programming, including live basketball drills and dance choreography, beginning tomorrow on Instagram Live. Through these classes, instructors from Warriors Basketball Academy and members of the Warriors Dance Team will aim to provide fans with exciting ways to stay active and engaged while practicing social distancing.",https://www.nba.com/warriors/news/virtual-workouts-20200325,Andy Fahey
Warriors Community Foundation to Establish COVID-19 Disaster Relief Fund,2020-03-14T01:54:00Z,"The NBA announced on March 11 that the 2019-20 season would be suspended until further notice due to the coronavirus pandemic. In effort to support those in our community adversely affected by the pandemic, we have established a Disaster Relief Fund. In part, the fund will provide assistance to employees who work games at Chase Center who are adversely impacted by the loss of games. The Warriors employ more than 1,000 part-time employees who work in various functions at each game, including food service, security, guest services, custodial and more.",https://www.nba.com/warriors/news/covid19-disaster-relief-fund-20200313,Andy Fahey
"Warriors Ownership, Players and Coaches to Contribute $1 Million to Disaster Relief Fund for Part-Time Chase Center Employees",2020-03-14T01:45:00Z,"In an effort to assist those impacted by the NBA’s unforeseen suspension in play, the Warriors ownership, players and coaches have pledged to donate $1 million to a disaster relief fund established by the Warriors Community Foundation. The fund will provide assistance to employees who work games at Chase Center who are adversely impacted by the loss of games. The Warriors employ more than 1,000 part-time employees who work in various functions at each game, including food service, security, guest services, custodial and more.",https://www.nba.com/warriors/news/relief-fund-20200313,Andy Fahey
Statement From The Golden State Warriors,2020-03-12T03:07:00Z,"As we noted earlier today , with the escalating situation surrounding COVID-19, we find ourselves in a rapidly-changing environment by the day, if not the hour. We have seen that precise scenario unfold over the course of today and we completely support the NBA’s decision to suspend our season until further notice. The health and safety of our fans, staff and players has always been, and always will be, our top priority.",https://www.nba.com/warriors/news/nba-season-suspended-20200311,Andy Fahey
Warriors Statement On Chase Center Events,2020-03-11T18:11:00Z,"Due to escalating concerns about the spread of COVID-19 and in consultation with the City and County of San Francisco, the Golden State Warriors announced today that tomorrow night’s game vs. the Brooklyn Nets at Chase Center will be played without fans. In addition, all events through March 21 will be cancelled or postponed at this time. Fans with tickets to Thursday and Saturday night’s games will receive a refund in the amount paid.",https://www.nba.com/warriors/news/statement-chase-center-events-20200311,Andy Fahey
Warriors Sign Mychal Mulder to Multi-Year Contract,2020-03-10T18:08:00Z,"The Golden State Warriors have signed guard Mychal Mulder to a multi-year contract, the team announced today. Per team policy, terms of the agreement were not released.. Mulder, 25, averaged 12.3 points, 3.2 rebounds and 1.3 assists in 29.5 minutes over six games (two starts) during his initial 10-day stint with Golden State. The rookie guard hit 16 total three-pointers, including five threes in a win at Denver on March 3. He scored a career-high 18 points in a win over Philadelphia on March 7.",https://www.nba.com/warriors/news/mychal-mulder-warriors-contract-20200310,Golden State Warriors
Stephen Curry Status Update,2020-03-08T00:49:05Z,"From Warriors Team Physician, Dr. Robert Nied: This morning Stephen Curry was diagnosed with influenza A by a positive viral testing. We have identified his probable source contact who is not part of basketball operations. He has no specific risk factors for COVID-19. He has the seasonal flu. We have begun treatment for Stephen and instituted our team protocol for influenza exposure.",https://www.nba.com/warriors/news/curry-update-20200307,Andy Fahey
Kevon Looney Status Update,2020-03-08T00:46:09Z,"Warriors forward Kevon Looney, who has missed the last three (3) games with left hip soreness, will be re-evaluated again in three (3) weeks. He has been experiencing ongoing symptoms, so the decision was made to provide him additional time to give him the best chance for a full resolution.",https://www.nba.com/warriors/news/looney-update-20200307,Andy Fahey
Warriors Statement on COVID-19 Concerns,2020-03-07T01:42:07Z,We are aware of the recommendations made today by San Francisco Department of Public Health. We are continuing to monitor the situation and the guidelines of the Centers for Disease Control and Prevention (CDC). Tomorrow’s Warriors game against the Philadelphia 76ers at Chase Center will continue as scheduled.,https://www.nba.com/warriors/news/statement-coronavirus-concerns-20200306,Andy Fahey
Warriors Sign Center Dragan Bender to Second 10-Day Contract,2020-03-05T18:56:57Z,"The Golden State Warriors have signed center Dragan Bender (DRAHG-an) to a second 10-day contract, the team announced today. Bender, 22, initially signed a 10-day contract with Golden State on Feb. 23. In six games with the Warriors, he averaged 7.5 points, 6.3 rebounds and 1.8 assists in 23.3 minutes. Originally selected by the Phoenix Suns with the fourth overall pick in the 2016 NBA Draft, Bender owns career averages of 5.3 points, 3.8 rebounds, 1.2 assists and 20.1 minutes in 184 games (67 starts) over four seasons with Phoenix, Milwaukee and Golden State.",https://www.nba.com/warriors/news/warriors-dragan-bender-20200305,gswdgrinfelds
Warriors Recall Forward Alen Smailagić from Santa Cruz,2020-03-04T23:11:00Z,"The Golden State Warriors have recalled forward Alen Smailagić from the team’s G League affiliate in Santa Cruz, the team announced today. Smailagić has appeared in 19 games (17 starts) with Santa Cruz this season, posting averages of 15.2 points on 51.2 percent from the field to go with 6.1 rebounds and 1.4 assists in 25.9 minutes per game. The rookie forward has appeared in 14 games for Golden State, averaging 4.2 points on 50.0 percent from the field to go with 1.9 rebounds and 1.0 assists in 9.9 minutes per game.",https://www.nba.com/warriors/news/warriors-recall-smailagic-20200304,gswdgrinfelds
Warriors Sign Guard Chasson Randle to 10-Day Contract,2020-03-03T18:29:00Z,"The Golden State Warriors have signed guard Chasson Randle (CHASE-in) to a 10-day contract, the team announced today.",https://www.nba.com/warriors/news/chasson-randle-20200303,Golden State Warriors
Warriors Recall Stephen Curry from Santa Cruz,2020-03-02T21:48:00Z,"The Golden State Warriors have recalled guard Stephen Curry from the team’s G League affiliate in Santa Cruz, the team announced today. Curry, who has been out since suffering a broken left hand on October 30, practiced with the team in Santa Cruz today. He owns averages of 20.3 points, 6.5 assists, 5.0 rebounds and 28.0 minutes in four games with Golden State this season.",https://www.nba.com/warriors/news/curry-recalled-from-scw-20200302,Andy Fahey
Warriors Assign Stephen Curry and Alen Smailagić to Santa Cruz,2020-03-02T18:43:19Z,"The Golden State Warriors have assigned guard Stephen Curry and forward Alen Smailagić to the team’s G League affiliate in Santa Cruz, the team announced today. Curry, who has been out since suffering a broken left hand on October 30, will practice with the team in Santa Cruz today. He owns averages of 20.3 points, 6.5 assists, 5.0 rebounds and 28.0 minutes in four games with Golden State this season.",https://www.nba.com/warriors/news/curry-smailagic-assigned-scw-20200302,Andy Fahey
Warriors Recall Forward Alen Smailagić from Santa Cruz,2020-03-02T00:41:49Z,"The Golden State Warriors have recalled forward Alen Smailagić from the team’s G League affiliate in Santa Cruz, the team announced today. Smailagić has played in 19 games (17 starts) with Santa Cruz this season, posting averages of 15.2 points on 51.2 percent shooting from the field to go with 6.1 rebounds and 1.4 assists in 25.9 minutes per game. The rookie forward has appeared in 14 games for Golden State, averaging 4.2 points on 50.0 percent from the field to go along with 1.9 rebounds and 1.0 assists in 9.9 minutes per game.",https://www.nba.com/warriors/news/warriors-recall-smailagic-scw-20200301,Andy Fahey
Ky Bowman Injury Update,2020-03-01T01:49:00Z,"Warriors guard Ky Bowman, who suffered a sprained right ankle with 1:11 remaining in the fourth quarter of Thursday’s game against the Los Angeles Lakers, underwent an MRI in the Bay Area yesterday. The MRI confirmed a lateral ankle sprain. The injury will be monitored over the next few days, at which point an update will be provided.",https://www.nba.com/warriors/news/ky-bowman-update-20200229,gswdgrinfelds
Stephen Curry Injury Update – 2/29,2020-02-29T18:31:05Z,Warriors guard Stephen Curry continues to make good progress in his recovery from a broken left hand suffered on October 30 vs. Phoenix and remains on-schedule for a return to play at some point in March. He is now participating in full scrimmages with the team and is scheduled to practice with the Santa Cruz Warriors on Monday.,https://www.nba.com/warriors/news/stephen-curry-update-20200229,gswdgrinfelds
"Warriors to Celebrate Women’s Empowerment Month, Presented by Chase, in March",2020-02-28T21:24:00Z,"The Golden State Warriors today announced events and activations planned for the team’s Women’s Empowerment Month, presented by Chase. The events will be focused on celebrating and supporting women and girls in the community though the team’s campaign platform, She Believes.",https://www.nba.com/warriors/news/womens-empowerment-month-20200228,Andy Fahey
Warriors Sign Guard Mychal Mulder to 10-Day Contract,2020-02-27T19:40:00Z,"The Golden State Warriors have signed guard Mychal Mulder to a 10-day contract, the team announced today.",https://www.nba.com/warriors/news/mychal-mulder-20200227,Golden State Warriors
Warriors Assign Forward Alen Smailagić to Santa Cruz,2020-02-24T22:31:00Z,"The Golden State Warriors have assigned forward Alen Smailagić to the team’s G League affiliate in Santa Cruz, the team announced today. Smailagić has played in 18 games (16 starts) with Santa Cruz this season, posting averages of 15.8 points on 51.2 percent shooting from the field to go with 6.2 rebounds, 1.4 assists and 1.00 steal in 26.7 minutes per game. The rookie forward has appeared in 14 games for Golden State, averaging 4.2 points on 50.0 percent from the field to go along with 1.9 rebounds and 1.0 assists in 9.9 minutes per game.",https://www.nba.com/warriors/news/warriors-assign-smailagic-20200224,gswdgrinfelds
Warriors Sign Center Dragan Bender to 10-Day Contract,2020-02-23T19:56:40Z,"The Golden State Warriors have signed center Dragan Bender (DRAHG-an) to a 10-day contract, the team announced today.",https://www.nba.com/warriors/news/warriors-dragan-bender-20200223,gswdgrinfelds
Warriors Assign Forward Alen Smailagić to Santa Cruz,2020-02-22T21:45:00Z,"The Golden State Warriors have assigned forward Alen Smailagić to the team’s G League affiliate in Santa Cruz, the team announced today. Smailagić has played in 17 games (15 starts) with Santa Cruz this season, posting averages of 16.3 points on 51.8 percent shooting from the field and 35.1 percent from beyond the arc to go with 6.1 rebounds, 1.4 assists and 1.00 steals in 26.3 minutes per game. The rookie forward has appeared in 13 games for Golden State, averaging 4.5 points on 52.6 percent from the field to go along with 2.1 rebounds in 10.0 minutes per game.",https://www.nba.com/warriors/news/warriors-assign-alen-smailagic-20200222,gswdgrinfelds
NBA Announces Warriors at Lakers Schedule Change,2020-02-21T23:06:00Z,"The National Basketball Association announced today that the Golden State Warriors game at the Los Angeles Lakers, originally scheduled for Thursday, April 9 at Staples Center, has been changed to Tuesday, April 7, with tip-off scheduled for 7 p.m. The game will air exclusively on TNT, with radio coverage on 95.7 The Game.",https://www.nba.com/warriors/news/warriors-schedule-change-20200221,Golden State Warriors
Klay Thompson Injury Update,2020-02-21T03:24:00Z,"Warriors guard Klay Thompson, who suffered a torn left ACL during Game 6 of the NBA Finals on June 13, 2019 and has subsequently missed the first 55 games of the 2019-20 season, was re-evaluated in recent days. The evaluation confirmed that Thompson is making good progress and is right on track with his rehabilitation timeline. He will not play the remainder of this season, but is expected to return to action for the Warriors when the team’s 2020-21 training camp begins in late September.",https://www.nba.com/warriors/news/thompson-injury-update-20200220,Golden State Warriors
Chalk Talk with Stephen Curry,2020-02-10T22:30:00Z,"Following Saturday night’s Warriors-Lakers game, Stephen Curry joined season ticket members on the Chase Center court for an exclusive postgame Chalk Talk. The discussion, moderated by Warriors broadcaster Bob Fitzgerald ,touched on the current “state of Steph”, the importance of maintaining culture and what he anticipates for the Dubs in the foreseeable future.",https://www.nba.com/warriors/news-blogs/chalk-talk-steph-curry-20200210,Golden State Warriors
"Stephen Curry, Draymond Green and Klay Thompson Among USA Basketball’s 44 Finalists for 2020 U.S. Olympic Men’s Team",2020-02-10T17:39:00Z,"Warriors guards Stephen Curry and Klay Thompson and forward Draymond Green are among the 44 finalists for the 2020 U.S. Olympic Men’s Basketball Team, it was announced today. The official 12-member 2020 U.S. Olympic Men's Basketball Team roster will be announced later this year. Curry is a two-time FIBA World Cup gold medalist, representing the United States in 2010 and 2014. Green won an Olympic gold medal with Team USA at the 2016 Olympic Games in Rio de Janeiro, while Thompson earned an Olympic gold medal in 2016 and a FIBA World Cup gold medal in 2014.",https://www.nba.com/warriors/news/curry-green-thompson-usa-olympic-finalists-20200210,Andy Fahey
Warriors Sign Guards Zach Norvell Jr. and Jeremy Pargo to 10-Day Contracts,2020-02-08T16:11:00Z,"The Golden State Warriors have signed Zach Norvell Jr. and Jeremy Pargo to 10-day contracts, the team announced today.",https://www.nba.com/warriors/news/pargo-norvell-10day-contracts-20200208,Andy Fahey
"Warriors Sign Ky Bowman, Marquese Chriss and Juan Toscano-Anderson to Contracts",2020-02-07T20:53:00Z,"The Golden State Warriors have signed Ky Bowman, Marquese Chriss and Juan Toscano-Anderson to contracts, the team announced today. Bowman, 22, has appeared in 37 games (10 starts) for the Warriors this season, averaging 7.3 points, 2.5 rebounds and 2.8 assists in 22.4 minutes per game. The rookie guard has appeared in 12 games (all starts) with Golden State’s G League affiliate, the Santa Cruz Warriors, tallying averages of 14.5 points, 5.9 rebounds, 5.5 assists and 1.25 steals in 31.7 minutes.",https://www.nba.com/warriors/news/bowman-chriss-toscano-anderson-signed-20200207,Andy Fahey
Warriors Recall Froward Alen Smailagić from Santa Cruz,2020-02-07T02:39:28Z,"The Golden State Warriors have recalled forward Alen Smailagić from the team’s G League affiliate in Santa Cruz, the team announced today. Smailagić has played in 17 games (15 starts) with Santa Cruz this season, posting averages of 16.3 points, 6.1 rebounds, 1.3 assists, 1.06 steals and 1.00 block in 26.3 minutes per game (51.8 FG%, 35.1 3FG%). The rookie forward has appeared in nine games for Golden State, averaging 4.7 points and 2.4 rebounds in 10.3 minutes per game.",https://www.nba.com/warriors/news/alen-smailagic-recalled-20200206,gswdgrinfelds
Warriors Acquire Andrew Wiggins & 2021 First and Second Round Draft Picks From Minnesota,2020-02-06T22:40:00Z,"The Golden State Warriors have acquired Andrew Wiggins, a 2021 first round draft pick (top 3 protected) and a 2021 second round draft pick from the Minnesota Timberwolves in exchange for guards Jacob Evans III and D’Angelo Russell and forward Omari Spellman, the team announced today.",https://www.nba.com/warriors/news/warriors-acquire-wiggins-20200206,Golden State Warriors
Warriors Trade Alec Burks and Glenn Robinson III to Philadelphia 76ers,2020-02-06T19:14:00Z,"The Golden State Warriors have traded guards Alec Burks and Glenn Robinson III to the Philadelphia 76ers in exchange for three second round draft picks, the team announced today. The draft choices acquired by Golden State include a 2020 second round pick via Dallas, a 2021 second round pick via Denver and a 2022 second-round pick via Toronto.",https://www.nba.com/warriors/news/burks-robinson-traded-philadelphia-20200206,Andy Fahey
Warriors Community Foundation and PepsiCo to Unveil Refurbished Court in San Francisco,2020-02-05T22:38:00Z,"The Golden State Warriors and PepsiCo will reveal a newly refurbished basketball court at Westside Courts on Thursday, February 6, it was announced today. Former Warriors player and community ambassador Adonal Foyle and San Francisco Mayor London Breed will be in attendance for the court dedication ceremony at Westside Courts, located at 2501 Sutter Street.",https://www.nba.com/warriors/news/court-refurbishment-20200205,Andy Fahey
Stephen Curry Injury Update - 2/1/20,2020-02-01T23:35:00Z,"Warriors guard Stephen Curry, who suffered a fractured left hand on October 30 against the Phoenix Suns, has made good progress during his rehabilitation over the last several weeks and continues to expand his individual on-court work each week. He will be re-evaluated again in four (4) weeks and we are hopeful, based on continued progress, that he will return to action at some point in March.",https://www.nba.com/warriors/news/stephen-curry-update-20200201,gswdgrinfelds
Warriors Launch Beyond28 Campaign To Tip Off Black History Month,2020-01-31T22:27:00Z,"The Golden State Warriors today unveiled Beyond28, a year-round campaign and platform that will celebrate and highlight Black History. Launching in February and continuing throughout the year, Beyond28 is founded on the premise that Black History and Culture is something that should be celebrated year-round, not just contained in the month of February, which is typically only 28 days.",https://www.nba.com/warriors/news/warriors-black-history-month-20200131,Golden State Warriors
Warriors Forward Eric Paschall Selected to Play in 2020 NBA Rising Stars Game,2020-01-31T17:31:00Z,"Golden State Warriors rookie forward Eric Paschall has been selected to participate in the 2020 NBA Rising Stars Game on Friday, February 14 at United Center in Chicago, the league announced today.",https://www.nba.com/warriors/news/paschall-rising-stars-20200131,Andy Fahey
Warriors Announce Launch of Warriors Basketball Academy,2020-01-31T00:00:21Z,"The Golden State Warriors today announced the launch and rebranding of Warriors youth basketball camps as Warriors Basketball Academy, which includes an expansion of the team’s youth basketball efforts across the Bay Area, a significant increase in scholarship programs for underserved Bay Area youth basketball camp attendees, and upgrades to its Oakland campus to provide additional skill development options for camp participants. The re-opening of the East Bay facility, which is located at the team’s Oakland headquarters, marks the first NBA team-owned facility in the U.S.",https://www.nba.com/warriors/news/warriors-basketball-academy-launch-20200130,Andy Fahey
Alec Burks Changes Jersey Number “Out of Respect” for the Late Kobe Bryant,2020-01-30T20:56:00Z,"In the days following the tragic passing of Kobe Bryant, players across the league have decided to honor the NBA legend by changing their jersey numbers. Warriors wing Alec Burks, who began the season wearing No. 8, has switched his jersey number to No. 20, and that change is expected to debut this evening in Boston.",https://www.nba.com/warriors/news/alec-burks-changes-jersey-20200130,Golden State Warriors
Warriors to Adopt Malcolm X Academy Elementary School,2020-01-30T20:00:00Z,"The Golden State Warriors today announced that the franchise has adopted Malcolm X Academy through the San Francisco Education Fund’s Circle of Schools program. The adoption, a dedicated commitment from the Warriors to support the Malcolm X community, will include new programming to cater to the needs of the students, tutoring programs, career days and exploration opportunities and various giving events to provide items (household items, clothing, gifts), to the families of the school.",https://www.nba.com/warriors/news/warriors-adopt-malcolm-x-academy-20200130,Andy Fahey
Warriors Recall Guard Jacob Evans III From Santa Cruz,2020-01-28T03:01:00Z,"The Golden State Warriors have recalled guard Jacob Evans III from the team’s G League affiliate in Santa Cruz, the team announced today. Evans III appeared in two games (all starts) for Santa Cruz, averaging 12.0 points, 6.5 rebounds, 2.5 assists, 1.5 steals and one block in 30.8 minutes per game. He was originally assigned by Golden State on January 23, 2020. In 22 games with Golden State this season Evans III is averaging 4.4 points, 1.5 rebounds and 1.0 assists in 15.0 minutes",https://www.nba.com/warriors/news/warriors-recall-evans-20200127,Golden State Warriors
Warriors Statement on the Passing of Kobe Bryant,2020-01-26T23:15:00Z,"We were incredibly saddened and shocked to learn about the tragic passing of Kobe Bryant and his daughter, Gianna, earlier today in the Los Angeles area. Kobe was one of the iconic players in the history of the NBA and touched fans in every market, including the Bay Area, for 20 years. His unquenchable desire and drive to be the best elevated him to a level that few have ever reached and enabled him to leave a legacy that will be celebrated for generations. We extend our thoughts and prayers to his family, the entire Lakers organization and his legion of fans around the world.",https://www.nba.com/warriors/news/statement-kobe-bryant-passing-20190126,Andy Fahey
Warriors Trade Willie Cauley-Stein to Dallas,2020-01-25T20:12:53Z,"The Golden State Warriors have traded center Willie Cauley-Stein to Dallas in exchange for a 2020 second round draft pick (via Utah), the team announced today. Cauley-Stein, 26, has appeared in 41 games (37 starts) for the Warriors this season, averaging 7.9 points, 6.2 rebounds, 1.5 assists, 1.22 blocks and 1.10 steals in 22.9 minutes per game. He originally signed with Golden State as a free agent on July 8, 2019.",https://www.nba.com/warriors/news/warriors-trade-willie-cauley-stein-20200125,gswdgrinfelds
Warriors Assign Guard Jacob Evans III To Santa Cruz,2020-01-24T01:18:51Z,"The Golden State Warriors have assigned guard Jacob Evans III to the team’s G League affiliate in Santa Cruz, the team announced today. Evans III has appeared in 22 games with Golden State this season, averaging 4.4 points, 1.5 rebounds and 1.0 assists in 15.0 minutes. The second-year guard appeared in 21 games (16 starts) with Santa Cruz during the 2018-19 season, tallying averages of 11.3 points, 3.4 rebounds and 2.5 assists in 26.1 minutes. Santa Cruz hosts the Wisconsin Herd at 7 p.m. tomorrow night at Kaiser Permanente Arena.",https://www.nba.com/warriors/news/warriors-assign-evans-20200123,Golden State Warriors
"Warriors, Chase to Launch Financial Gameplan to Address Financial Health and Wellness in Bay Area Youth",2020-01-23T18:00:00Z,"The Golden State Warriors, in partnership with Chase Center naming rights partner JPMorgan Chase, have announced the formation of Financial Gameplan, a four-month program that tips off in late January to educate Bay Area teens on the importance of financial empowerment.",https://www.nba.com/warriors/news/warriors-chase-financial-gameplan-20200123,Andy Fahey
Klay Thompson's Jersey Retired by Washington State,2020-01-18T23:21:00Z,"In a ceremony held on Saturday, Klay Thompson had his jersey retired by Washington State University. His No. 1 will now hang in the rafters at Beasley Coliseum in Pullman, Washington as just the second jersey retired by the school along with Steve Puidokas.",https://www.nba.com/warriors/news/klay-thompson-jersey-retired-wsu-20200118,gswdgrinfelds
Warriors Assign Forward Alen Smailagić to Santa Cruz,2020-01-18T00:01:31Z,"The Golden State Warriors have assigned forward Alen Smailagić to the team’s G League affiliate in Santa Cruz, the team announced today. Smailagić has played in 12 games (10 starts) with Santa Cruz this season, posting averages of 16.8 points on 51.0 percent shooting from the field and 37.5 percent from beyond the arc, 5.9 rebounds, 1.2 assists and 1.08 steals in 25.5 minutes per game. The rookie forward has appeared in nine games for Golden State, averaging 4.7 points, while shooting 55.2 percent from the field, to go along with 2.4 rebounds in 10.3 minutes per game.",https://www.nba.com/warriors/news/warriors-assign-smailagic-20200117,gswdgrinfelds
Jacob Evans Injury Update,2020-01-16T21:36:47Z,"Warriors guard Jacob Evans III, who exited Tuesday’s game against the Dallas Mavericks with 4:38 remaining in the second quarter after being elbowed in the face, suffered a concussion and a broken nose as the result of the contact. Per NBA rules, he will enter the league’s concussion protocol and, upon his return, will wear a protective mask until his nose has healed.",https://www.nba.com/warriors/news/evans-injury-update-20200116,Andy Fahey
Warriors Sign Marquese Chriss To Two-Way Contract,2020-01-15T18:53:00Z,"The Golden State Warriors have signed free agent forward Marquese Chriss to a Two-Way contract, the team announced today.",https://www.nba.com/warriors/news/warriors-sign-chriss-twoway-20200115,Golden State Warriors
Warriors Sign Damion Lee to Multi-Year Contract,2020-01-15T18:52:36Z,"The Golden State Warriors have signed guard Damion Lee to a multi-year contract, the team announced today. Lee signed a Two-Way contract with the team on July 31, 2019.",https://www.nba.com/warriors/news/damion-lee-warriors-contract-20100115,gswdgrinfelds
