title,date,excerpt,url,author
Warriors Suffer First Defeat of Season in Portland,2025-10-25T04:35:00Z,The Golden State Warriors fell 139-119 against the Portland Trail Blazers at Moda Center on Friday night in the second night of a back-to-back.,https://www.nba.com/warriors/news/gameday-recap-20251024,Golden State Warriors
Warriors & Audacy’s 95.7 The Game Announce Multi-Year Contract Extension,2025-10-23T23:00:00Z,"The Golden State Warriors have signed a multi-year contract extension with their flagship radio station, 95.7 The Game (KGMZ-FM), an Audacy station.",https://www.nba.com/warriors/news/warriors-audacys-95-7-the-game-announce-multi-year-contract-extension-20251023,Golden State Warriors
Warriors Announce 2025-26 Opening Night Roster,2025-10-21T01:44:49Z,The Golden State Warriors have announced their 2025-26 Opening Night roster prior to Tuesday’s season opener at the Los Angeles Lakers. ,https://www.nba.com/warriors/news/warriors-announce-2025-26-opening-night-roster-20251020,Kalyb Champion
Warriors Unveil 2025-26 NBA City Edition Uniform,2025-10-20T15:45:00Z,"The Golden State Warriors have unveiled their 2025-26 Nike NBA City Edition Uniform, it was announced today. In addition, the team has launched The Town Edition, presented by Rakuten, a campaign celebrating a fan-favorite Warriors uniform and honoring the City of Oakland.",https://www.nba.com/warriors/news/warriors-unveil-2025-26-nba-city-edition-uniform-20251020,Golden State Warriors
Warriors Waive Guards LJ Cryer & Seth Curry,2025-10-18T17:05:48Z,"The Golden State Warriors have waived guards LJ Cryer and Seth Curry, it was announced Saturday.",https://www.nba.com/warriors/news/warriors-waive-guards-lj-cryer-seth-curry-20251018,Kalyb Champion
Warriors Waive Marques Bolden and Taevion Kinsey,2025-10-15T16:10:42Z,"The Golden State Warriors have waived center Marques Bolden and guard Taevion Kinsey, it was announced Wednesday.",https://www.nba.com/warriors/news/warriors-waive-marques-bolden-and-taevion-kinsey-20251015,Golden State Warriors
Brandin Podziemski Scores Game-High 23 Points as Warriors Fall to Lakers in Preseason Matchup,2025-10-13T03:50:00Z,The Golden State Warriors fell 126-116 to the Los Angeles Lakers at Crypto.com Arena on Sunday night in a preseason matchup.,https://www.nba.com/warriors/news/gameday-recap-20251012,Golden State Warriors
Warriors Sign Free Agent Guard Seth Curry,2025-10-01T18:05:20Z,"The Golden State Warriors have signed free agent guard Seth Curry to a contract, it was announced Wednesday.",https://www.nba.com/warriors/news/warriors-sign-free-agent-guard-seth-curry-20251001,Kalyb Champion
Warriors Sign Free Agent Guard De’Anthony Melton,2025-10-01T17:50:54Z,"The Golden State Warriors have signed free agent guard De’Anthony Melton to a contract, it was announced Wednesday.",https://www.nba.com/warriors/news/warriors-sign-free-agent-guard-deanthony-melton-20251001,Kalyb Champion
Warriors Sign Free Agent Center Al Horford,2025-10-01T16:16:59Z,"The Golden State Warriors have signed free agent center Al Horford to a contract, it was announced Wednesday.",https://www.nba.com/warriors/news/warriors-sign-free-agent-center-al-horford-20251001,Kalyb Champion
Warriors Re-Sign Forward Jonathan Kuminga,2025-10-01T03:34:37Z,"The Golden State Warriors have re-signed forward Jonathan Kuminga, it was announced Tuesday.",https://www.nba.com/warriors/news/warriors-re-sign-forward-jonathan-kuminga-20250930,Kalyb Champion
"Warriors Waive Ja’Vier Francis, Chance McMillian & Jacksen Moni",2025-09-29T23:10:00Z,"The Golden State Warriors have waived forward Ja’Vier Francis, guard Chance McMillian and forward Jacksen Moni, it was announced today.",https://www.nba.com/warriors/news/francis-mcmillian-moni-waived-20250929,Golden State Warriors
Warriors Sign Pat Spencer to Two-Way Contract,2025-09-29T20:13:00Z,"The Golden State Warriors have signed guard Pat Spencer to a two-way contract, it was announced today.",https://www.nba.com/warriors/news/pat-spencer-signs-two-way-contract-20250929,Golden State Warriors
"Warriors Sign Marques Bolden, LJ Cryer and Taevion Kinsey",2025-09-29T18:58:00Z,"The Golden State Warriors have signed free agent center Marques Bolden along with guards LJ Cryer and Taevion Kinsey, it was announced today.",https://www.nba.com/warriors/news/bolden-cryer-kinsey-signed-20250929,Golden State Warriors
Warriors Sign Alex Toohey to Two-Way Contract,2025-09-29T17:57:00Z,"The Golden State Warriors have signed forward Alex Toohey to a two-way contract, it was announced today.",https://www.nba.com/warriors/news/alex-toohey-signs-two-way-contract-20250929,Golden State Warriors
"Warriors Sign Ja'Vier Francis, Chance McMillian & Jacksen Moni",2025-09-29T17:33:40Z,"The Golden State Warriors have signed free agent forward Ja’Vier Francis, guard Chance McMillian and forward Jacksen Moni, it was announced Monday.",https://www.nba.com/warriors/news/warriors-sign-javier-francis-chance-mcmillian-jacksen-moni-20250929,Kalyb Champion
Warriors Sign 2025 Draft Pick Will Richard,2025-09-29T17:05:25Z,"The Golden State Warriors have signed rookie guard Will Richard to a contract, it was announced Monday.",https://www.nba.com/warriors/news/warriors-sign-2025-draft-pick-will-richard-20250929,Kalyb Champion
Warriors Re-Sign Guard Gary Payton II,2025-09-29T16:38:56Z,"The Golden State Warriors have re-signed free agent guard Gary Payton II, it was announced Monday. ",https://www.nba.com/warriors/news/warriors-re-sign-guard-gary-payton-ii-20250929,Kalyb Champion
"Warriors Announce Schedule For 2025 Training Camp, Presented By Gatorade",2025-09-28T21:45:32Z,"The Warriors have announced their training camp schedule ahead of the team’s 2025 Training Camp, presented by Gatorade. ",https://www.nba.com/warriors/news/warriors-announce-schedule-for-2025-training-camp-presented-by-gatorade-20250928,Kalyb Champion
Warriors Announce Basketball Operations Promotions And Additions,2025-09-27T16:45:00Z,The Golden State Warriors have announced promotions and additions within the team’s basketball operations department ahead of the 2025-26 NBA season.,https://www.nba.com/warriors/news/warriors-basketball-operations-promotions-and-additions-20250927,Golden State Warriors
"Warriors to Host Open Practice, Presented by Waymo, on Thursday, October 9",2025-09-25T15:00:00Z,"The Golden State Warriors have announced that the team will host Open Practice, presented by Waymo, at Chase Center on Thursday, October 9, at 5:30 p.m., giving fans a rare, behind-the-scenes look at a Warriors team practice.",https://www.nba.com/warriors/news/warriors-to-host-open-practice-october-9-20250925,Golden State Warriors
Warriors Announce 2025-26 Promotional Schedule,2025-09-24T17:00:00Z,"The Warriors have announced the team’s promotional schedule for the 2025-26 NBA season, which features a variety of theme nights and giveaways.",https://www.nba.com/warriors/news/warriors-announce-2025-26-promotional-schedule-20250924,Kalyb Champion
Warriors and United Airlines Open Applications for 2026 Franchise Fund Cohort,2025-09-11T20:00:00Z,"The Golden State Warriors and United Airlines, in partnership with the Western Regional Minority Supplier Development Council (WRMSDC), have announced that applications are now open for the 2026 Franchise Fund cohort.",https://www.nba.com/warriors/news/warriors-united-airlines-open-applications-for-2026-franchise-fund-cohort-20250911,Golden State Warriors
Warriors Announce 2025-26 Television & Radio Broadcast Schedules,2025-09-11T17:00:00Z,"For the 17th straight season, every regular season Golden State Warriors game will be available on television and radio, the team announced today.",https://www.nba.com/warriors/news/warriors-announce-2025-26-broadcast-schedule-20250911,Golden State Warriors
Estimated $429.3 Million in Total Event Value Generated by NBA All-Star 2025,2025-09-11T16:02:00Z,"Temple University Sports Industry Research Center has released an economic impact study finding that NBA All-Star 2025 generated $429.3 million in total event value for the San Francisco Bay Area economy, including $328.2 million in total economic impact and $101.1 million in earned media value.",https://www.nba.com/warriors/news/nba-all-star-2025-event-value-generated-429-million-20250911,Golden State Warriors
Warriors Single-Game Tickets for the 2025-26 NBA Season Available Today During Exclusive Presale Events,2025-09-03T15:00:00Z,"The Golden State Warriors have announced that single-game tickets for all home games during the 2025-26 season will be available starting today, September 3, through a series of exclusive presale events.",https://www.nba.com/warriors/news/2025-26-warriors-single-game-tickets-20250903,Golden State Warriors
"Golden State Sports Academy, Powered by Rakuten, Announces 2025 Fall Camp Schedule",2025-09-02T17:02:00Z,"Golden State Sports Academy, powered by Rakuten, has announced its 2025 fall camp schedule, which includes camp sessions at eight Bay Area locations for ages seven and up.",https://www.nba.com/warriors/news/golden-state-sports-academy-2025-fall-camp-schedule-20250902,Golden State Warriors
Warriors Announce 2025-2026 Regular Season Schedule,2025-08-14T19:16:02Z,"The National Basketball Association announced Thursday that the Golden State Warriors’ 2025-26 season, presented by Kaiser Permanente, will feature a franchise-record 34 national TV appearances, surpassing the team’s previous high of 31 in 2017-18.",https://www.nba.com/warriors/news/warriors-announce-2025-2026-regular-season-schedule-20250814,Kalyb Champion
Warriors Announce Emirates NBA Cup 2025 Schedule,2025-08-13T18:08:45Z,"The National Basketball Association has announced the Golden State Warriors Emirates NBA Cup 2025 schedule, which includes a 2025 NBA Playoffs First Round rematch with the Houston Rockets on Wednesday, Nov. 26 at Chase Center (7 p.m. on ESPN).",https://www.nba.com/warriors/news/warriors-announce-emirates-nba-cup-2025-schedule-20250813,Kalyb Champion
Warriors Announce Three Games on 2025-26 Schedule,2025-08-12T12:45:00Z,"The National Basketball Association announced three Golden State Warriors games for the 2025-26 regular season, highlighted by the team’s season opener on the road against the Los Angeles Lakers on Tuesday, October 21 at 7:30 p.m. (NBC).",https://www.nba.com/warriors/news/warriors-announce-three-games-on-2025-26-schedule-20250812,Golden State Warriors
Warriors Announce 2025 Preseason Promotional Schedule,2025-08-11T17:00:00Z,"The Golden State Warriors have announced the team’s promotional schedule for the 2025 NBA preseason, with bobblehead giveaways that feature Stephen Curry, Jimmy Butler III and Buddy Hield.",https://www.nba.com/warriors/news/warriors-2025-preseason-promotional-schedule-20250811,Golden State Warriors
Warriors Close Out Summer League With Win Over Cavaliers,2025-07-20T01:38:00Z,,https://www.nba.com/warriors/news/gameday-recap-20250719,Golden State Warriors
Chris Manon Records Team-High 14 Points in Warriors Defeat Against Raptors,2025-07-18T04:34:00Z,The Golden State Warriors fell 81-69 to the Toronto Raptors at Cox Pavilion in Las Vegas on Thursday night.,https://www.nba.com/warriors/news/gameday-recap-20250717,Golden State Warriors
Summer Dubs Defeat Grizzlies on Tuesday Night in Las Vegas,2025-07-16T04:35:00Z,"The Golden State Warriors defeated the Memphis Grizzlies 96-84 at Thomas & Mack Center in Las Vegas on Tuesday night. It was the Warriors second win in three days, as they advance to 2-1 in summer league.",https://www.nba.com/warriors/news/gameday-recap-20250715,Golden State Warriors
Warriors Announce 2025 Preseason Schedule,2025-07-15T15:00:00Z,"The Golden State Warriors will host three games at Chase Center as part of a five-game preseason slate to tip off the 2025-26 season, beginning with a home tilt against the Los Angeles Lakers on Sunday, October 5.",https://www.nba.com/warriors/news/warriors-2025-preseason-schedule-20250715,Golden State Warriors
Gabe Madsen's Six First Half Threes Propels Warriors to Win Over Jazz,2025-07-14T04:44:00Z,"The Golden State Warriors defeated the Utah Jazz 103-93 at Thomas & Mack Center on Sunday night in NBA 2K26 Summer League, their first win of the summer in Las Vegas.",https://www.nba.com/warriors/news/gameday-recap-20250713,Golden State Warriors
Warriors Fall to Trail Blazers in Las Vegas Summer League Opener,2025-07-12T05:11:00Z,,https://www.nba.com/warriors/news/gameday-recap-20250711,Golden State Warriors
Warriors Placed in West Group C for Emirates NBA Cup 2025,2025-07-09T18:35:59Z,"The Golden State Warriors were placed in West Group C for Emirates NBA Cup 2025, along with the Houston Rockets, Denver Nuggets, Portland Trail Blazers and San Antonio Spurs.",https://www.nba.com/warriors/news/warriors-west-group-c-emirates-nba-cup-20250709,Golden State Warriors
Warriors Announce 2025 All-California Classic Team,2025-07-09T04:52:11Z,"The Golden State Warriors have announced the first-ever All-California Classic Team, featuring standout performers from the seventh annual California Classic Summer League, presented by CarMax, at Chase Center. ",https://www.nba.com/warriors/news/warriors-announce-2025-all-california-classic-team-20250708,Kalyb Champion
Warriors' 2025 Draftees Share Court for First Time in Summer League Loss to Heat,2025-07-09T01:00:27Z,"The Warriors' 2025 Draftees, Will Richard and Alex Toohey, played their first Summer League game together as teammates in a 93-79 loss to the Miami Heat at Chase Center on Tuesday.",https://www.nba.com/warriors/news/gameday-recap-20250708,Kalyb Champion
Warriors Fall Just Short in California Classic Defeat to Spurs,2025-07-07T00:48:00Z,"Trailing by four points with under 40 seconds to go, Warriors rookie Will Richard hit a 3-pointer to cut the deficit to one point. On the ensuing possession, the Spurs were sent to the free throw line, making one out of two attempts, giving the Warriors the ball back down by two points with 9.3 seconds remaining.",https://www.nba.com/warriors/news/gameday-recap-20250706,Golden State Warriors
Warriors Acquire Draft Rights To Guard Will Richard,2025-07-06T22:11:57Z,"The Golden State Warriors have acquired the draft rights to guard Will Richard, the 56th overall pick in the 2025 NBA Draft, from the Memphis Grizzlies in exchange for the draft rights to Jahmai Mashack, the 59th overall pick in the 2025 NBA Draft, guard Justinian Jessup, the 51st overall pick in the 2021 NBA Draft, and a future conditional second-round pick, it was announced Sunday.",https://www.nba.com/warriors/news/warriors-acquire-draft-rights-to-guard-will-richard-20250706,Kalyb Champion
Warriors Acquire Draft Rights To Forward Alex Toohey And Guard Jahmai Mashack,2025-07-06T19:39:02Z,"The Golden State Warriors have acquired the draft rights to forward Alex Toohey, the 52nd overall pick in the 2025 NBA Draft, from the Phoenix Suns and the draft rights to Jahmai Mashack, the 59th overall pick in the 2025 Draft, from the Houston Rockets in exchange for the draft rights to Koby Brea, the 41st overall pick in the 2025 Draft, as part of the league’s first ever seven-team trade, it was announced Sunday.",https://www.nba.com/warriors/news/warriors-acquire-draft-rights-to-forward-alex-toohey-and-guard-jahmai-mashack-20250706,Kalyb Champion
Warriors Defeat Lakers in California Classic Opener,2025-07-06T00:52:00Z,The Golden State Warriors defeated the Los Angeles Lakers 89-84 at Chase Center on Saturday afternoon in their first summer league game of 2025.,https://www.nba.com/warriors/news/gameday-recap-20250705,Golden State Warriors
Warriors Announce 2025 Summer League Roster,2025-06-30T00:15:00Z,"The Golden State Warriors have announced the team’s 2025 Summer League roster. The Warriors will participate in the California Classic, presented by CarMax, at Chase Center in San Francisco (July 5, 6 & 8) as well as the NBA 2K26 Summer League 2025 in Las Vegas (July 10-20).",https://www.nba.com/warriors/news/warriors-announce-2025-summer-league-roster-20250629,Golden State Warriors
Warriors Exercise Team Options on Quinten Post and Gui Santos,2025-06-29T21:30:00Z,"The Golden State Warriors have exercised the second-year team option on center Quinten Post and third-year team option on forward Gui Santos, the team announced today. ",https://www.nba.com/warriors/news/quinten-post-gui-santos-team-options-exercised-20250629,Golden State Warriors
Warriors Extend Qualifying Offers to Taran Armstrong and Jonathan Kuminga,2025-06-29T21:15:00Z,"The Golden State Warriors have extended qualifying offers to guard Taran Armstrong and forward Jonathan Kuminga, the team announced today.",https://www.nba.com/warriors/news/taran-armstrong-jonathan-kuminga-qualifying-offers-extended-20250629,Golden State Warriors
Warriors Announce Television Broadcast Schedule for 2025 Summer League,2025-06-28T17:20:00Z,The Golden State Warriors have announced the television broadcast schedule for the team’s 2025 Summer League. Santa Cruz Warriors Head Coach Lainn Wilson will serve as head coach of both Summer League entries in San Francisco and Las Vegas.,https://www.nba.com/warriors/news/warriors-2025-summer-league-broadcast-schedule-20250628,Golden State Warriors
Defensive Versatility a Focal Point of Warriors' 2025 Draft Class,2025-06-28T05:09:58Z,"The Warriors were targeting a couple of second-round prospects entering Day 2 of the 2025 NBA Draft and were able to land two of them, getting Alex Toohey at the 52nd pick and Will Richard with the 56th pick. ",https://www.nba.com/warriors/news/defensive-versatility-a-focal-point-of-warriors-2025-draft-class-20250627,Kalyb Champion
Warriors Announce Planned Trades for Draft Rights to Alex Toohey and Will Richard,2025-06-27T01:39:33Z,"As part of trades to be finalized at a later date, the Warriors acquired the rights to the 52nd pick of the 2025 NBA Draft, 6'8 forward Alex Toohey, from Australia and the 56th pick of the 2025 NBA Draft, 6'4 guard Will Richard, from the University of Florida.",https://www.nba.com/warriors/news/nba-draft-2025,Kalyb Champion
Warriors Launch Half Season Mini-Plans For 2025-26 NBA Season,2025-06-25T15:00:00Z,"The Golden State Warriors have announced that half season mini-plans for the 2025-26 NBA season will go on sale today, Wednesday, June 25.",https://www.nba.com/warriors/news/warriors-launch-half-season-mini-plans-for-2025-26-nba-season-20250625,Golden State Warriors
Warriors Announce Audition Information For 2025-26 Dance Program,2025-06-24T19:00:00Z,"The Warriors Entertainment Teams, consisting of the Warriors Dance Team, Blue Crew, Hardwood Classics and Jr. Jam Squad, will hold auditions for the 2025-26 NBA season over a three-week period from July 13 to August 3.",https://www.nba.com/warriors/news/warriors-dance-program-audition-information-20250624,Golden State Warriors
Brandin Podziemski Undergoes Successful Surgery,2025-06-12T04:09:30Z,Golden State Warriors guard Brandin Podziemski underwent successful surgery yesterday to repair a core muscle injury.,https://www.nba.com/warriors/news/brandin-podziemski-undergoes-successful-surgery-20250611,Kalyb Champion
Don Nelson Named 2025 Chuck Daly Lifetime Achievement Award Recipient,2025-06-08T17:00:00Z,"Former Warriors head coach Don Nelson, a Naismith Memorial Basketball Hall of Fame inductee, has been named the recipient of the 2025 Chuck Daly Lifetime Achievement Award, the National Basketball Coaches Association announced today.",https://www.nba.com/warriors/news/don-nelson-named-2025-chuck-daly-lifetime-achievement-award-recipient-20250608,Golden State Warriors
Brandin Podziemski Undergoes Successful Surgery,2025-05-29T00:56:04Z,Golden State Warriors guard Brandin Podziemski underwent successful left wrist debridement surgery Wednesday in Los Angeles.,https://www.nba.com/warriors/news/brandin-podziemski-undergoes-successful-surgery-20250528,Kalyb Champion
"Warriors to Host Seventh Annual California Classic Summer League, Presented By Carmax",2025-05-28T16:07:45Z,"The Golden State Warriors will host the seventh annual California Classic Summer League, presented by CarMax, at Chase Center on July 5, 6 and 8, featuring three days of game play between the Warriors, Los Angeles Lakers, Miami Heat and San Antonio Spurs. ",https://www.nba.com/warriors/news/warriors-to-host-seventh-annual-california-classic-summer-league-presented-by-carmax-20250528,Kalyb Champion
Warriors Guard Stephen Curry Named to the 2024-25 NBA All-NBA Second Team,2025-05-23T23:00:55Z,"Golden State Warriors guard Stephen Curry has been named to the 2024-25 Kia All-NBA Second Team, the league announced today.",https://www.nba.com/warriors/news/warriors-guard-stephen-curry-named-to-the-2024-25-nba-all-nba-second-team,Golden State Warriors
Moses Moody Undergoes Successful Surgery,2025-05-22T19:30:00Z,Golden State Warriors guard Moses Moody underwent successful surgery yesterday in Los Angeles to repair a torn Ulnar Collateral ligament (UCL) in his right thumb.,https://www.nba.com/warriors/news/moses-moody-undergoes-successful-surgery-20250522,gswlraquel
Warriors Forward Draymond Green Named to the 2024-25 NBA All-Defensive First Team,2025-05-22T18:12:00Z,"Golden State Warriors forward Draymond Green has been named to the 2024-25 Kia NBA All-Defensive First Team, it was announced today.",https://www.nba.com/warriors/news/warriors-forward-draymond-green-named-to-the-2024-25-nba-all-defensive-first-team,Golden State Warriors
Stephen Curry Injury Update – 5/14/25,2025-05-14T16:13:07Z,"Stephen Curry, who has missed the last three games due to a strained left hamstring, has been re-evaluated. He has been cleared to participate in light on-court workouts, including shooting drills and will be re-evaluated again on Saturday.  ",https://www.nba.com/warriors/news/stephen-curry-injury-update-20250514,Kalyb Champion
"Warriors Drop Game 4 Against Timberwolves, Trail Series 3-1",2025-05-13T05:05:00Z,The Golden State Warriors lost 117-110 against the Minnesota Timberwolves in Game 4 of the Western Conference Semifinals at Chase Center on Monday night.,https://www.nba.com/warriors/news/gameday-recap-20250512,Golden State Warriors
Warriors PR Staff Wins PBWA’s 2024-25 Brian McIntyre Award,2025-05-12T20:28:00Z,"The Golden State Warriors’ basketball communications team has won the 2024-25 Brian McIntyre Media Relations Award, presented each season to the NBA media relations staff that best exemplifies standards of professionalism and excellence, the Professional Basketball Writers Association announced today.",https://www.nba.com/warriors/news/warriors-pr-staff-wins-pbwas-brian-mcintyre-award-20250512,Golden State Warriors
Stephen Curry Injury Update – 5/7/25,2025-05-07T17:43:29Z,"Golden State Warriors guard Stephen Curry, who exited last night’s game against the Minnesota Timberwolves with 8:19 remaining in the second quarter with a strained left hamstring, underwent an MRI Wednesday morning. The MRI confirmed the injury as a Grade 1 hamstring strain. Curry will be re-evaluated in one week.",https://www.nba.com/warriors/news/stephen-curry-injury-update-20250507,Kalyb Champion
"""Golden State” Unveiled As Corporate Rebrand",2025-05-05T16:00:00Z,"Golden State, formerly known as GSW Sports LLC, has been unveiled as the corporate rebrand that encompasses the Golden State Warriors, Golden State Valkyries, Santa Cruz Warriors, Golden State Entertainment, Thrive City, Chase Center and other assets.",https://www.nba.com/warriors/news/golden-state-unveiled-as-corporate-rebrand-20250505,Kalyb Champion
Warriors Announce 2025 Western Conference Semifinals Ticket On-Sale Information,2025-05-05T06:05:00Z,"The Golden State Warriors have announced that single game tickets for the 2025 Western Conference Semifinals, presented by Kaiser Permanente, will go on sale tomorrow, Monday, May 5.",https://www.nba.com/warriors/news/warriors-2025-playoffs-western-conference-semifinals-ticket-information,Golden State Warriors
Warriors Announce Schedule for Western Conference Semifinals vs. Timberwolves,2025-05-05T03:10:11Z,,https://www.nba.com/warriors/news/warriors-timberwolves-2025-playoffs-western-conference-semifinals-matchup,Golden State Warriors
"Jimmy Butler III's Clutch Free Throws Lead Dubs to Victory Over Rockets, Take 3-1 Series Lead",2025-04-29T04:55:00Z,"In a game with nine lead changes, Jimmy Butler III's three free throws with 58.7 seconds remaining gave the Golden State Warriors the final lead of the night, resulting in a 109-106 victory over the Houston Rockets in Game 4 of the Western Conference First Round at Chase Center on Monday night.",https://www.nba.com/warriors/news/gameday-recap-20250428,Golden State Warriors
Warriors Guard Stephen Curry Named 2024-25 Twyman-Stokes Teammate of the Year,2025-04-28T17:17:55Z,"Golden State Warriors guard Stephen Curry has been named the 2024-25 Twyman-Stokes Teammate of the Year, it was announced Monday.",https://www.nba.com/warriors/news/warriors-guard-stephen-curry-named-2024-25-twyman-stokes-teammate-of-the-year-20250428,Kalyb Champion
Jimmy Butler III Injury Update - 4/25/25,2025-04-25T19:30:00Z,"Golden State Warriors forward Jimmy Butler III, who exited Wednesday’s game in Houston with 1:51 remaining in the first quarter due to a pelvis contusion, underwent an MRI yesterday. The MRI confirmed the injury as a pelvis and deep gluteal muscle contusion. His status for Saturday’s Game 3 is questionable.",https://www.nba.com/warriors/news/jimmy-butler-iii-injury-update-4-25-25,Golden State Warriors
Warriors Forward-Center Draymond Green Wins 2024-25 NBA Hustle Award,2025-04-25T18:51:26Z,"Warriors forward-center Draymond Green has been named the winner of the 2024-25 NBA Hustle Award, it was announced Friday.",https://www.nba.com/warriors/news/warriors-forward-center-draymond-green-wins-2024-25-nba-hustle-award-20250425,Kalyb Champion
"Stephen Curry, Jimmy Butler III Combine for 56 Points in Game 1 Road Victory Over Rockets",2025-04-21T03:58:00Z,Jimmy Butler III scored six points in the game's final two minutes to put the game out of reach as the Golden State Warriors defeated the Houston Rockets 95-85 in Game 1 at Toyota Center.,https://www.nba.com/warriors/news/gameday-recap-20250420,Golden State Warriors
Warriors Forward Draymond Green Named Finalist For Kia NBA Defensive Player of the Year Award,2025-04-20T22:40:00Z,,https://www.nba.com/warriors/news/draymond-green-dpoy-finalist-20250420,Golden State Warriors
Warriors Issue Fraud Alert for 2025 NBA Playoffs Single Game Tickets,2025-04-16T17:02:00Z,"The Golden State Warriors have issued a postseason fraud alert, warning fans about the potential dangers of purchasing single-game tickets from a non-verified third party for the 2025 NBA Playoffs, presented by Kaiser Permanente.",https://www.nba.com/warriors/news/warriors-issue-fraud-alert-for-2025-nba-playoffs-single-game-tickets-20250416,Golden State Warriors
Warriors to Play Rockets In First Round of 2025 NBA Playoffs,2025-04-16T05:53:00Z,"The No. 7 seed Golden State Warriors will host the No. 8 seed Memphis Grizzlies at Chase Center on Tuesday, April 15 in the SoFi NBA Play-In Tournament Western Conference 7/8 seed game, it was announced today.",https://www.nba.com/warriors/news/warriors-rockets-2025-playoffs-first-round-matchup,Golden State Warriors
Warriors Announce 2025 NBA Playoffs Ticket Presale and General Public On-Sale Information,2025-04-16T05:48:00Z,"The Golden State Warriors have announced that single game tickets for the team’s 2025 Play-In Tournament game, scheduled for Tuesday, April 15 at 7 p.m. against the Memphis Grizzlies, will go on sale today, April 13, through exclusive presale events before they become available to the general public on Monday, April 14, at 12 p.m.",https://www.nba.com/warriors/news/warriors-2025-playoffs-first-round-ticket-information,Golden State Warriors
"Warriors Hoops 4 Kids, Presented by Salesforce, Announces $632,000 to Bay Area Youth",2025-04-15T20:32:00Z,"The Warriors Community Foundation, in partnership with Salesforce and Taube Philanthropies, has announced a grant total of $632,000 to eight Bay Area nonprofit organizations, equating to $79,000 each, as part of the Warriors’ Hoops 4 Kids program.",https://www.nba.com/warriors/news/warriors-hoops-4-kids-20250415,Golden State Warriors
Warriors Announce 2025 Play-In Tournament Ticket On-Sale Information,2025-04-13T23:01:00Z,"The Golden State Warriors have announced that single game tickets for the team’s 2025 Play-In Tournament game, scheduled for Tuesday, April 15 at 7 p.m. against the Memphis Grizzlies, will go on sale today, April 13, through exclusive presale events before they become available to the general public on Monday, April 14, at 12 p.m.",https://www.nba.com/warriors/news/warriors-announce-2025-nba-play-in-tournament-ticket-on-sale-information-20250413,Golden State Warriors
Golden State to Host Memphis in 2025 Play-In Tournament,2025-04-13T22:57:00Z,"The No. 7 seed Golden State Warriors will host the No. 8 seed Memphis Grizzlies at Chase Center on Tuesday, April 15 in the SoFi NBA Play-In Tournament Western Conference 7/8 seed game, it was announced today.",https://www.nba.com/warriors/news/golden-state-to-host-memphis-in-2025-play-in-tournament-20250413,Golden State Warriors
Warriors Conclude 2024-25 Regular Season With 559 Consecutive Sellouts,2025-04-13T21:36:01Z,"The Golden State Warriors sold out each of the team’s 41 regular season home games after drawing a capacity crowd of 18,064 during Sundays’s 2024-25 regular season finale against the LA Clippers at Chase Center.",https://www.nba.com/warriors/news/warriors-conclude-2024-25-regular-season-with-559-consecutive-sellouts-20250413,Kalyb Champion
Kyle “BBK” Hunter Named Recipient of 2024-25 Dejan Milojević Brate Award,2025-04-13T20:10:53Z,"The Warriors named Kyle “BBK” Hunter as the recipient of the inaugural Dejan Milojević Brate Award, the team announced today.",https://www.nba.com/warriors/news/kyle-bbk-hunter-named-recipient-of-2024-25-dejan-milojevic-brate-award-20250413,gswlraquel
Warriors Convert Braxton Key to Standard NBA Contract,2025-04-13T17:00:00Z,"The Golden State Warriors have converted forward Braxton Key to a standard NBA contract, it was announced today.",https://www.nba.com/warriors/news/braxton-key-standard-nba-contract-20250413,Golden State Warriors
Warriors Postseason Picture: Win and You're In,2025-04-12T15:10:31Z,"The Warriors will host the Los Angeles Clippers at Chase Center on Sunday for their regular season finale, seeking a win to guarantee a top-six playoff spot and avoid the league's Play-In Tournament.",https://www.nba.com/warriors/news/warriors-postseason-picture-win-and-youre-in-2025,Kalyb Champion
"Warriors Defeat Trail Blazers, Remain in Sixth Place in Western Conference",2025-04-12T04:22:00Z,"The Golden State Warriors defeated the Portland Trail Blazers 103-86 at Moda Center on Friday night. With the win, the Warriors stay put in sixth place heading into their final game of the season.",https://www.nba.com/warriors/news/gameday-recap-20250411,Golden State Warriors
Warriors Postseason Picture: Seeking to Secure Playoff Spot,2025-04-11T18:23:43Z,"The Warriors are in the final month of the 2024-25 NBA regular season, with the Play-In Tournament taking place from April 15-18 and the Playoffs tipping off on April 19. ",https://www.nba.com/warriors/news/warriors-postseason-picture-seeking-to-secure-playoff-spot-2025,Kalyb Champion
"Stephen Curry, Brandin Podziemski Combine for 65 Points as Dubs Outduel Lakers",2025-04-04T04:41:00Z,"In a game that could have a major impact on the Western Conference playoff seedings, the Golden State Warriors were able to hold off the Los Angeles Lakers 123-116 on Thursday night at Crypto.com Arena.",https://www.nba.com/warriors/news/gameday-recap-20250403,Golden State Warriors
Gary Payton II Injury Update - 4/3/25,2025-04-03T18:26:00Z,"Golden State Warriors guard Gary Payton II, who suffered a partial tear of a ligament in his left thumb during Golden State’s game at Miami on March 25, is making good progress.",https://www.nba.com/warriors/news/gary-payton-ii-injury-update-20250403,Golden State Warriors
